clean,corrupted,clean_answer_idx,corrupted_answer_idx,label
The clergywoman drove because,The clergyman drove because,1398,1168,0
The niece yelled because,The nephew yelled because,1398,1168,0
The women yelled because,The men yelled because,1398,1168,0
The musclewoman wished that,The muscleman wished that,1398,1168,0
The schoolboy was fired because,The schoolgirl was fired because,1168,1398,1
The craftswoman laughed because,The craftsman laughed because,1398,1168,0
The nephew yelled that,The niece yelled that,1168,1398,1
The girl drove because,The boy drove because,1398,1168,0
The prince drove because,The princess drove because,1168,1398,1
"The mother is a nice person, isn't","The father is a nice person, isn't",1398,1168,0
The waiter ran because,The waitress ran because,1168,1398,1
The hunter whispered that,The huntress whispered that,1168,1398,1
The salesman drove because,The saleswoman drove because,1168,1398,1
The coastguardswoman wished that,The coastguardsman wished that,1398,1168,0
The clergywoman said that,The clergyman said that,1398,1168,0
The gentleman cried because,The lady cried because,1168,1398,1
The daughter stayed up because,The son stayed up because,1398,1168,0
"The choirboy is a nice person, isn't","The choirgirl is a nice person, isn't",1168,1398,1
The actor drove because,The actress drove because,1168,1398,1
The choirgirl wished that,The choirboy wished that,1398,1168,0
"The widower is a great friend, isn't","The widow is a great friend, isn't",1168,1398,1
"The son is a nice person, isn't","The daughter is a nice person, isn't",1168,1398,1
The ferryman ate because,The ferrywoman ate because,1168,1398,1
The ex-husband yelled that,The ex-wife yelled that,1168,1398,1
The son yelled that,The daughter yelled that,1168,1398,1
The mother whispered that,The father whispered that,1398,1168,0
"The niece is a nice person, isn't","The nephew is a nice person, isn't",1398,1168,0
The widow whispered that,The widower whispered that,1398,1168,0
The woman cried because,The man cried because,1398,1168,0
The mother-in-law laughed because,The father-in-law laughed because,1398,1168,0
The handyman yelled that,The handywoman yelled that,1168,1398,1
The craftswoman drove because,The craftsman drove because,1398,1168,0
The nephew wished that,The niece wished that,1168,1398,1
The sorceress went home because,The sorcerer went home because,1398,1168,0
"The policewoman is a nice person, isn't","The policeman is a nice person, isn't",1398,1168,0
The sorcerer yelled that,The sorceress yelled that,1168,1398,1
"The papergirl is a great friend, isn't","The paperboy is a great friend, isn't",1398,1168,0
The guy whispered that,The gal whispered that,1168,1398,1
The businesswoman yelled because,The businessman yelled because,1398,1168,0
"The grandfather is a great friend, isn't","The grandmother is a great friend, isn't",1168,1398,1
The laywoman laughed because,The layman laughed because,1398,1168,0
The boy cried because,The girl cried because,1168,1398,1
The wingwoman laughed because,The wingman laughed because,1398,1168,0
"The busgirl is a nice person, isn't","The busboy is a nice person, isn't",1398,1168,0
The woman wished that,The man wished that,1398,1168,0
The hunter slept because,The huntress slept because,1168,1398,1
The choirboy laughed because,The choirgirl laughed because,1168,1398,1
The coastguardswoman slept because,The coastguardsman slept because,1398,1168,0
The fireman was promoted because,The firewoman was promoted because,1168,1398,1
The male stayed up because,The female stayed up because,1168,1398,1
The wife yelled that,The husband yelled that,1398,1168,0
The choirgirl whispered that,The choirboy whispered that,1398,1168,0
The frenchwoman ran because,The frenchman ran because,1398,1168,0
The king went home because,The queen went home because,1168,1398,1
The congresswoman ate because,The congressman ate because,1398,1168,0
The mom laughed because,The dad laughed because,1398,1168,0
The ferryman wished that,The ferrywoman wished that,1168,1398,1
The ex-husband wished that,The ex-wife wished that,1168,1398,1
The salesman cried because,The saleswoman cried because,1168,1398,1
The fireman yelled that,The firewoman yelled that,1168,1398,1
The draftsman wished that,The draftswoman wished that,1168,1398,1
"The king is a nice person, isn't","The queen is a nice person, isn't",1168,1398,1
The daughter-in-law was fired because,The son-in-law was fired because,1398,1168,0
The uncle slept because,The aunt slept because,1168,1398,1
The irishwoman went home because,The irishman went home because,1398,1168,0
The congressman ate because,The congresswoman ate because,1168,1398,1
The lady drove because,The gentleman drove because,1398,1168,0
The groom drove because,The bride drove because,1168,1398,1
The strongwoman yelled because,The strongman yelled because,1398,1168,0
The clanswoman stayed up because,The clansman stayed up because,1398,1168,0
The ex-husband said that,The ex-wife said that,1168,1398,1
The handywoman wished that,The handyman wished that,1398,1168,0
The assemblyman slept because,The assemblywoman slept because,1168,1398,1
The actress whispered that,The actor whispered that,1398,1168,0
The wife laughed because,The husband laughed because,1398,1168,0
The firewoman said that,The fireman said that,1398,1168,0
The sorcerer was fired because,The sorceress was fired because,1168,1398,1
The fisherwoman said that,The fisherman said that,1398,1168,0
The klanswoman ran because,The klansman ran because,1398,1168,0
The dad ran because,The mom ran because,1168,1398,1
The laywoman said that,The layman said that,1398,1168,0
The he laughed because,The she laughed because,1168,1398,1
The repairman wished that,The repairwoman wished that,1168,1398,1
The firewoman was promoted because,The fireman was promoted because,1398,1168,0
The she was promoted because,The he was promoted because,1398,1168,0
The aunt ate because,The uncle ate because,1398,1168,0
The paperboy yelled because,The papergirl yelled because,1168,1398,1
The sorcerer cried because,The sorceress cried because,1168,1398,1
The frenchman cried because,The frenchwoman cried because,1168,1398,1
The male laughed because,The female laughed because,1168,1398,1
The male went home because,The female went home because,1168,1398,1
The schoolgirl slept because,The schoolboy slept because,1398,1168,0
The ferrywoman ate because,The ferryman ate because,1398,1168,0
The coastguardswoman laughed because,The coastguardsman laughed because,1398,1168,0
"The draftsman is a nice person, isn't","The draftswoman is a nice person, isn't",1168,1398,1
The king ate because,The queen ate because,1168,1398,1
The bellgirl laughed because,The bellboy laughed because,1398,1168,0
The hunter laughed because,The huntress laughed because,1168,1398,1
The strongwoman slept because,The strongman slept because,1398,1168,0
The deliveryman stayed up because,The deliverywoman stayed up because,1168,1398,1
"The actress is a nice person, isn't","The actor is a nice person, isn't",1398,1168,0
The madwoman yelled that,The madman yelled that,1398,1168,0
The godfather stayed up because,The godmother stayed up because,1168,1398,1
The schoolboy was promoted because,The schoolgirl was promoted because,1168,1398,1
The great-aunt was promoted because,The great-uncle was promoted because,1398,1168,0
The aunt was fired because,The uncle was fired because,1398,1168,0
The ferryman was fired because,The ferrywoman was fired because,1168,1398,1
The daughter-in-law yelled because,The son-in-law yelled because,1398,1168,0
The adulterer drove because,The adulteress drove because,1168,1398,1
The woman ran because,The man ran because,1398,1168,0
The deliveryman said that,The deliverywoman said that,1168,1398,1
The salesboy slept because,The salesgirl slept because,1168,1398,1
The great-uncle said that,The great-aunt said that,1168,1398,1
The father ran because,The mother ran because,1168,1398,1
The businessman stayed up because,The businesswoman stayed up because,1168,1398,1
The kinsman wished that,The kinswoman wished that,1168,1398,1
The frenchman was promoted because,The frenchwoman was promoted because,1168,1398,1
The muscleman cried because,The musclewoman cried because,1168,1398,1
The kinsman yelled because,The kinswoman yelled because,1168,1398,1
The lady was promoted because,The gentleman was promoted because,1398,1168,0
"The uncle is a nice person, isn't","The aunt is a nice person, isn't",1168,1398,1
The king said that,The queen said that,1168,1398,1
The bride cried because,The groom cried because,1398,1168,0
The handyman ran because,The handywoman ran because,1168,1398,1
The englishman whispered that,The englishwoman whispered that,1168,1398,1
The fireman ate because,The firewoman ate because,1168,1398,1
The widower whispered that,The widow whispered that,1168,1398,1
The ex-husband went home because,The ex-wife went home because,1168,1398,1
The klanswoman slept because,The klansman slept because,1398,1168,0
The men whispered that,The women whispered that,1168,1398,1
"The godmother is a great friend, isn't","The godfather is a great friend, isn't",1398,1168,0
The deliverywoman yelled that,The deliveryman yelled that,1398,1168,0
The irishman cried because,The irishwoman cried because,1168,1398,1
The fisherman wished that,The fisherwoman wished that,1168,1398,1
The clergyman yelled because,The clergywoman yelled because,1168,1398,1
The bride laughed because,The groom laughed because,1398,1168,0
The mailman slept because,The mailwoman slept because,1168,1398,1
The fisherman drove because,The fisherwoman drove because,1168,1398,1
The schoolgirl was fired because,The schoolboy was fired because,1398,1168,0
The alderwoman ate because,The alderman ate because,1398,1168,0
The godmother was fired because,The godfather was fired because,1398,1168,0
"The stepfather is a great friend, isn't","The stepmother is a great friend, isn't",1168,1398,1
"The draftsman is a great friend, isn't","The draftswoman is a great friend, isn't",1168,1398,1
The hunter cried because,The huntress cried because,1168,1398,1
The sister was fired because,The brother was fired because,1398,1168,0
The kinsman whispered that,The kinswoman whispered that,1168,1398,1
The women was promoted because,The men was promoted because,1398,1168,0
The wingman stayed up because,The wingwoman stayed up because,1168,1398,1
The mailman laughed because,The mailwoman laughed because,1168,1398,1
The adulterer slept because,The adulteress slept because,1168,1398,1
The alderman wished that,The alderwoman wished that,1168,1398,1
The ex-wife was fired because,The ex-husband was fired because,1398,1168,0
The craftsman yelled that,The craftswoman yelled that,1168,1398,1
The sorceress cried because,The sorcerer cried because,1398,1168,0
The she wished that,The he wished that,1398,1168,0
"The frenchwoman is a great friend, isn't","The frenchman is a great friend, isn't",1398,1168,0
The princess cried because,The prince cried because,1398,1168,0
The lord stayed up because,The lady stayed up because,1168,1398,1
The son was fired because,The daughter was fired because,1168,1398,1
The businesswoman cried because,The businessman cried because,1398,1168,0
The madwoman cried because,The madman cried because,1398,1168,0
The king was promoted because,The queen was promoted because,1168,1398,1
The godmother ran because,The godfather ran because,1398,1168,0
The stepfather whispered that,The stepmother whispered that,1168,1398,1
The fisherman was fired because,The fisherwoman was fired because,1168,1398,1
The salesboy was fired because,The salesgirl was fired because,1168,1398,1
The ferrywoman was fired because,The ferryman was fired because,1398,1168,0
"The deliveryman is a nice person, isn't","The deliverywoman is a nice person, isn't",1168,1398,1
The princess laughed because,The prince laughed because,1398,1168,0
"The kinswoman is a great friend, isn't","The kinsman is a great friend, isn't",1398,1168,0
The widower was promoted because,The widow was promoted because,1168,1398,1
The men cried because,The women cried because,1168,1398,1
"The father is a great friend, isn't","The mother is a great friend, isn't",1168,1398,1
The madman was fired because,The madwoman was fired because,1168,1398,1
The coastguardswoman ran because,The coastguardsman ran because,1398,1168,0
The coastguardswoman drove because,The coastguardsman drove because,1398,1168,0
The lady stayed up because,The lord stayed up because,1398,1168,0
The adulteress slept because,The adulterer slept because,1398,1168,0
The king cried because,The queen cried because,1168,1398,1
The mailman was promoted because,The mailwoman was promoted because,1168,1398,1
The women stayed up because,The men stayed up because,1398,1168,0
"The salesgirl is a nice person, isn't","The salesboy is a nice person, isn't",1398,1168,0
The choirgirl drove because,The choirboy drove because,1398,1168,0
The craftswoman was fired because,The craftsman was fired because,1398,1168,0
The coastguardsman wished that,The coastguardswoman wished that,1168,1398,1
The choirgirl was promoted because,The choirboy was promoted because,1398,1168,0
The klansman wished that,The klanswoman wished that,1168,1398,1
The dad went home because,The mom went home because,1168,1398,1
The cowboy drove because,The cowgirl drove because,1168,1398,1
The layman whispered that,The laywoman whispered that,1168,1398,1
The bellgirl ran because,The bellboy ran because,1398,1168,0
The man said that,The woman said that,1168,1398,1
The mother went home because,The father went home because,1398,1168,0
The irishwoman slept because,The irishman slept because,1398,1168,0
The fisherman ran because,The fisherwoman ran because,1168,1398,1
The fireman wished that,The firewoman wished that,1168,1398,1
The ferrywoman drove because,The ferryman drove because,1398,1168,0
The boy was fired because,The girl was fired because,1168,1398,1
The schoolboy cried because,The schoolgirl cried because,1168,1398,1
The irishwoman whispered that,The irishman whispered that,1398,1168,0
The firewoman slept because,The fireman slept because,1398,1168,0
The salesboy went home because,The salesgirl went home because,1168,1398,1
"The godfather is a great friend, isn't","The godmother is a great friend, isn't",1168,1398,1
The frenchman yelled that,The frenchwoman yelled that,1168,1398,1
The aunt drove because,The uncle drove because,1398,1168,0
The king wished that,The queen wished that,1168,1398,1
The choirboy went home because,The choirgirl went home because,1168,1398,1
The lady whispered that,The gentleman whispered that,1398,1168,0
The draftswoman whispered that,The draftsman whispered that,1398,1168,0
The man ran because,The woman ran because,1168,1398,1
The wingwoman drove because,The wingman drove because,1398,1168,0
The female was promoted because,The male was promoted because,1398,1168,0
The parisienne went home because,The parisian went home because,1398,1168,0
The salesman ate because,The saleswoman ate because,1168,1398,1
The girlfriend laughed because,The boyfriend laughed because,1398,1168,0
The bellboy wished that,The bellgirl wished that,1168,1398,1
The guy yelled because,The gal yelled because,1168,1398,1
The actress cried because,The actor cried because,1398,1168,0
The husband ate because,The wife ate because,1168,1398,1
The gal yelled because,The guy yelled because,1398,1168,0
The clanswoman yelled because,The clansman yelled because,1398,1168,0
The godmother drove because,The godfather drove because,1398,1168,0
The lady said that,The gentleman said that,1398,1168,0
"The dad is a nice person, isn't","The mom is a nice person, isn't",1168,1398,1
The englishwoman was fired because,The englishman was fired because,1398,1168,0
The sister-in-law cried because,The brother-in-law cried because,1398,1168,0
The sister went home because,The brother went home because,1398,1168,0
The craftswoman wished that,The craftsman wished that,1398,1168,0
The man went home because,The woman went home because,1168,1398,1
The draftswoman slept because,The draftsman slept because,1398,1168,0
The choirgirl ran because,The choirboy ran because,1398,1168,0
The handyman went home because,The handywoman went home because,1168,1398,1
The saleswoman ran because,The salesman ran because,1398,1168,0
The draftsman yelled because,The draftswoman yelled because,1168,1398,1
The husband yelled because,The wife yelled because,1168,1398,1
"The hunter is a nice person, isn't","The huntress is a nice person, isn't",1168,1398,1
"The irishman is a great friend, isn't","The irishwoman is a great friend, isn't",1168,1398,1
The paperboy ate because,The papergirl ate because,1168,1398,1
The draftsman ran because,The draftswoman ran because,1168,1398,1
The repairwoman ate because,The repairman ate because,1398,1168,0
The wife whispered that,The husband whispered that,1398,1168,0
The son slept because,The daughter slept because,1168,1398,1
The lady yelled that,The gentleman yelled that,1398,1168,0
The layman was fired because,The laywoman was fired because,1168,1398,1
"The son-in-law is a great friend, isn't","The daughter-in-law is a great friend, isn't",1168,1398,1
The ferrywoman went home because,The ferryman went home because,1398,1168,0
The strongwoman was promoted because,The strongman was promoted because,1398,1168,0
The salesgirl cried because,The salesboy cried because,1398,1168,0
The layman slept because,The laywoman slept because,1168,1398,1
The father was fired because,The mother was fired because,1168,1398,1
The schoolboy wished that,The schoolgirl wished that,1168,1398,1
The deliverywoman yelled because,The deliveryman yelled because,1398,1168,0
The madman stayed up because,The madwoman stayed up because,1168,1398,1
The man was promoted because,The woman was promoted because,1168,1398,1
The englishwoman ate because,The englishman ate because,1398,1168,0
The salesboy whispered that,The salesgirl whispered that,1168,1398,1
The mom went home because,The dad went home because,1398,1168,0
The stepmother wished that,The stepfather wished that,1398,1168,0
The mailwoman laughed because,The mailman laughed because,1398,1168,0
The she slept because,The he slept because,1398,1168,0
The strongman yelled that,The strongwoman yelled that,1168,1398,1
"The ex-wife is a nice person, isn't","The ex-husband is a nice person, isn't",1398,1168,0
The irishman stayed up because,The irishwoman stayed up because,1168,1398,1
The congresswoman drove because,The congressman drove because,1398,1168,0
The klansman cried because,The klanswoman cried because,1168,1398,1
The son-in-law ran because,The daughter-in-law ran because,1168,1398,1
The choirgirl stayed up because,The choirboy stayed up because,1398,1168,0
The adulteress ate because,The adulterer ate because,1398,1168,0
The ex-wife went home because,The ex-husband went home because,1398,1168,0
The handywoman was promoted because,The handyman was promoted because,1398,1168,0
"The musclewoman is a great friend, isn't","The muscleman is a great friend, isn't",1398,1168,0
"The masseuse is a great friend, isn't","The masseur is a great friend, isn't",1398,1168,0
The englishwoman slept because,The englishman slept because,1398,1168,0
"The englishwoman is a nice person, isn't","The englishman is a nice person, isn't",1398,1168,0
The male wished that,The female wished that,1168,1398,1
The wingwoman yelled that,The wingman yelled that,1398,1168,0
The stepfather yelled that,The stepmother yelled that,1168,1398,1
The busgirl said that,The busboy said that,1398,1168,0
The fisherman whispered that,The fisherwoman whispered that,1168,1398,1
"The madwoman is a nice person, isn't","The madman is a nice person, isn't",1398,1168,0
The daughter ran because,The son ran because,1398,1168,0
The fisherwoman yelled because,The fisherman yelled because,1398,1168,0
"The lord is a great friend, isn't","The lady is a great friend, isn't",1168,1398,1
The waitress ran because,The waiter ran because,1398,1168,0
The madwoman stayed up because,The madman stayed up because,1398,1168,0
The nephew slept because,The niece slept because,1168,1398,1
The prince yelled because,The princess yelled because,1168,1398,1
"The grandmother is a great friend, isn't","The grandfather is a great friend, isn't",1398,1168,0
The ex-wife said that,The ex-husband said that,1398,1168,0
The actor ate because,The actress ate because,1168,1398,1
The stepmother ate because,The stepfather ate because,1398,1168,0
The gentleman ran because,The lady ran because,1168,1398,1
The boatman slept because,The boatwoman slept because,1168,1398,1
The kinswoman ate because,The kinsman ate because,1398,1168,0
The layman yelled that,The laywoman yelled that,1168,1398,1
The great-aunt went home because,The great-uncle went home because,1398,1168,0
The stepmother was fired because,The stepfather was fired because,1398,1168,0
The male slept because,The female slept because,1168,1398,1
"The wife is a nice person, isn't","The husband is a nice person, isn't",1398,1168,0
The cowboy said that,The cowgirl said that,1168,1398,1
The muscleman yelled because,The musclewoman yelled because,1168,1398,1
The brother was fired because,The sister was fired because,1168,1398,1
"The male is a nice person, isn't","The female is a nice person, isn't",1168,1398,1
The father ate because,The mother ate because,1168,1398,1
The busboy laughed because,The busgirl laughed because,1168,1398,1
The mailwoman whispered that,The mailman whispered that,1398,1168,0
The men went home because,The women went home because,1168,1398,1
The husband whispered that,The wife whispered that,1168,1398,1
The cowgirl yelled that,The cowboy yelled that,1398,1168,0
The boatwoman was fired because,The boatman was fired because,1398,1168,0
"The he is a great friend, isn't","The she is a great friend, isn't",1168,1398,1
The congressman whispered that,The congresswoman whispered that,1168,1398,1
The king yelled that,The queen yelled that,1168,1398,1
The stepmother ran because,The stepfather ran because,1398,1168,0
The cowboy went home because,The cowgirl went home because,1168,1398,1
The cowgirl cried because,The cowboy cried because,1398,1168,0
The guy laughed because,The gal laughed because,1168,1398,1
The mom yelled that,The dad yelled that,1398,1168,0
The groom was fired because,The bride was fired because,1168,1398,1
The irishman ran because,The irishwoman ran because,1168,1398,1
The daughter-in-law cried because,The son-in-law cried because,1398,1168,0
The salesboy laughed because,The salesgirl laughed because,1168,1398,1
The ex-wife yelled that,The ex-husband yelled that,1398,1168,0
The kinswoman whispered that,The kinsman whispered that,1398,1168,0
The busgirl yelled that,The busboy yelled that,1398,1168,0
The parisienne ate because,The parisian ate because,1398,1168,0
The businesswoman wished that,The businessman wished that,1398,1168,0
The parisian ran because,The parisienne ran because,1168,1398,1
The king whispered that,The queen whispered that,1168,1398,1
The waiter yelled because,The waitress yelled because,1168,1398,1
The choirboy yelled because,The choirgirl yelled because,1168,1398,1
The cowgirl yelled because,The cowboy yelled because,1398,1168,0
The huntress whispered that,The hunter whispered that,1398,1168,0
The musclewoman whispered that,The muscleman whispered that,1398,1168,0
"The irishwoman is a great friend, isn't","The irishman is a great friend, isn't",1398,1168,0
The brother-in-law was fired because,The sister-in-law was fired because,1168,1398,1
The boyfriend laughed because,The girlfriend laughed because,1168,1398,1
The son went home because,The daughter went home because,1168,1398,1
The deliveryman ate because,The deliverywoman ate because,1168,1398,1
The mailwoman yelled that,The mailman yelled that,1398,1168,0
The bellgirl was fired because,The bellboy was fired because,1398,1168,0
The strongwoman ate because,The strongman ate because,1398,1168,0
The ex-husband yelled because,The ex-wife yelled because,1168,1398,1
The frenchman wished that,The frenchwoman wished that,1168,1398,1
The deliverywoman drove because,The deliveryman drove because,1398,1168,0
The daughter-in-law wished that,The son-in-law wished that,1398,1168,0
The choirboy was promoted because,The choirgirl was promoted because,1168,1398,1
The handywoman cried because,The handyman cried because,1398,1168,0
The great-uncle drove because,The great-aunt drove because,1168,1398,1
The ferryman yelled that,The ferrywoman yelled that,1168,1398,1
The choirgirl yelled that,The choirboy yelled that,1398,1168,0
The masseuse was fired because,The masseur was fired because,1398,1168,0
The brother yelled because,The sister yelled because,1168,1398,1
The daughter-in-law whispered that,The son-in-law whispered that,1398,1168,0
The bellboy ran because,The bellgirl ran because,1168,1398,1
"The clergywoman is a nice person, isn't","The clergyman is a nice person, isn't",1398,1168,0
The schoolboy ran because,The schoolgirl ran because,1168,1398,1
The craftswoman yelled that,The craftsman yelled that,1398,1168,0
The girl whispered that,The boy whispered that,1398,1168,0
The ferryman laughed because,The ferrywoman laughed because,1168,1398,1
The ferryman stayed up because,The ferrywoman stayed up because,1168,1398,1
The huntress drove because,The hunter drove because,1398,1168,0
The queen ate because,The king ate because,1398,1168,0
The princess yelled because,The prince yelled because,1398,1168,0
The daughter-in-law drove because,The son-in-law drove because,1398,1168,0
"The boyfriend is a great friend, isn't","The girlfriend is a great friend, isn't",1168,1398,1
The madman said that,The madwoman said that,1168,1398,1
The prince was promoted because,The princess was promoted because,1168,1398,1
The craftsman was fired because,The craftswoman was fired because,1168,1398,1
The husband yelled that,The wife yelled that,1168,1398,1
The wingman laughed because,The wingwoman laughed because,1168,1398,1
"The coastguardswoman is a nice person, isn't","The coastguardsman is a nice person, isn't",1398,1168,0
The repairwoman wished that,The repairman wished that,1398,1168,0
The nephew cried because,The niece cried because,1168,1398,1
The parisian said that,The parisienne said that,1168,1398,1
The sorceress whispered that,The sorcerer whispered that,1398,1168,0
The congressman said that,The congresswoman said that,1168,1398,1
The mom wished that,The dad wished that,1398,1168,0
The paperboy was fired because,The papergirl was fired because,1168,1398,1
The niece drove because,The nephew drove because,1398,1168,0
The repairman stayed up because,The repairwoman stayed up because,1168,1398,1
The draftsman ate because,The draftswoman ate because,1168,1398,1
The alderman stayed up because,The alderwoman stayed up because,1168,1398,1
The daughter was promoted because,The son was promoted because,1398,1168,0
"The great-aunt is a great friend, isn't","The great-uncle is a great friend, isn't",1398,1168,0
The man whispered that,The woman whispered that,1168,1398,1
The clergyman went home because,The clergywoman went home because,1168,1398,1
The repairwoman ran because,The repairman ran because,1398,1168,0
The father slept because,The mother slept because,1168,1398,1
The kinsman said that,The kinswoman said that,1168,1398,1
The englishman slept because,The englishwoman slept because,1168,1398,1
The nephew ate because,The niece ate because,1168,1398,1
The deliveryman yelled because,The deliverywoman yelled because,1168,1398,1
The alderwoman yelled because,The alderman yelled because,1398,1168,0
The queen ran because,The king ran because,1398,1168,0
The godmother slept because,The godfather slept because,1398,1168,0
The sister was promoted because,The brother was promoted because,1398,1168,0
"The boatwoman is a nice person, isn't","The boatman is a nice person, isn't",1398,1168,0
"The boy is a great friend, isn't","The girl is a great friend, isn't",1168,1398,1
The father said that,The mother said that,1168,1398,1
The masseuse laughed because,The masseur laughed because,1398,1168,0
"The king is a great friend, isn't","The queen is a great friend, isn't",1168,1398,1
The girlfriend was promoted because,The boyfriend was promoted because,1398,1168,0
"The girlfriend is a great friend, isn't","The boyfriend is a great friend, isn't",1398,1168,0
The king yelled because,The queen yelled because,1168,1398,1
The choirboy yelled that,The choirgirl yelled that,1168,1398,1
The laywoman drove because,The layman drove because,1398,1168,0
The schoolgirl ran because,The schoolboy ran because,1398,1168,0
The musclewoman went home because,The muscleman went home because,1398,1168,0
The father was promoted because,The mother was promoted because,1168,1398,1
