clean,corrupted,clean_answer_idx,corrupted_answer_idx,label
The papergirl ate because,The paperboy ate because,1284,693,0
The handyman slept because,The handywoman slept because,693,1284,1
The parisian cried because,The parisienne cried because,693,1284,1
The gentleman was fired because,The lady was fired because,693,1284,1
The musclewoman ran because,The muscleman ran because,1284,693,0
The niece yelled because,The nephew yelled because,1284,693,0
The monk was fired because,The nun was fired because,693,1284,1
The infantryman was fired because,The infantrywoman was fired because,693,1284,1
The coastguardsman yelled that,The coastguardswoman yelled that,693,1284,1
The weatherwoman drove because,The weatherman drove because,1284,693,0
The mom laughed because,The dad laughed because,1284,693,0
The englishman said that,The englishwoman said that,693,1284,1
The monk stayed up because,The nun stayed up because,693,1284,1
The assemblyman drove because,The assemblywoman drove because,693,1284,1
"The daughter-in-law is a great friend, isn't","The son-in-law is a great friend, isn't",1284,693,0
The prince said that,The princess said that,693,1284,1
The women said that,The men said that,1284,693,0
The niece laughed because,The nephew laughed because,1284,693,0
The grandson slept because,The granddaughter slept because,693,1284,1
The mother went home because,The father went home because,1284,693,0
The barmaid cried because,The barman cried because,1284,693,0
The boyfriend ran because,The girlfriend ran because,693,1284,1
The niece said that,The nephew said that,1284,693,0
The adulteress wished that,The adulterer wished that,1284,693,0
The father wished that,The mother wished that,693,1284,1
The frenchwoman yelled that,The frenchman yelled that,1284,693,0
The adulteress was fired because,The adulterer was fired because,1284,693,0
The heiress wished that,The heir wished that,1284,693,0
The coastguardsman wished that,The coastguardswoman wished that,693,1284,1
The deliveryman yelled that,The deliverywoman yelled that,693,1284,1
The father stayed up because,The mother stayed up because,693,1284,1
The host said that,The hostess said that,693,1284,1
The ferryman laughed because,The ferrywoman laughed because,693,1284,1
The clansman laughed because,The clanswoman laughed because,693,1284,1
The waiter drove because,The waitress drove because,693,1284,1
The grandfather said that,The grandmother said that,693,1284,1
"The brother-in-law is a nice person, isn't","The sister-in-law is a nice person, isn't",693,1284,1
The kinsman ate because,The kinswoman ate because,693,1284,1
The gentleman yelled because,The lady yelled because,693,1284,1
The salesboy yelled that,The salesgirl yelled that,693,1284,1
The girlfriend ate because,The boyfriend ate because,1284,693,0
The englishman stayed up because,The englishwoman stayed up because,693,1284,1
The monk wished that,The nun wished that,693,1284,1
The monk whispered that,The nun whispered that,693,1284,1
The ex-husband yelled that,The ex-wife yelled that,693,1284,1
The englishwoman went home because,The englishman went home because,1284,693,0
The businesswoman was promoted because,The businessman was promoted because,1284,693,0
The godson yelled that,The goddaughter yelled that,693,1284,1
The stepbrother yelled because,The stepsister yelled because,693,1284,1
The bellgirl whispered that,The bellboy whispered that,1284,693,0
The servicewoman ran because,The serviceman ran because,1284,693,0
The markswoman said that,The marksman said that,1284,693,0
The female laughed because,The male laughed because,1284,693,0
"The handyman is a great friend, isn't","The handywoman is a great friend, isn't",693,1284,1
The ex-husband was fired because,The ex-wife was fired because,693,1284,1
The waiter laughed because,The waitress laughed because,693,1284,1
The choirgirl cried because,The choirboy cried because,1284,693,0
The he went home because,The she went home because,693,1284,1
"The parisian is a nice person, isn't","The parisienne is a nice person, isn't",693,1284,1
"The wingwoman is a nice person, isn't","The wingman is a nice person, isn't",1284,693,0
The frenchman went home because,The frenchwoman went home because,693,1284,1
The clanswoman went home because,The clansman went home because,1284,693,0
The boy said that,The girl said that,693,1284,1
"The ladies is a great friend, isn't","The gentlemen is a great friend, isn't",1284,693,0
The gentlemen yelled that,The ladies yelled that,693,1284,1
The daughter-in-law ate because,The son-in-law ate because,1284,693,0
The goddaughter ran because,The godson ran because,1284,693,0
The hero ate because,The heroine ate because,693,1284,1
The girl slept because,The boy slept because,1284,693,0
The masseur ate because,The masseuse ate because,693,1284,1
The parisian drove because,The parisienne drove because,693,1284,1
The boatman wished that,The boatwoman wished that,693,1284,1
The guardsman was promoted because,The guardswoman was promoted because,693,1284,1
The nephew said that,The niece said that,693,1284,1
The uncle ate because,The aunt ate because,693,1284,1
The adulterer ran because,The adulteress ran because,693,1284,1
The salesboy was promoted because,The salesgirl was promoted because,693,1284,1
The waitress yelled that,The waiter yelled that,1284,693,0
The coastguardsman cried because,The coastguardswoman cried because,693,1284,1
The ferrywoman stayed up because,The ferryman stayed up because,1284,693,0
The clansman yelled that,The clanswoman yelled that,693,1284,1
The parisian wished that,The parisienne wished that,693,1284,1
The bride laughed because,The groom laughed because,1284,693,0
The goddaughter was fired because,The godson was fired because,1284,693,0
The dad said that,The mom said that,693,1284,1
"The masseur is a great friend, isn't","The masseuse is a great friend, isn't",693,1284,1
The guardswoman yelled that,The guardsman yelled that,1284,693,0
"The marksman is a nice person, isn't","The markswoman is a nice person, isn't",693,1284,1
The deliverywoman said that,The deliveryman said that,1284,693,0
The irishman laughed because,The irishwoman laughed because,693,1284,1
The actor stayed up because,The actress stayed up because,693,1284,1
The clansman was promoted because,The clanswoman was promoted because,693,1284,1
The empress was fired because,The emperor was fired because,1284,693,0
The uncle was promoted because,The aunt was promoted because,693,1284,1
The assemblywoman yelled because,The assemblyman yelled because,1284,693,0
The heroine laughed because,The hero laughed because,1284,693,0
The wife ran because,The husband ran because,1284,693,0
The mother-in-law wished that,The father-in-law wished that,1284,693,0
The infantryman ate because,The infantrywoman ate because,693,1284,1
The great-uncle cried because,The great-aunt cried because,693,1284,1
The muscleman said that,The musclewoman said that,693,1284,1
"The weatherman is a nice person, isn't","The weatherwoman is a nice person, isn't",693,1284,1
The godson whispered that,The goddaughter whispered that,693,1284,1
The empress went home because,The emperor went home because,1284,693,0
The frenchman said that,The frenchwoman said that,693,1284,1
The draftswoman said that,The draftsman said that,1284,693,0
The princess said that,The prince said that,1284,693,0
The groom ran because,The bride ran because,693,1284,1
The gentleman drove because,The lady drove because,693,1284,1
The guardswoman ate because,The guardsman ate because,1284,693,0
The mother-in-law drove because,The father-in-law drove because,1284,693,0
The girlfriend wished that,The boyfriend wished that,1284,693,0
"The weatherman is a great friend, isn't","The weatherwoman is a great friend, isn't",693,1284,1
The businessman was promoted because,The businesswoman was promoted because,693,1284,1
The man went home because,The woman went home because,693,1284,1
The nun yelled that,The monk yelled that,1284,693,0
The handywoman yelled that,The handyman yelled that,1284,693,0
The masseur yelled because,The masseuse yelled because,693,1284,1
The klanswoman yelled because,The klansman yelled because,1284,693,0
"The she is a great friend, isn't","The he is a great friend, isn't",1284,693,0
The father-in-law stayed up because,The mother-in-law stayed up because,693,1284,1
The businesswoman slept because,The businessman slept because,1284,693,0
The boy laughed because,The girl laughed because,693,1284,1
"The kinsman is a great friend, isn't","The kinswoman is a great friend, isn't",693,1284,1
The artilleryman yelled that,The artillerywoman yelled that,693,1284,1
"The ex-husband is a nice person, isn't","The ex-wife is a nice person, isn't",693,1284,1
The barman said that,The barmaid said that,693,1284,1
The infantrywoman was fired because,The infantryman was fired because,1284,693,0
The actress ran because,The actor ran because,1284,693,0
"The women is a nice person, isn't","The men is a nice person, isn't",1284,693,0
The sister laughed because,The brother laughed because,1284,693,0
The son wished that,The daughter wished that,693,1284,1
The servicewoman went home because,The serviceman went home because,1284,693,0
The hero stayed up because,The heroine stayed up because,693,1284,1
The heroine ran because,The hero ran because,1284,693,0
"The parisienne is a nice person, isn't","The parisian is a nice person, isn't",1284,693,0
The grandfather stayed up because,The grandmother stayed up because,693,1284,1
The ex-wife slept because,The ex-husband slept because,1284,693,0
The ladies was promoted because,The gentlemen was promoted because,1284,693,0
The parisienne drove because,The parisian drove because,1284,693,0
The parisian laughed because,The parisienne laughed because,693,1284,1
The mother-in-law said that,The father-in-law said that,1284,693,0
The markswoman slept because,The marksman slept because,1284,693,0
The host was fired because,The hostess was fired because,693,1284,1
The gal whispered that,The guy whispered that,1284,693,0
"The ferrywoman is a nice person, isn't","The ferryman is a nice person, isn't",1284,693,0
The choirboy whispered that,The choirgirl whispered that,693,1284,1
The heroine was promoted because,The hero was promoted because,1284,693,0
The he was promoted because,The she was promoted because,693,1284,1
"The wife is a great friend, isn't","The husband is a great friend, isn't",1284,693,0
The klanswoman laughed because,The klansman laughed because,1284,693,0
The papergirl was fired because,The paperboy was fired because,1284,693,0
"The woman is a great friend, isn't","The man is a great friend, isn't",1284,693,0
The irishwoman drove because,The irishman drove because,1284,693,0
The uncle yelled that,The aunt yelled that,693,1284,1
The great-uncle drove because,The great-aunt drove because,693,1284,1
The prince cried because,The princess cried because,693,1284,1
The boy went home because,The girl went home because,693,1284,1
The bellgirl was promoted because,The bellboy was promoted because,1284,693,0
The alderwoman slept because,The alderman slept because,1284,693,0
The actor laughed because,The actress laughed because,693,1284,1
"The choirgirl is a great friend, isn't","The choirboy is a great friend, isn't",1284,693,0
The coastguardsman said that,The coastguardswoman said that,693,1284,1
The gentlemen was fired because,The ladies was fired because,693,1284,1
The female was fired because,The male was fired because,1284,693,0
The princess ate because,The prince ate because,1284,693,0
The parisian whispered that,The parisienne whispered that,693,1284,1
"The stepsister is a nice person, isn't","The stepbrother is a nice person, isn't",1284,693,0
The waitress ate because,The waiter ate because,1284,693,0
The kinswoman said that,The kinsman said that,1284,693,0
The granddaughter ate because,The grandson ate because,1284,693,0
The gentleman laughed because,The lady laughed because,693,1284,1
The clansman went home because,The clanswoman went home because,693,1284,1
The girlfriend drove because,The boyfriend drove because,1284,693,0
The klansman ran because,The klanswoman ran because,693,1284,1
The weatherwoman ate because,The weatherman ate because,1284,693,0
The prince stayed up because,The princess stayed up because,693,1284,1
The draftsman ran because,The draftswoman ran because,693,1284,1
The king said that,The queen said that,693,1284,1
The repairwoman laughed because,The repairman laughed because,1284,693,0
The aunt went home because,The uncle went home because,1284,693,0
The stepfather ran because,The stepmother ran because,693,1284,1
The bride slept because,The groom slept because,1284,693,0
The brother-in-law slept because,The sister-in-law slept because,693,1284,1
The englishman cried because,The englishwoman cried because,693,1284,1
The boatwoman was promoted because,The boatman was promoted because,1284,693,0
The son ate because,The daughter ate because,693,1284,1
The mailwoman ate because,The mailman ate because,1284,693,0
"The weatherwoman is a great friend, isn't","The weatherman is a great friend, isn't",1284,693,0
The daughter was promoted because,The son was promoted because,1284,693,0
The groom wished that,The bride wished that,693,1284,1
"The ex-boyfriend is a great friend, isn't","The ex-girlfriend is a great friend, isn't",693,1284,1
The infantrywoman went home because,The infantryman went home because,1284,693,0
"The coastguardswoman is a nice person, isn't","The coastguardsman is a nice person, isn't",1284,693,0
The she drove because,The he drove because,1284,693,0
The milkman went home because,The milkwoman went home because,693,1284,1
The paperboy whispered that,The papergirl whispered that,693,1284,1
The masseur cried because,The masseuse cried because,693,1284,1
The daughter-in-law wished that,The son-in-law wished that,1284,693,0
"The repairwoman is a nice person, isn't","The repairman is a nice person, isn't",1284,693,0
The milkwoman wished that,The milkman wished that,1284,693,0
The nephew drove because,The niece drove because,693,1284,1
The ex-girlfriend yelled that,The ex-boyfriend yelled that,1284,693,0
The empress stayed up because,The emperor stayed up because,1284,693,0
The princess cried because,The prince cried because,1284,693,0
The father yelled because,The mother yelled because,693,1284,1
The lord yelled because,The lady yelled because,693,1284,1
The son-in-law laughed because,The daughter-in-law laughed because,693,1284,1
The barman ran because,The barmaid ran because,693,1284,1
The alderwoman said that,The alderman said that,1284,693,0
The lord ran because,The lady ran because,693,1284,1
The daughter drove because,The son drove because,1284,693,0
The paperboy went home because,The papergirl went home because,693,1284,1
The draftsman yelled because,The draftswoman yelled because,693,1284,1
The groom ate because,The bride ate because,693,1284,1
The empress drove because,The emperor drove because,1284,693,0
The prince ran because,The princess ran because,693,1284,1
The bride drove because,The groom drove because,1284,693,0
The uncle wished that,The aunt wished that,693,1284,1
The bellgirl slept because,The bellboy slept because,1284,693,0
The lady wished that,The gentleman wished that,1284,693,0
The ex-girlfriend stayed up because,The ex-boyfriend stayed up because,1284,693,0
"The daughter is a nice person, isn't","The son is a nice person, isn't",1284,693,0
The irishman said that,The irishwoman said that,693,1284,1
The nun laughed because,The monk laughed because,1284,693,0
The stepbrother was promoted because,The stepsister was promoted because,693,1284,1
The woman yelled because,The man yelled because,1284,693,0
The klansman stayed up because,The klanswoman stayed up because,693,1284,1
The stepfather went home because,The stepmother went home because,693,1284,1
"The ferryman is a great friend, isn't","The ferrywoman is a great friend, isn't",693,1284,1
The coastguardsman went home because,The coastguardswoman went home because,693,1284,1
The weatherwoman went home because,The weatherman went home because,1284,693,0
The clanswoman ran because,The clansman ran because,1284,693,0
The he yelled because,The she yelled because,693,1284,1
The paperboy cried because,The papergirl cried because,693,1284,1
The son-in-law cried because,The daughter-in-law cried because,693,1284,1
The gentleman wished that,The lady wished that,693,1284,1
The lady was promoted because,The lord was promoted because,1284,693,0
The bellboy wished that,The bellgirl wished that,693,1284,1
The aunt stayed up because,The uncle stayed up because,1284,693,0
The father whispered that,The mother whispered that,693,1284,1
The hero slept because,The heroine slept because,693,1284,1
The man yelled that,The woman yelled that,693,1284,1
The grandmother cried because,The grandfather cried because,1284,693,0
The sister-in-law wished that,The brother-in-law wished that,1284,693,0
"The assemblyman is a great friend, isn't","The assemblywoman is a great friend, isn't",693,1284,1
The milkwoman stayed up because,The milkman stayed up because,1284,693,0
The masseuse said that,The masseur said that,1284,693,0
The emperor said that,The empress said that,693,1284,1
The waitress cried because,The waiter cried because,1284,693,0
"The handywoman is a great friend, isn't","The handyman is a great friend, isn't",1284,693,0
The ex-boyfriend was fired because,The ex-girlfriend was fired because,693,1284,1
The irishwoman ate because,The irishman ate because,1284,693,0
The princess slept because,The prince slept because,1284,693,0
The mailman laughed because,The mailwoman laughed because,693,1284,1
The sister cried because,The brother cried because,1284,693,0
The strongman said that,The strongwoman said that,693,1284,1
The deliveryman said that,The deliverywoman said that,693,1284,1
"The irishman is a nice person, isn't","The irishwoman is a nice person, isn't",693,1284,1
The heiress said that,The heir said that,1284,693,0
The monk slept because,The nun slept because,693,1284,1
The choirgirl ate because,The choirboy ate because,1284,693,0
The male went home because,The female went home because,693,1284,1
The emperor was fired because,The empress was fired because,693,1284,1
The masseuse was fired because,The masseur was fired because,1284,693,0
The markswoman yelled because,The marksman yelled because,1284,693,0
The weatherwoman cried because,The weatherman cried because,1284,693,0
The repairman laughed because,The repairwoman laughed because,693,1284,1
The brother-in-law said that,The sister-in-law said that,693,1284,1
The salesboy drove because,The salesgirl drove because,693,1284,1
The godson cried because,The goddaughter cried because,693,1284,1
The dad laughed because,The mom laughed because,693,1284,1
The ex-husband laughed because,The ex-wife laughed because,693,1284,1
"The stepsister is a great friend, isn't","The stepbrother is a great friend, isn't",1284,693,0
The deliverywoman laughed because,The deliveryman laughed because,1284,693,0
The father drove because,The mother drove because,693,1284,1
The man yelled because,The woman yelled because,693,1284,1
The godson stayed up because,The goddaughter stayed up because,693,1284,1
The salesgirl whispered that,The salesboy whispered that,1284,693,0
The boatwoman yelled because,The boatman yelled because,1284,693,0
The girlfriend yelled because,The boyfriend yelled because,1284,693,0
The masseur laughed because,The masseuse laughed because,693,1284,1
The mailwoman whispered that,The mailman whispered that,1284,693,0
The salesgirl went home because,The salesboy went home because,1284,693,0
The bellboy went home because,The bellgirl went home because,693,1284,1
