clean,corrupted,clean_answer_idx,corrupted_answer_idx,label
The niece went home because,The nephew went home because,703,344,0
The stepsister cried because,The stepbrother cried because,703,344,0
The clanswoman whispered that,The clansman whispered that,703,344,0
The clansman wished that,The clanswoman wished that,344,703,1
The infantrywoman was fired because,The infantryman was fired because,703,344,0
The stepbrother wished that,The stepsister wished that,344,703,1
The mother-in-law was promoted because,The father-in-law was promoted because,703,344,0
The frenchwoman stayed up because,The frenchman stayed up because,703,344,0
The frenchman went home because,The frenchwoman went home because,344,703,1
The englishwoman whispered that,The englishman whispered that,703,344,0
The sister-in-law stayed up because,The brother-in-law stayed up because,703,344,0
The barmaid went home because,The barman went home because,703,344,0
The handyman drove because,The handywoman drove because,344,703,1
The assemblyman slept because,The assemblywoman slept because,344,703,1
The klanswoman went home because,The klansman went home because,703,344,0
The man ran because,The woman ran because,344,703,1
The paperboy laughed because,The papergirl laughed because,344,703,1
The frenchwoman yelled because,The frenchman yelled because,703,344,0
The clansman said that,The clanswoman said that,344,703,1
The mailwoman yelled that,The mailman yelled that,703,344,0
The choirboy yelled that,The choirgirl yelled that,344,703,1
The godfather yelled that,The godmother yelled that,344,703,1
The bellboy stayed up because,The bellgirl stayed up because,344,703,1
The brother went home because,The sister went home because,344,703,1
The mailwoman was fired because,The mailman was fired because,703,344,0
The assemblywoman wished that,The assemblyman wished that,703,344,0
The bellgirl said that,The bellboy said that,703,344,0
The uncle wished that,The aunt wished that,344,703,1
The barmaid drove because,The barman drove because,703,344,0
The alderman cried because,The alderwoman cried because,344,703,1
The women yelled because,The men yelled because,703,344,0
The weatherwoman laughed because,The weatherman laughed because,703,344,0
The salesman cried because,The saleswoman cried because,344,703,1
The cowgirl stayed up because,The cowboy stayed up because,703,344,0
The klansman yelled that,The klanswoman yelled that,344,703,1
The muscleman yelled because,The musclewoman yelled because,344,703,1
The dad drove because,The mom drove because,344,703,1
The mailwoman laughed because,The mailman laughed because,703,344,0
The repairwoman cried because,The repairman cried because,703,344,0
The boy cried because,The girl cried because,344,703,1
The daughter ran because,The son ran because,703,344,0
The paperboy drove because,The papergirl drove because,344,703,1
The schoolgirl whispered that,The schoolboy whispered that,703,344,0
The barman stayed up because,The barmaid stayed up because,344,703,1
The schoolboy was promoted because,The schoolgirl was promoted because,344,703,1
The klanswoman said that,The klansman said that,703,344,0
The girl whispered that,The boy whispered that,703,344,0
The schoolgirl cried because,The schoolboy cried because,703,344,0
The son yelled that,The daughter yelled that,344,703,1
The father yelled that,The mother yelled that,344,703,1
The ferryman went home because,The ferrywoman went home because,344,703,1
The marksman said that,The markswoman said that,344,703,1
The boyfriend said that,The girlfriend said that,344,703,1
"The servicewoman is a great friend, isn't","The serviceman is a great friend, isn't",703,344,0
The uncle was fired because,The aunt was fired because,344,703,1
The madwoman slept because,The madman slept because,703,344,0
The lady slept because,The lord slept because,703,344,0
The salesman wished that,The saleswoman wished that,344,703,1
The stepfather yelled because,The stepmother yelled because,344,703,1
"The lady is a nice person, isn't","The gentleman is a nice person, isn't",703,344,0
The fireman yelled that,The firewoman yelled that,344,703,1
The sister ate because,The brother ate because,703,344,0
The alderman laughed because,The alderwoman laughed because,344,703,1
The choirgirl yelled because,The choirboy yelled because,703,344,0
The godmother said that,The godfather said that,703,344,0
The stepfather cried because,The stepmother cried because,344,703,1
The weatherwoman whispered that,The weatherman whispered that,703,344,0
The great-aunt ran because,The great-uncle ran because,703,344,0
"The godson is a great friend, isn't","The goddaughter is a great friend, isn't",344,703,1
The bride cried because,The groom cried because,703,344,0
The sister yelled because,The brother yelled because,703,344,0
The musclewoman was fired because,The muscleman was fired because,703,344,0
The mother stayed up because,The father stayed up because,703,344,0
The musclewoman was promoted because,The muscleman was promoted because,703,344,0
The bellboy wished that,The bellgirl wished that,344,703,1
The strongman stayed up because,The strongwoman stayed up because,344,703,1
The man was fired because,The woman was fired because,344,703,1
The he drove because,The she drove because,344,703,1
"The boatwoman is a great friend, isn't","The boatman is a great friend, isn't",703,344,0
The bellboy cried because,The bellgirl cried because,344,703,1
The wingman yelled because,The wingwoman yelled because,344,703,1
The firewoman stayed up because,The fireman stayed up because,703,344,0
The lady was fired because,The lord was fired because,703,344,0
The niece wished that,The nephew wished that,703,344,0
The irishwoman ran because,The irishman ran because,703,344,0
The stepmother wished that,The stepfather wished that,703,344,0
The father-in-law slept because,The mother-in-law slept because,344,703,1
The female slept because,The male slept because,703,344,0
The handyman ran because,The handywoman ran because,344,703,1
"The madman is a nice person, isn't","The madwoman is a nice person, isn't",344,703,1
The goddaughter said that,The godson said that,703,344,0
The mother-in-law whispered that,The father-in-law whispered that,703,344,0
The weatherwoman ran because,The weatherman ran because,703,344,0
The father-in-law said that,The mother-in-law said that,344,703,1
The wingwoman wished that,The wingman wished that,703,344,0
The lady went home because,The gentleman went home because,703,344,0
The klansman wished that,The klanswoman wished that,344,703,1
The actor drove because,The actress drove because,344,703,1
The cowgirl went home because,The cowboy went home because,703,344,0
The mother was promoted because,The father was promoted because,703,344,0
The men ran because,The women ran because,344,703,1
"The sister-in-law is a great friend, isn't","The brother-in-law is a great friend, isn't",703,344,0
The wingwoman ran because,The wingman ran because,703,344,0
The man whispered that,The woman whispered that,344,703,1
The irishman whispered that,The irishwoman whispered that,344,703,1
The dad cried because,The mom cried because,344,703,1
The serviceman said that,The servicewoman said that,344,703,1
The king drove because,The queen drove because,344,703,1
The brother-in-law wished that,The sister-in-law wished that,344,703,1
The woman whispered that,The man whispered that,703,344,0
The ferrywoman whispered that,The ferryman whispered that,703,344,0
The son-in-law cried because,The daughter-in-law cried because,344,703,1
The layman whispered that,The laywoman whispered that,344,703,1
The husband said that,The wife said that,344,703,1
The weatherman slept because,The weatherwoman slept because,344,703,1
The layman said that,The laywoman said that,344,703,1
The mailman drove because,The mailwoman drove because,344,703,1
The son-in-law ate because,The daughter-in-law ate because,344,703,1
The weatherwoman cried because,The weatherman cried because,703,344,0
The sorcerer yelled that,The sorceress yelled that,344,703,1
The daughter-in-law said that,The son-in-law said that,703,344,0
The laywoman stayed up because,The layman stayed up because,703,344,0
The monk yelled because,The nun yelled because,344,703,1
The godson wished that,The goddaughter wished that,344,703,1
"The kinsman is a nice person, isn't","The kinswoman is a nice person, isn't",344,703,1
The congresswoman laughed because,The congressman laughed because,703,344,0
The kinswoman laughed because,The kinsman laughed because,703,344,0
The actress laughed because,The actor laughed because,703,344,0
The uncle stayed up because,The aunt stayed up because,344,703,1
The ferrywoman cried because,The ferryman cried because,703,344,0
"The son-in-law is a great friend, isn't","The daughter-in-law is a great friend, isn't",344,703,1
The assemblywoman ate because,The assemblyman ate because,703,344,0
The salesgirl went home because,The salesboy went home because,703,344,0
The madman ate because,The madwoman ate because,344,703,1
The son was promoted because,The daughter was promoted because,344,703,1
The nephew wished that,The niece wished that,344,703,1
"The handyman is a nice person, isn't","The handywoman is a nice person, isn't",344,703,1
The busgirl cried because,The busboy cried because,703,344,0
The girlfriend drove because,The boyfriend drove because,703,344,0
The stepfather yelled that,The stepmother yelled that,344,703,1
The niece ran because,The nephew ran because,703,344,0
The men said that,The women said that,344,703,1
The prince yelled because,The princess yelled because,344,703,1
The men was promoted because,The women was promoted because,344,703,1
The queen yelled because,The king yelled because,703,344,0
The boyfriend slept because,The girlfriend slept because,344,703,1
The madwoman cried because,The madman cried because,703,344,0
The kinsman yelled because,The kinswoman yelled because,344,703,1
The servicewoman drove because,The serviceman drove because,703,344,0
The mother-in-law laughed because,The father-in-law laughed because,703,344,0
The nephew was promoted because,The niece was promoted because,344,703,1
The stepfather said that,The stepmother said that,344,703,1
The parisienne was promoted because,The parisian was promoted because,703,344,0
The daughter-in-law stayed up because,The son-in-law stayed up because,703,344,0
"The salesboy is a great friend, isn't","The salesgirl is a great friend, isn't",344,703,1
The deliveryman said that,The deliverywoman said that,344,703,1
The actor cried because,The actress cried because,344,703,1
"The girl is a great friend, isn't","The boy is a great friend, isn't",703,344,0
The muscleman ate because,The musclewoman ate because,344,703,1
The son was fired because,The daughter was fired because,344,703,1
The groom laughed because,The bride laughed because,344,703,1
The mailwoman whispered that,The mailman whispered that,703,344,0
The busboy cried because,The busgirl cried because,344,703,1
"The laywoman is a nice person, isn't","The layman is a nice person, isn't",703,344,0
The infantrywoman laughed because,The infantryman laughed because,703,344,0
"The she is a great friend, isn't","The he is a great friend, isn't",703,344,0
The fisherwoman ate because,The fisherman ate because,703,344,0
The gentleman yelled because,The lady yelled because,344,703,1
The mom stayed up because,The dad stayed up because,703,344,0
The actress said that,The actor said that,703,344,0
The ferryman was fired because,The ferrywoman was fired because,344,703,1
The barman whispered that,The barmaid whispered that,344,703,1
"The gentlemen is a nice person, isn't","The ladies is a nice person, isn't",344,703,1
"The mom is a nice person, isn't","The dad is a nice person, isn't",703,344,0
The girlfriend yelled because,The boyfriend yelled because,703,344,0
The strongwoman was promoted because,The strongman was promoted because,703,344,0
"The stepsister is a great friend, isn't","The stepbrother is a great friend, isn't",703,344,0
"The barmaid is a great friend, isn't","The barman is a great friend, isn't",703,344,0
The woman yelled because,The man yelled because,703,344,0
"The fisherman is a nice person, isn't","The fisherwoman is a nice person, isn't",344,703,1
The boy said that,The girl said that,344,703,1
The prince ate because,The princess ate because,344,703,1
"The layman is a great friend, isn't","The laywoman is a great friend, isn't",344,703,1
The father said that,The mother said that,344,703,1
The daughter cried because,The son cried because,703,344,0
The klansman whispered that,The klanswoman whispered that,344,703,1
The cowgirl yelled that,The cowboy yelled that,703,344,0
"The brother is a nice person, isn't","The sister is a nice person, isn't",344,703,1
The wife drove because,The husband drove because,703,344,0
The godson laughed because,The goddaughter laughed because,344,703,1
The son said that,The daughter said that,344,703,1
The wingman laughed because,The wingwoman laughed because,344,703,1
The milkwoman drove because,The milkman drove because,703,344,0
The saleswoman yelled because,The salesman yelled because,703,344,0
The gentlemen yelled because,The ladies yelled because,344,703,1
The actress drove because,The actor drove because,703,344,0
The boy whispered that,The girl whispered that,344,703,1
The gal whispered that,The guy whispered that,703,344,0
The cowboy went home because,The cowgirl went home because,344,703,1
The barmaid ran because,The barman ran because,703,344,0
The klansman said that,The klanswoman said that,344,703,1
The clanswoman went home because,The clansman went home because,703,344,0
The assemblywoman ran because,The assemblyman ran because,703,344,0
The son-in-law said that,The daughter-in-law said that,344,703,1
The sorcerer ran because,The sorceress ran because,344,703,1
The weatherwoman stayed up because,The weatherman stayed up because,703,344,0
"The guy is a great friend, isn't","The gal is a great friend, isn't",344,703,1
The sister-in-law was promoted because,The brother-in-law was promoted because,703,344,0
The parisienne went home because,The parisian went home because,703,344,0
The ex-girlfriend was fired because,The ex-boyfriend was fired because,703,344,0
The deliverywoman ate because,The deliveryman ate because,703,344,0
The clansman was fired because,The clanswoman was fired because,344,703,1
The handywoman drove because,The handyman drove because,703,344,0
The fisherwoman laughed because,The fisherman laughed because,703,344,0
The princess stayed up because,The prince stayed up because,703,344,0
The lord wished that,The lady wished that,344,703,1
The gal laughed because,The guy laughed because,703,344,0
The salesgirl whispered that,The salesboy whispered that,703,344,0
The masseuse ran because,The masseur ran because,703,344,0
The king ate because,The queen ate because,344,703,1
The handyman stayed up because,The handywoman stayed up because,344,703,1
"The aunt is a nice person, isn't","The uncle is a nice person, isn't",703,344,0
The frenchman yelled that,The frenchwoman yelled that,344,703,1
The irishman was fired because,The irishwoman was fired because,344,703,1
The strongwoman yelled because,The strongman yelled because,703,344,0
"The actor is a nice person, isn't","The actress is a nice person, isn't",344,703,1
The mother-in-law stayed up because,The father-in-law stayed up because,703,344,0
The milkwoman ran because,The milkman ran because,703,344,0
The mailman whispered that,The mailwoman whispered that,344,703,1
The busgirl stayed up because,The busboy stayed up because,703,344,0
The lady was promoted because,The gentleman was promoted because,703,344,0
The niece stayed up because,The nephew stayed up because,703,344,0
The king whispered that,The queen whispered that,344,703,1
"The nephew is a nice person, isn't","The niece is a nice person, isn't",344,703,1
"The father is a great friend, isn't","The mother is a great friend, isn't",344,703,1
The fisherman went home because,The fisherwoman went home because,344,703,1
The kinswoman went home because,The kinsman went home because,703,344,0
The infantrywoman ate because,The infantryman ate because,703,344,0
The gentleman stayed up because,The lady stayed up because,344,703,1
The uncle yelled that,The aunt yelled that,344,703,1
The sister yelled that,The brother yelled that,703,344,0
The sister-in-law ate because,The brother-in-law ate because,703,344,0
The parisian yelled because,The parisienne yelled because,344,703,1
The boatman drove because,The boatwoman drove because,344,703,1
"The monk is a great friend, isn't","The nun is a great friend, isn't",344,703,1
The parisienne was fired because,The parisian was fired because,703,344,0
The servicewoman laughed because,The serviceman laughed because,703,344,0
The bellgirl yelled that,The bellboy yelled that,703,344,0
The grandmother wished that,The grandfather wished that,703,344,0
The uncle laughed because,The aunt laughed because,344,703,1
The ferryman was promoted because,The ferrywoman was promoted because,344,703,1
The stepsister yelled that,The stepbrother yelled that,703,344,0
The deliveryman was fired because,The deliverywoman was fired because,344,703,1
The ex-boyfriend laughed because,The ex-girlfriend laughed because,344,703,1
The boy ran because,The girl ran because,344,703,1
The busboy slept because,The busgirl slept because,344,703,1
The schoolboy was fired because,The schoolgirl was fired because,344,703,1
The stepfather went home because,The stepmother went home because,344,703,1
The grandmother slept because,The grandfather slept because,703,344,0
The papergirl slept because,The paperboy slept because,703,344,0
The choirgirl ran because,The choirboy ran because,703,344,0
The deliveryman drove because,The deliverywoman drove because,344,703,1
The brother-in-law yelled that,The sister-in-law yelled that,344,703,1
The dad slept because,The mom slept because,344,703,1
The grandfather yelled that,The grandmother yelled that,344,703,1
"The guy is a nice person, isn't","The gal is a nice person, isn't",344,703,1
The infantrywoman was promoted because,The infantryman was promoted because,703,344,0
The milkman yelled because,The milkwoman yelled because,344,703,1
The papergirl laughed because,The paperboy laughed because,703,344,0
The deliverywoman whispered that,The deliveryman whispered that,703,344,0
The king stayed up because,The queen stayed up because,344,703,1
"The female is a nice person, isn't","The male is a nice person, isn't",703,344,0
The masseur stayed up because,The masseuse stayed up because,344,703,1
The clansman cried because,The clanswoman cried because,344,703,1
The ladies laughed because,The gentlemen laughed because,703,344,0
The salesgirl ran because,The salesboy ran because,703,344,0
"The congressman is a great friend, isn't","The congresswoman is a great friend, isn't",344,703,1
The husband slept because,The wife slept because,344,703,1
The woman laughed because,The man laughed because,703,344,0
The boatwoman yelled because,The boatman yelled because,703,344,0
The ladies ate because,The gentlemen ate because,703,344,0
The male was promoted because,The female was promoted because,344,703,1
The girl laughed because,The boy laughed because,703,344,0
The strongman cried because,The strongwoman cried because,344,703,1
"The sister is a great friend, isn't","The brother is a great friend, isn't",703,344,0
The women cried because,The men cried because,703,344,0
The saleswoman yelled that,The salesman yelled that,703,344,0
The marksman was promoted because,The markswoman was promoted because,344,703,1
The alderman wished that,The alderwoman wished that,344,703,1
The salesboy was fired because,The salesgirl was fired because,344,703,1
The schoolboy ate because,The schoolgirl ate because,344,703,1
The milkwoman cried because,The milkman cried because,703,344,0
The ex-girlfriend cried because,The ex-boyfriend cried because,703,344,0
The mailman went home because,The mailwoman went home because,344,703,1
The brother was fired because,The sister was fired because,344,703,1
The choirgirl drove because,The choirboy drove because,703,344,0
The monk went home because,The nun went home because,344,703,1
The lady was promoted because,The lord was promoted because,703,344,0
The repairman ran because,The repairwoman ran because,344,703,1
The man yelled because,The woman yelled because,344,703,1
The musclewoman drove because,The muscleman drove because,703,344,0
The masseuse stayed up because,The masseur stayed up because,703,344,0
The deliverywoman ran because,The deliveryman ran because,703,344,0
The princess drove because,The prince drove because,703,344,0
The masseuse wished that,The masseur wished that,703,344,0
"The busgirl is a great friend, isn't","The busboy is a great friend, isn't",703,344,0
The bellgirl was promoted because,The bellboy was promoted because,703,344,0
The sister-in-law ran because,The brother-in-law ran because,703,344,0
The male wished that,The female wished that,344,703,1
The great-uncle ran because,The great-aunt ran because,344,703,1
"The schoolgirl is a great friend, isn't","The schoolboy is a great friend, isn't",703,344,0
The schoolboy stayed up because,The schoolgirl stayed up because,344,703,1
The choirgirl slept because,The choirboy slept because,703,344,0
"The strongwoman is a nice person, isn't","The strongman is a nice person, isn't",703,344,0
The boatwoman was fired because,The boatman was fired because,703,344,0
The groom was fired because,The bride was fired because,344,703,1
The lady stayed up because,The gentleman stayed up because,703,344,0
The weatherwoman ate because,The weatherman ate because,703,344,0
The englishman ate because,The englishwoman ate because,344,703,1
The milkwoman wished that,The milkman wished that,703,344,0
The adulterer slept because,The adulteress slept because,344,703,1
The sorcerer was fired because,The sorceress was fired because,344,703,1
The daughter whispered that,The son whispered that,703,344,0
The king yelled that,The queen yelled that,344,703,1
The firewoman was promoted because,The fireman was promoted because,703,344,0
The prince wished that,The princess wished that,344,703,1
The father was promoted because,The mother was promoted because,344,703,1
The barmaid cried because,The barman cried because,703,344,0
The son-in-law was fired because,The daughter-in-law was fired because,344,703,1
"The handywoman is a great friend, isn't","The handyman is a great friend, isn't",703,344,0
The gentleman ran because,The lady ran because,344,703,1
The irishman went home because,The irishwoman went home because,344,703,1
The saleswoman ate because,The salesman ate because,703,344,0
"The girlfriend is a great friend, isn't","The boyfriend is a great friend, isn't",703,344,0
The markswoman whispered that,The marksman whispered that,703,344,0
The schoolgirl stayed up because,The schoolboy stayed up because,703,344,0
The markswoman ran because,The marksman ran because,703,344,0
The cowboy ran because,The cowgirl ran because,344,703,1
The handyman slept because,The handywoman slept because,344,703,1
The groom said that,The bride said that,344,703,1
The nun was fired because,The monk was fired because,703,344,0
The great-uncle was fired because,The great-aunt was fired because,344,703,1
The serviceman ran because,The servicewoman ran because,344,703,1
The weatherman wished that,The weatherwoman wished that,344,703,1
The prince ran because,The princess ran because,344,703,1
"The repairman is a nice person, isn't","The repairwoman is a nice person, isn't",344,703,1
The musclewoman ran because,The muscleman ran because,703,344,0
The sister wished that,The brother wished that,703,344,0
The klanswoman ate because,The klansman ate because,703,344,0
The gentleman drove because,The lady drove because,344,703,1
The boyfriend cried because,The girlfriend cried because,344,703,1
The frenchman ate because,The frenchwoman ate because,344,703,1
The mother-in-law went home because,The father-in-law went home because,703,344,0
The madwoman yelled that,The madman yelled that,703,344,0
The irishwoman cried because,The irishman cried because,703,344,0
The schoolgirl said that,The schoolboy said that,703,344,0
The alderman drove because,The alderwoman drove because,344,703,1
The man went home because,The woman went home because,344,703,1
The bellboy went home because,The bellgirl went home because,344,703,1
The irishman yelled that,The irishwoman yelled that,344,703,1
The stepfather drove because,The stepmother drove because,344,703,1
The mom yelled because,The dad yelled because,703,344,0
The ferryman yelled that,The ferrywoman yelled that,344,703,1
The ex-girlfriend yelled that,The ex-boyfriend yelled that,703,344,0
The niece was promoted because,The nephew was promoted because,703,344,0
"The female is a great friend, isn't","The male is a great friend, isn't",703,344,0
The he laughed because,The she laughed because,344,703,1
The women wished that,The men wished that,703,344,0
The stepfather laughed because,The stepmother laughed because,344,703,1
The adulteress was fired because,The adulterer was fired because,703,344,0
The son slept because,The daughter slept because,344,703,1
The father slept because,The mother slept because,344,703,1
"The groom is a great friend, isn't","The bride is a great friend, isn't",344,703,1
The congresswoman wished that,The congressman wished that,703,344,0
The repairwoman slept because,The repairman slept because,703,344,0
The layman wished that,The laywoman wished that,344,703,1
The congressman drove because,The congresswoman drove because,344,703,1
"The infantryman is a nice person, isn't","The infantrywoman is a nice person, isn't",344,703,1
The repairman slept because,The repairwoman slept because,344,703,1
The kinswoman said that,The kinsman said that,703,344,0
The grandmother said that,The grandfather said that,703,344,0
The male cried because,The female cried because,344,703,1
The papergirl whispered that,The paperboy whispered that,703,344,0
The klansman was promoted because,The klanswoman was promoted because,344,703,1
The clansman ate because,The clanswoman ate because,344,703,1
The goddaughter was promoted because,The godson was promoted because,703,344,0
The markswoman yelled that,The marksman yelled that,703,344,0
The adulteress laughed because,The adulterer laughed because,703,344,0
The firewoman drove because,The fireman drove because,703,344,0
The godfather wished that,The godmother wished that,344,703,1
The firewoman went home because,The fireman went home because,703,344,0
The actress cried because,The actor cried because,703,344,0
The milkman laughed because,The milkwoman laughed because,344,703,1
The wingman said that,The wingwoman said that,344,703,1
The strongwoman slept because,The strongman slept because,703,344,0
The frenchwoman yelled that,The frenchman yelled that,703,344,0
The weatherman whispered that,The weatherwoman whispered that,344,703,1
"The stepbrother is a great friend, isn't","The stepsister is a great friend, isn't",344,703,1
The adulterer ate because,The adulteress ate because,344,703,1
The mom yelled that,The dad yelled that,703,344,0
The bellboy slept because,The bellgirl slept because,344,703,1
The brother drove because,The sister drove because,344,703,1
The infantrywoman whispered that,The infantryman whispered that,703,344,0
The ferryman cried because,The ferrywoman cried because,344,703,1
"The strongman is a great friend, isn't","The strongwoman is a great friend, isn't",344,703,1
The great-uncle slept because,The great-aunt slept because,344,703,1
"The male is a nice person, isn't","The female is a nice person, isn't",344,703,1
The busgirl drove because,The busboy drove because,703,344,0
The fisherwoman yelled because,The fisherman yelled because,703,344,0
The englishwoman stayed up because,The englishman stayed up because,703,344,0
The milkman ate because,The milkwoman ate because,344,703,1
The mom was fired because,The dad was fired because,703,344,0
The ladies went home because,The gentlemen went home because,703,344,0
The stepmother was fired because,The stepfather was fired because,703,344,0
The marksman slept because,The markswoman slept because,344,703,1
The grandmother cried because,The grandfather cried because,703,344,0
"The sorcerer is a great friend, isn't","The sorceress is a great friend, isn't",344,703,1
The women ate because,The men ate because,703,344,0
The ferrywoman slept because,The ferryman slept because,703,344,0
The godmother slept because,The godfather slept because,703,344,0
The women went home because,The men went home because,703,344,0
The handywoman stayed up because,The handyman stayed up because,703,344,0
The nephew yelled that,The niece yelled that,344,703,1
The lady said that,The gentleman said that,703,344,0
The boy wished that,The girl wished that,344,703,1
The stepfather was promoted because,The stepmother was promoted because,344,703,1
The ferryman laughed because,The ferrywoman laughed because,344,703,1
The infantrywoman said that,The infantryman said that,703,344,0
The daughter was fired because,The son was fired because,703,344,0
The dad stayed up because,The mom stayed up because,344,703,1
The great-aunt was fired because,The great-uncle was fired because,703,344,0
The boyfriend was fired because,The girlfriend was fired because,344,703,1
The irishman stayed up because,The irishwoman stayed up because,344,703,1
The brother-in-law stayed up because,The sister-in-law stayed up because,344,703,1
The wife was fired because,The husband was fired because,703,344,0
The frenchman wished that,The frenchwoman wished that,344,703,1
The englishman stayed up because,The englishwoman stayed up because,344,703,1
The she yelled that,The he yelled that,703,344,0
The muscleman drove because,The musclewoman drove because,344,703,1
The mailman was fired because,The mailwoman was fired because,344,703,1
The repairwoman whispered that,The repairman whispered that,703,344,0
The alderwoman whispered that,The alderman whispered that,703,344,0
The masseuse drove because,The masseur drove because,703,344,0
The clansman yelled that,The clanswoman yelled that,344,703,1
The ex-girlfriend went home because,The ex-boyfriend went home because,703,344,0
The bellgirl went home because,The bellboy went home because,703,344,0
The brother-in-law cried because,The sister-in-law cried because,344,703,1
"The irishman is a nice person, isn't","The irishwoman is a nice person, isn't",344,703,1
The frenchman stayed up because,The frenchwoman stayed up because,344,703,1
The wingwoman drove because,The wingman drove because,703,344,0
The mother yelled that,The father yelled that,703,344,0
The lady was fired because,The gentleman was fired because,703,344,0
The brother whispered that,The sister whispered that,344,703,1
"The ladies is a great friend, isn't","The gentlemen is a great friend, isn't",703,344,0
The klanswoman yelled because,The klansman yelled because,703,344,0
The adulteress went home because,The adulterer went home because,703,344,0
The dad yelled that,The mom yelled that,344,703,1
The weatherwoman was fired because,The weatherman was fired because,703,344,0
"The men is a nice person, isn't","The women is a nice person, isn't",344,703,1
The irishman wished that,The irishwoman wished that,344,703,1
The man stayed up because,The woman stayed up because,344,703,1
The ex-girlfriend ate because,The ex-boyfriend ate because,703,344,0
