clean,clean_label,clean_idx,corrupted,corrupted_label,corrupted_idx
"Q: On the floor, I see an orange ball, a turquoise jug, and a red envelope. What color is the jug? A: turquoise Q: On the floor, you see a black textbook and a teal pencil. What color is the pencil? A:",teal,94607,"Q: On the floor, I see an orange ball, a turquoise jug, and a red envelope. What color is the jug? A: turquoise Q: On the floor, you see a brown puzzle and a green textbook. What color is the puzzle? A:",brown,13876
"Q: On the desk, I see a brown lighter and a pink leash. What color is the lighter? A: brown Q: On the table, there is a pink bracelet, a yellow leash, and a gold cup. What color is the bracelet? A:",pink,18217,"Q: On the desk, I see a brown lighter and a pink leash. What color is the lighter? A: brown Q: On the table, there is a teal pen, a red leash, and a black pencil. What color is the pencil? A:",black,3691
"Q: On the table, there is a yellow pen, a black notebook, a green bottle, and a purple bracelet. What color is the pen? A: yellow Q: On the desk, you see a black notebook and a silver textbook. What color is the notebook? A:",black,3691,"Q: On the table, there is a yellow pen, a black notebook, a green bottle, and a purple bracelet. What color is the pen? A: yellow Q: On the desk, you see an orange bowl and a teal lighter. What color is the lighter? A:",teal,94607
"Q: On the desk, there is a red lighter and a grey cup. What color is the cup? A: grey Q: On the desk, I see a brown cup, a yellow mug, a teal plate, and a grey bracelet. What color is the cup? A:",brown,13876,"Q: On the desk, there is a red lighter and a grey cup. What color is the cup? A: grey Q: On the desk, I see a grey mug, a black cup, a brown notebook, and an orange plate. What color is the mug? A:",grey,19780
"Q: On the desk, there is a brown puzzle, a turquoise cup, and a red pencil. What color is the cup? A: turquoise Q: On the desk, I see an orange textbook, a grey lighter, a black notebook, and a green mug. What color is the notebook? A:",black,3691,"Q: On the desk, there is a brown puzzle, a turquoise cup, and a red pencil. What color is the cup? A: turquoise Q: On the desk, I see a purple envelope, a grey notebook, a blue bottle, and a black pen. What color is the notebook? A:",grey,19780
"Q: On the floor, I see a teal plate and an orange jug. What color is the plate? A: teal Q: On the desk, there is a silver bottle, a turquoise bowl, a yellow puzzle, and a green leash. What color is the bottle? A:",silver,14961,"Q: On the floor, I see a teal plate and an orange jug. What color is the plate? A: teal Q: On the desk, there is a red pencil, a turquoise necklace, a brown puzzle, and a green leash. What color is the leash? A:",green,6176
"Q: On the table, I see a gold ball and an orange plate. What color is the ball? A: gold Q: On the table, you see a brown bracelet and a silver bottle. What color is the bracelet? A:",brown,13876,"Q: On the table, I see a gold ball and an orange plate. What color is the ball? A: gold Q: On the table, you see a blue puzzle and a green notebook. What color is the puzzle? A:",blue,6303
"Q: On the floor, I see a green notebook, a teal puzzle, a turquoise plate, and a silver ball. What color is the ball? A: silver Q: On the desk, there is a pink bracelet and a green pen. What color is the pen? A:",green,6176,"Q: On the floor, I see a green notebook, a teal puzzle, a turquoise plate, and a silver ball. What color is the ball? A: silver Q: On the desk, there is a black puzzle and a pink ball. What color is the puzzle? A:",black,3691
"Q: On the table, you see a teal textbook, a brown bottle, a grey pen, and a black plate. What color is the plate? A: black Q: On the floor, I see a turquoise plate and a gold notebook. What color is the plate? A:",turquoise,95947,"Q: On the table, you see a teal textbook, a brown bottle, a grey pen, and a black plate. What color is the plate? A: black Q: On the floor, I see a purple pencil and a pink necklace. What color is the pencil? A:",purple,24932
"Q: On the desk, I see a gold jug, a blue necklace, and a turquoise leash. What color is the leash? A: turquoise Q: On the desk, I see a green pen, a red leash, and a teal cup. What color is the cup? A:",teal,94607,"Q: On the desk, I see a gold jug, a blue necklace, and a turquoise leash. What color is the leash? A: turquoise Q: On the desk, I see a green envelope, a pink pen, and an orange mug. What color is the pen? A:",pink,18217
"Q: On the desk, I see an orange bottle and a grey ball. What color is the ball? A: grey Q: On the desk, I see a grey bracelet, a turquoise puzzle, and a green bottle. What color is the bracelet? A:",grey,19780,"Q: On the desk, I see an orange bottle and a grey ball. What color is the ball? A: grey Q: On the desk, I see a blue textbook, a turquoise bracelet, and a teal cup. What color is the bracelet? A:",turquoise,95947
"Q: On the table, you see a turquoise mug, a green textbook, a grey leash, and a red ball. What color is the textbook? A: green Q: On the floor, you see a red plate, a green jug, and a purple textbook. What color is the plate? A:",red,2518,"Q: On the table, you see a turquoise mug, a green textbook, a grey leash, and a red ball. What color is the textbook? A: green Q: On the floor, you see a black jug, a teal bracelet, and a turquoise plate. What color is the bracelet? A:",teal,94607
"Q: On the table, you see a yellow pencil, a turquoise notebook, a gold plate, and a red ball. What color is the pencil? A: yellow Q: On the floor, I see a grey notebook, a brown bracelet, and a pink plate. What color is the notebook? A:",grey,19780,"Q: On the table, you see a yellow pencil, a turquoise notebook, a gold plate, and a red ball. What color is the pencil? A: yellow Q: On the floor, I see a yellow textbook, a green envelope, and a turquoise ball. What color is the envelope? A:",green,6176
"Q: On the desk, there is a teal mug and a brown cup. What color is the cup? A: brown Q: On the desk, you see a grey lighter, a brown cup, and a silver textbook. What color is the cup? A:",brown,13876,"Q: On the desk, there is a teal mug and a brown cup. What color is the cup? A: brown Q: On the desk, you see a green jug, a teal bottle, and a silver ball. What color is the jug? A:",green,6176
"Q: On the floor, there is a green puzzle, a purple pencil, and an orange necklace. What color is the puzzle? A: green Q: On the table, I see a blue plate, a purple jug, a red leash, and a teal bracelet. What color is the bracelet? A:",teal,94607,"Q: On the floor, there is a green puzzle, a purple pencil, and an orange necklace. What color is the puzzle? A: green Q: On the table, I see an orange lighter, a teal pen, a black plate, and a purple mug. What color is the mug? A:",purple,24932
"Q: On the table, there is a brown envelope and a gold leash. What color is the leash? A: gold Q: On the floor, there is a silver bowl, a turquoise envelope, an orange bottle, and a pink lighter. What color is the envelope? A:",turquoise,95947,"Q: On the table, there is a brown envelope and a gold leash. What color is the leash? A: gold Q: On the floor, there is a teal pencil, a yellow necklace, an orange lighter, and a purple plate. What color is the plate? A:",purple,24932
"Q: On the table, there is a purple textbook and a gold bracelet. What color is the bracelet? A: gold Q: On the desk, I see a blue cup, a red bottle, a grey jug, and a gold bowl. What color is the bottle? A:",red,2518,"Q: On the table, there is a purple textbook and a gold bracelet. What color is the bracelet? A: gold Q: On the desk, I see an orange bowl, a purple notebook, a silver plate, and a green puzzle. What color is the plate? A:",silver,14961
"Q: On the table, you see an orange bottle and a red puzzle. What color is the bottle? A: orange Q: On the table, I see an orange envelope, a red cup, and a purple necklace. What color is the cup? A:",red,2518,"Q: On the table, you see an orange bottle and a red puzzle. What color is the bottle? A: orange Q: On the table, I see a turquoise bottle, a grey leash, and a black bracelet. What color is the bottle? A:",turquoise,95947
"Q: On the floor, you see an orange bowl, a red textbook, and a yellow bracelet. What color is the bowl? A: orange Q: On the floor, there is a purple leash, a silver pencil, a gold notebook, and a brown bottle. What color is the leash? A:",purple,24932,"Q: On the floor, you see an orange bowl, a red textbook, and a yellow bracelet. What color is the bowl? A: orange Q: On the floor, there is a silver bottle, a brown pen, an orange bowl, and a blue envelope. What color is the bowl? A:",orange,18575
"Q: On the floor, you see a gold puzzle, a brown bottle, a pink lighter, and a blue textbook. What color is the puzzle? A: gold Q: On the table, there is a yellow mug, a silver leash, and a blue plate. What color is the leash? A:",silver,14961,"Q: On the floor, you see a gold puzzle, a brown bottle, a pink lighter, and a blue textbook. What color is the puzzle? A: gold Q: On the table, there is a pink bracelet, a silver puzzle, and a green leash. What color is the bracelet? A:",pink,18217
"Q: On the table, there is a grey ball and a brown bowl. What color is the ball? A: grey Q: On the floor, you see a gold puzzle and a silver lighter. What color is the puzzle? A:",gold,6623,"Q: On the table, there is a grey ball and a brown bowl. What color is the ball? A: grey Q: On the floor, you see a brown puzzle and a yellow mug. What color is the mug? A:",yellow,13753
"Q: On the desk, you see an orange jug, a blue plate, a brown cup, and a grey lighter. What color is the plate? A: blue Q: On the floor, there is a gold notebook, a black ball, and a yellow textbook. What color is the ball? A:",black,3691,"Q: On the desk, you see an orange jug, a blue plate, a brown cup, and a grey lighter. What color is the plate? A: blue Q: On the floor, there is a black cup, a green leash, and a purple jug. What color is the jug? A:",purple,24932
"Q: On the floor, you see an orange plate, a pink lighter, and a green leash. What color is the leash? A: green Q: On the desk, you see a silver pencil, a turquoise mug, and a grey pen. What color is the pencil? A:",silver,14961,"Q: On the floor, you see an orange plate, a pink lighter, and a green leash. What color is the leash? A: green Q: On the desk, you see an orange puzzle, a brown bowl, and a blue pen. What color is the pen? A:",blue,6303
"Q: On the table, there is a silver envelope and a black lighter. What color is the lighter? A: black Q: On the table, I see a grey ball, a brown bracelet, a yellow envelope, and a blue mug. What color is the envelope? A:",yellow,13753,"Q: On the table, there is a silver envelope and a black lighter. What color is the lighter? A: black Q: On the table, I see an orange mug, a grey bracelet, a red envelope, and a blue plate. What color is the envelope? A:",red,2518
"Q: On the floor, I see a pink leash and a silver bracelet. What color is the bracelet? A: silver Q: On the table, I see a black puzzle, a purple leash, and a teal pen. What color is the pen? A:",teal,94607,"Q: On the floor, I see a pink leash and a silver bracelet. What color is the bracelet? A: silver Q: On the table, I see a black puzzle, a purple textbook, and a grey bowl. What color is the textbook? A:",purple,24932
"Q: On the table, there is a red bracelet and a black necklace. What color is the bracelet? A: red Q: On the desk, I see a blue mug, a black lighter, and a turquoise pencil. What color is the pencil? A:",turquoise,95947,"Q: On the table, there is a red bracelet and a black necklace. What color is the bracelet? A: red Q: On the desk, I see a black plate, a turquoise pen, and a blue notebook. What color is the notebook? A:",blue,6303
"Q: On the floor, you see an orange bowl, a black ball, a gold bracelet, and a teal notebook. What color is the bracelet? A: gold Q: On the desk, you see a blue lighter and a brown leash. What color is the lighter? A:",blue,6303,"Q: On the floor, you see an orange bowl, a black ball, a gold bracelet, and a teal notebook. What color is the bracelet? A: gold Q: On the desk, you see a green bottle and a gold leash. What color is the leash? A:",gold,6623
"Q: On the table, there is a yellow lighter and a brown necklace. What color is the necklace? A: brown Q: On the floor, there is a blue jug and an orange envelope. What color is the jug? A:",blue,6303,"Q: On the table, there is a yellow lighter and a brown necklace. What color is the necklace? A: brown Q: On the floor, there is a silver plate and a gold bracelet. What color is the plate? A:",silver,14961
"Q: On the floor, I see a yellow pen, a grey leash, a turquoise textbook, and a pink notebook. What color is the notebook? A: pink Q: On the table, you see a red mug, a purple notebook, and a brown bracelet. What color is the mug? A:",red,2518,"Q: On the floor, I see a yellow pen, a grey leash, a turquoise textbook, and a pink notebook. What color is the notebook? A: pink Q: On the table, you see a pink puzzle, a turquoise pen, and an orange notebook. What color is the puzzle? A:",pink,18217
"Q: On the table, there is a yellow textbook, a green envelope, and a red pencil. What color is the textbook? A: yellow Q: On the desk, I see a blue leash, a turquoise plate, and a purple bowl. What color is the bowl? A:",purple,24932,"Q: On the table, there is a yellow textbook, a green envelope, and a red pencil. What color is the textbook? A: yellow Q: On the desk, I see a green ball, a silver textbook, and a turquoise plate. What color is the plate? A:",turquoise,95947
"Q: On the table, I see a pink jug, a turquoise plate, a brown lighter, and a grey bracelet. What color is the bracelet? A: grey Q: On the floor, you see a gold plate and a grey pencil. What color is the plate? A:",gold,6623,"Q: On the table, I see a pink jug, a turquoise plate, a brown lighter, and a grey bracelet. What color is the bracelet? A: grey Q: On the floor, you see a black leash and a red puzzle. What color is the puzzle? A:",red,2518
"Q: On the desk, you see a teal lighter and a turquoise pencil. What color is the pencil? A: turquoise Q: On the desk, you see a silver bracelet and a blue notebook. What color is the notebook? A:",blue,6303,"Q: On the desk, you see a teal lighter and a turquoise pencil. What color is the pencil? A: turquoise Q: On the desk, you see an orange puzzle and a yellow bowl. What color is the puzzle? A:",orange,18575
"Q: On the floor, you see a grey notebook, a pink jug, a silver cup, and a gold envelope. What color is the notebook? A: grey Q: On the floor, you see a blue mug and a teal notebook. What color is the notebook? A:",teal,94607,"Q: On the floor, you see a grey notebook, a pink jug, a silver cup, and a gold envelope. What color is the notebook? A: grey Q: On the floor, you see a turquoise notebook and a green bowl. What color is the notebook? A:",turquoise,95947
"Q: On the desk, there is a teal textbook and an orange ball. What color is the textbook? A: teal Q: On the desk, there is a grey mug, a turquoise pen, and a red leash. What color is the leash? A:",red,2518,"Q: On the desk, there is a teal textbook and an orange ball. What color is the textbook? A: teal Q: On the desk, there is an orange cup, a green ball, and a black bracelet. What color is the cup? A:",orange,18575
"Q: On the table, you see a purple jug, a grey bottle, a brown puzzle, and a turquoise cup. What color is the puzzle? A: brown Q: On the table, I see a grey mug and a black bracelet. What color is the bracelet? A:",black,3691,"Q: On the table, you see a purple jug, a grey bottle, a brown puzzle, and a turquoise cup. What color is the puzzle? A: brown Q: On the table, I see a brown leash and a grey envelope. What color is the envelope? A:",grey,19780
"Q: On the desk, I see an orange mug and a turquoise leash. What color is the leash? A: turquoise Q: On the floor, there is a gold lighter and a yellow ball. What color is the lighter? A:",gold,6623,"Q: On the desk, I see an orange mug and a turquoise leash. What color is the leash? A: turquoise Q: On the floor, there is a grey mug and a gold bowl. What color is the mug? A:",grey,19780
"Q: On the floor, I see a gold pencil, a red lighter, a green necklace, and a turquoise puzzle. What color is the pencil? A: gold Q: On the table, I see a green mug, an orange jug, a red bottle, and a gold envelope. What color is the envelope? A:",gold,6623,"Q: On the floor, I see a gold pencil, a red lighter, a green necklace, and a turquoise puzzle. What color is the pencil? A: gold Q: On the table, I see a yellow leash, a grey notebook, a red bowl, and an orange necklace. What color is the necklace? A:",orange,18575
"Q: On the table, I see a pink pen, a green envelope, a black bowl, and a brown necklace. What color is the envelope? A: green Q: On the desk, I see a blue necklace, a black bowl, and a purple bracelet. What color is the bowl? A:",black,3691,"Q: On the table, I see a pink pen, a green envelope, a black bowl, and a brown necklace. What color is the envelope? A: green Q: On the desk, I see a pink bowl, a turquoise ball, and a silver jug. What color is the bowl? A:",pink,18217
"Q: On the desk, I see a pink textbook, a brown leash, and a red lighter. What color is the textbook? A: pink Q: On the floor, you see a yellow notebook, a turquoise bracelet, a black plate, and a pink mug. What color is the plate? A:",black,3691,"Q: On the desk, I see a pink textbook, a brown leash, and a red lighter. What color is the textbook? A: pink Q: On the floor, you see a turquoise bottle, a silver ball, a pink mug, and a red plate. What color is the mug? A:",pink,18217
"Q: On the floor, I see a turquoise bowl and a brown pen. What color is the bowl? A: turquoise Q: On the desk, I see a silver pen and a teal bracelet. What color is the bracelet? A:",teal,94607,"Q: On the floor, I see a turquoise bowl and a brown pen. What color is the bowl? A: turquoise Q: On the desk, I see a pink bracelet and a green cup. What color is the cup? A:",green,6176
"Q: On the table, I see a teal necklace and a grey bowl. What color is the bowl? A: grey Q: On the desk, there is a silver pen, a yellow bottle, and a pink textbook. What color is the pen? A:",silver,14961,"Q: On the table, I see a teal necklace and a grey bowl. What color is the bowl? A: grey Q: On the desk, there is an orange notebook, a yellow bracelet, and a purple puzzle. What color is the bracelet? A:",yellow,13753
"Q: On the table, you see a pink jug, a red textbook, and a yellow bowl. What color is the jug? A: pink Q: On the desk, you see a teal bracelet, a silver mug, a green notebook, and a purple necklace. What color is the bracelet? A:",teal,94607,"Q: On the table, you see a pink jug, a red textbook, and a yellow bowl. What color is the jug? A: pink Q: On the desk, you see a pink necklace, a teal lighter, a yellow notebook, and a gold pen. What color is the necklace? A:",pink,18217
"Q: On the desk, I see a silver pen and a purple textbook. What color is the pen? A: silver Q: On the floor, I see a brown necklace, a gold bottle, a blue lighter, and a teal plate. What color is the lighter? A:",blue,6303,"Q: On the desk, I see a silver pen and a purple textbook. What color is the pen? A: silver Q: On the floor, I see a teal lighter, a grey bottle, a brown plate, and a turquoise necklace. What color is the bottle? A:",grey,19780
"Q: On the desk, I see a yellow leash, a pink textbook, a green mug, and a brown notebook. What color is the leash? A: yellow Q: On the table, you see a green puzzle, a red bottle, and a turquoise pen. What color is the bottle? A:",red,2518,"Q: On the desk, I see a yellow leash, a pink textbook, a green mug, and a brown notebook. What color is the leash? A: yellow Q: On the table, you see a silver bowl, an orange pencil, and a blue necklace. What color is the bowl? A:",silver,14961
"Q: On the table, there is a teal ball, a silver pencil, a blue cup, and a brown bracelet. What color is the cup? A: blue Q: On the table, you see a teal ball, a pink necklace, a blue pen, and a grey lighter. What color is the lighter? A:",grey,19780,"Q: On the table, there is a teal ball, a silver pencil, a blue cup, and a brown bracelet. What color is the cup? A: blue Q: On the table, you see a green lighter, a red leash, a blue ball, and a yellow necklace. What color is the lighter? A:",green,6176
"Q: On the desk, I see a silver bottle, a brown notebook, a grey plate, and a pink jug. What color is the jug? A: pink Q: On the floor, I see a teal notebook, a purple textbook, a red lighter, and a blue plate. What color is the lighter? A:",red,2518,"Q: On the desk, I see a silver bottle, a brown notebook, a grey plate, and a pink jug. What color is the jug? A: pink Q: On the floor, I see a teal textbook, a silver envelope, a purple notebook, and a pink lighter. What color is the lighter? A:",pink,18217
"Q: On the floor, there is a purple lighter, a yellow plate, and a blue bottle. What color is the plate? A: yellow Q: On the floor, you see a blue plate, a black ball, and a brown cup. What color is the ball? A:",black,3691,"Q: On the floor, there is a purple lighter, a yellow plate, and a blue bottle. What color is the plate? A: yellow Q: On the floor, you see a blue bottle, a grey plate, and a brown bowl. What color is the plate? A:",grey,19780
"Q: On the desk, there is a teal plate, a silver mug, and a yellow cup. What color is the mug? A: silver Q: On the desk, there is a yellow bracelet and a turquoise bottle. What color is the bottle? A:",turquoise,95947,"Q: On the desk, there is a teal plate, a silver mug, and a yellow cup. What color is the mug? A: silver Q: On the desk, there is a purple bowl and a green pen. What color is the pen? A:",green,6176
"Q: On the desk, there is a purple mug, a silver envelope, a pink necklace, and a black jug. What color is the mug? A: purple Q: On the table, there is a black textbook, a green cup, a purple bowl, and a silver notebook. What color is the notebook? A:",silver,14961,"Q: On the desk, there is a purple mug, a silver envelope, a pink necklace, and a black jug. What color is the mug? A: purple Q: On the table, there is a blue plate, a brown puzzle, a red bottle, and a purple ball. What color is the puzzle? A:",brown,13876
"Q: On the floor, you see a grey bracelet, a silver pencil, and a purple notebook. What color is the notebook? A: purple Q: On the desk, I see a teal pencil, a grey bracelet, a black necklace, and a gold textbook. What color is the bracelet? A:",grey,19780,"Q: On the floor, you see a grey bracelet, a silver pencil, and a purple notebook. What color is the notebook? A: purple Q: On the desk, I see a teal pen, a turquoise pencil, a yellow necklace, and a pink notebook. What color is the necklace? A:",yellow,13753
"Q: On the desk, there is an orange leash, a turquoise bowl, and a brown lighter. What color is the bowl? A: turquoise Q: On the table, you see a gold cup, a grey mug, a teal lighter, and a pink ball. What color is the lighter? A:",teal,94607,"Q: On the desk, there is an orange leash, a turquoise bowl, and a brown lighter. What color is the bowl? A: turquoise Q: On the table, you see an orange envelope, a turquoise bowl, a green bottle, and a black ball. What color is the bowl? A:",turquoise,95947
"Q: On the floor, I see an orange envelope, a blue pen, and a turquoise lighter. What color is the lighter? A: turquoise Q: On the floor, there is a blue bottle, a brown notebook, a yellow plate, and a black textbook. What color is the textbook? A:",black,3691,"Q: On the floor, I see an orange envelope, a blue pen, and a turquoise lighter. What color is the lighter? A: turquoise Q: On the floor, there is a teal bowl, a turquoise necklace, a yellow plate, and a red pen. What color is the bowl? A:",teal,94607
"Q: On the floor, I see a red envelope and a blue mug. What color is the envelope? A: red Q: On the table, you see a blue textbook, an orange jug, and a purple leash. What color is the leash? A:",purple,24932,"Q: On the floor, I see a red envelope and a blue mug. What color is the envelope? A: red Q: On the table, you see a turquoise bottle, a teal necklace, and a gold jug. What color is the jug? A:",gold,6623
"Q: On the floor, I see a red textbook and a silver mug. What color is the mug? A: silver Q: On the desk, there is a silver pencil and a gold notebook. What color is the pencil? A:",silver,14961,"Q: On the floor, I see a red textbook and a silver mug. What color is the mug? A: silver Q: On the desk, there is a teal bracelet and a gold pen. What color is the bracelet? A:",teal,94607
"Q: On the desk, I see a blue pencil, a pink puzzle, and an orange leash. What color is the leash? A: orange Q: On the floor, there is a blue pen, a brown textbook, a green bowl, and a yellow cup. What color is the bowl? A:",green,6176,"Q: On the desk, I see a blue pencil, a pink puzzle, and an orange leash. What color is the leash? A: orange Q: On the floor, there is a yellow necklace, a turquoise cup, a green textbook, and a red bottle. What color is the cup? A:",turquoise,95947
"Q: On the table, there is a pink bottle, a yellow bracelet, a black bowl, and a red pencil. What color is the bottle? A: pink Q: On the desk, there is a turquoise pen, a blue lighter, and a purple ball. What color is the pen? A:",turquoise,95947,"Q: On the table, there is a pink bottle, a yellow bracelet, a black bowl, and a red pencil. What color is the bottle? A: pink Q: On the desk, there is a black bracelet, a blue necklace, and a turquoise envelope. What color is the necklace? A:",blue,6303
"Q: On the desk, you see an orange envelope, a teal cup, and a grey bowl. What color is the bowl? A: grey Q: On the desk, I see a gold jug, a silver pen, and an orange necklace. What color is the jug? A:",gold,6623,"Q: On the desk, you see an orange envelope, a teal cup, and a grey bowl. What color is the bowl? A: grey Q: On the desk, I see a yellow bracelet, a gold pen, and a brown plate. What color is the plate? A:",brown,13876
"Q: On the floor, there is a turquoise jug, a yellow textbook, and a purple plate. What color is the textbook? A: yellow Q: On the table, I see a red lighter and a pink textbook. What color is the textbook? A:",pink,18217,"Q: On the floor, there is a turquoise jug, a yellow textbook, and a purple plate. What color is the textbook? A: yellow Q: On the table, I see a purple jug and a brown puzzle. What color is the jug? A:",purple,24932
"Q: On the desk, I see a gold plate and a brown leash. What color is the plate? A: gold Q: On the table, you see a pink puzzle and an orange lighter. What color is the lighter? A:",orange,18575,"Q: On the desk, I see a gold plate and a brown leash. What color is the plate? A: gold Q: On the table, you see a gold ball and a green notebook. What color is the notebook? A:",green,6176
"Q: On the desk, there is a purple notebook and a yellow envelope. What color is the notebook? A: purple Q: On the table, there is an orange bottle and a purple lighter. What color is the lighter? A:",purple,24932,"Q: On the desk, there is a purple notebook and a yellow envelope. What color is the notebook? A: purple Q: On the table, there is a gold pencil and a teal necklace. What color is the pencil? A:",gold,6623
"Q: On the desk, there is a turquoise textbook, a purple bowl, and a teal pencil. What color is the bowl? A: purple Q: On the table, you see a green bottle and a purple jug. What color is the bottle? A:",green,6176,"Q: On the desk, there is a turquoise textbook, a purple bowl, and a teal pencil. What color is the bowl? A: purple Q: On the table, you see a black bowl and a turquoise pen. What color is the bowl? A:",black,3691
"Q: On the table, there is a silver puzzle and a pink pencil. What color is the pencil? A: pink Q: On the table, there is a green puzzle and a yellow pen. What color is the pen? A:",yellow,13753,"Q: On the table, there is a silver puzzle and a pink pencil. What color is the pencil? A: pink Q: On the table, there is a brown pen and a gold puzzle. What color is the puzzle? A:",gold,6623
"Q: On the floor, I see a turquoise notebook, a grey ball, and a red jug. What color is the jug? A: red Q: On the desk, you see a black textbook and an orange pencil. What color is the pencil? A:",orange,18575,"Q: On the floor, I see a turquoise notebook, a grey ball, and a red jug. What color is the jug? A: red Q: On the desk, you see a blue mug and a red notebook. What color is the notebook? A:",red,2518
"Q: On the desk, there is a turquoise notebook, a teal bowl, a pink pen, and a silver leash. What color is the leash? A: silver Q: On the floor, you see a teal bowl and a green cup. What color is the cup? A:",green,6176,"Q: On the desk, there is a turquoise notebook, a teal bowl, a pink pen, and a silver leash. What color is the leash? A: silver Q: On the floor, you see a gold bowl and a brown mug. What color is the bowl? A:",gold,6623
"Q: On the floor, there is a grey jug, a purple bracelet, and a teal ball. What color is the ball? A: teal Q: On the floor, I see a pink pen, a purple ball, and a green pencil. What color is the pencil? A:",green,6176,"Q: On the floor, there is a grey jug, a purple bracelet, and a teal ball. What color is the ball? A: teal Q: On the floor, I see a gold pencil, a grey bracelet, and a teal necklace. What color is the pencil? A:",gold,6623
"Q: On the floor, I see a red necklace and an orange plate. What color is the plate? A: orange Q: On the desk, there is a blue puzzle, a gold necklace, and a silver pencil. What color is the necklace? A:",gold,6623,"Q: On the floor, I see a red necklace and an orange plate. What color is the plate? A: orange Q: On the desk, there is a pink lighter, a blue ball, and a teal bottle. What color is the ball? A:",blue,6303
"Q: On the floor, I see a red puzzle and an orange plate. What color is the puzzle? A: red Q: On the desk, I see a brown necklace, a yellow lighter, a silver envelope, and a blue pencil. What color is the envelope? A:",silver,14961,"Q: On the floor, I see a red puzzle and an orange plate. What color is the puzzle? A: red Q: On the desk, I see an orange bracelet, a turquoise mug, a purple leash, and a blue notebook. What color is the notebook? A:",blue,6303
