clean,clean_label,clean_idx,corrupted,corrupted_label,corrupted_idx
"Q: On the desk, I see an orange pencil and a red necklace. What color is the pencil? A: orange Q: On the desk, I see a mauve necklace, a black textbook, and a brown leash. What color is the textbook? A:",black,2656,"Q: On the desk, I see an orange pencil and a red necklace. What color is the pencil? A: orange Q: On the desk, I see a magenta pen, an orange leash, and a gold cup. What color is the cup? A:",gold,4394
"Q: On the table, there is a black bottle and a yellow ball. What color is the ball? A: yellow Q: On the floor, there is a silver ball and a gold bowl. What color is the bowl? A:",gold,4394,"Q: On the table, there is a black bottle and a yellow ball. What color is the ball? A: yellow Q: On the floor, there is a black bracelet and a fuchsia puzzle. What color is the bracelet? A:",black,2656
"Q: On the desk, you see a mauve bottle, a burgundy notebook, and a fuchsia jug. What color is the jug? A: fuchsia Q: On the desk, there is an orange puzzle, a magenta necklace, a mauve plate, and a teal pencil. What color is the necklace? A:",magenta,121757,"Q: On the desk, you see a mauve bottle, a burgundy notebook, and a fuchsia jug. What color is the jug? A: fuchsia Q: On the desk, there is a fuchsia pencil, a blue ball, a brown puzzle, and a mauve pen. What color is the puzzle? A:",brown,8426
"Q: On the desk, you see a black envelope and a blue pencil. What color is the envelope? A: black Q: On the table, you see a green notebook, a gold bracelet, a burgundy plate, and a silver bottle. What color is the notebook? A:",green,4433,"Q: On the desk, you see a black envelope and a blue pencil. What color is the envelope? A: black Q: On the table, you see a blue envelope, a magenta bottle, a black mug, and a pink cup. What color is the bottle? A:",magenta,121757
"Q: On the desk, you see a magenta lighter, a green necklace, a grey puzzle, and a silver bracelet. What color is the puzzle? A: grey Q: On the floor, I see a green bottle, a mauve jug, and a fuchsia envelope. What color is the envelope? A:",fuchsia,192521,"Q: On the desk, you see a magenta lighter, a green necklace, a grey puzzle, and a silver bracelet. What color is the puzzle? A: grey Q: On the floor, I see a silver bottle, a red mug, and a brown bowl. What color is the bottle? A:",silver,8343
"Q: On the table, there is a fuchsia pencil, an orange ball, a teal pen, and a silver envelope. What color is the envelope? A: silver Q: On the table, you see a silver bottle, a grey ball, a yellow cup, and a blue pen. What color is the bottle? A:",silver,8343,"Q: On the table, there is a fuchsia pencil, an orange ball, a teal pen, and a silver envelope. What color is the envelope? A: silver Q: On the table, you see a turquoise pen, a black lighter, a teal notebook, and a brown textbook. What color is the textbook? A:",brown,8426
"Q: On the desk, there is a yellow mug and a purple notebook. What color is the notebook? A: purple Q: On the desk, you see a burgundy pen and a brown pencil. What color is the pencil? A:",brown,8426,"Q: On the desk, there is a yellow mug and a purple notebook. What color is the notebook? A: purple Q: On the desk, you see a fuchsia pencil and a magenta ball. What color is the pencil? A:",fuchsia,192521
"Q: On the table, there is a black bottle, a green leash, a turquoise bracelet, and a fuchsia pencil. What color is the bracelet? A: turquoise Q: On the desk, there is a brown textbook and a purple cup. What color is the textbook? A:",brown,8426,"Q: On the table, there is a black bottle, a green leash, a turquoise bracelet, and a fuchsia pencil. What color is the bracelet? A: turquoise Q: On the desk, there is a pink leash and a burgundy pencil. What color is the leash? A:",pink,9010
"Q: On the table, I see a green pen, a teal necklace, and a silver leash. What color is the necklace? A: teal Q: On the floor, I see a teal bowl, a fuchsia pen, and a silver notebook. What color is the bowl? A:",teal,88735,"Q: On the table, I see a green pen, a teal necklace, and a silver leash. What color is the necklace? A: teal Q: On the floor, I see a grey mug, a brown leash, and a teal plate. What color is the leash? A:",brown,8426
"Q: On the floor, there is a burgundy pencil, a fuchsia pen, a green bracelet, and a yellow jug. What color is the jug? A: yellow Q: On the desk, there is a silver lighter, a green pencil, a fuchsia jug, and a black pen. What color is the pencil? A:",green,4433,"Q: On the floor, there is a burgundy pencil, a fuchsia pen, a green bracelet, and a yellow jug. What color is the jug? A: yellow Q: On the desk, there is a magenta necklace, a burgundy cup, a black plate, and a silver jug. What color is the plate? A:",black,2656
"Q: On the floor, I see a blue textbook and a fuchsia jug. What color is the textbook? A: blue Q: On the desk, I see a blue lighter, an orange puzzle, a gold cup, and a mauve notebook. What color is the cup? A:",gold,4394,"Q: On the floor, I see a blue textbook and a fuchsia jug. What color is the textbook? A: blue Q: On the desk, I see a turquoise cup, a black mug, a pink bracelet, and an orange necklace. What color is the mug? A:",black,2656
"Q: On the desk, I see a grey envelope, a silver pencil, a black cup, and a mauve pen. What color is the envelope? A: grey Q: On the table, you see a fuchsia pen, a pink cup, and a brown ball. What color is the pen? A:",fuchsia,192521,"Q: On the desk, I see a grey envelope, a silver pencil, a black cup, and a mauve pen. What color is the envelope? A: grey Q: On the table, you see a purple bottle, a black puzzle, and a grey ball. What color is the ball? A:",grey,11455
"Q: On the floor, I see a blue bowl, a teal bracelet, and a gold envelope. What color is the bracelet? A: teal Q: On the desk, there is a red textbook, a teal necklace, a magenta leash, and a brown lighter. What color is the textbook? A:",red,3118,"Q: On the floor, I see a blue bowl, a teal bracelet, and a gold envelope. What color is the bracelet? A: teal Q: On the desk, there is a purple ball, a teal pen, a burgundy bottle, and a mauve leash. What color is the bottle? A:",burgundy,106821
"Q: On the floor, you see a fuchsia puzzle, a teal textbook, a blue bowl, and a purple mug. What color is the textbook? A: teal Q: On the table, there is a burgundy jug and a turquoise textbook. What color is the textbook? A:",turquoise,64197,"Q: On the floor, you see a fuchsia puzzle, a teal textbook, a blue bowl, and a purple mug. What color is the textbook? A: teal Q: On the table, there is a mauve mug and a black lighter. What color is the mug? A:",mauve,173400
"Q: On the floor, I see a mauve pen, a blue textbook, and a yellow necklace. What color is the pen? A: mauve Q: On the floor, I see a purple necklace, a gold lighter, and a yellow puzzle. What color is the necklace? A:",purple,15811,"Q: On the floor, I see a mauve pen, a blue textbook, and a yellow necklace. What color is the pen? A: mauve Q: On the floor, I see a mauve leash, a burgundy cup, and a grey lighter. What color is the lighter? A:",grey,11455
"Q: On the floor, you see a turquoise notebook, a magenta jug, and a red lighter. What color is the jug? A: magenta Q: On the floor, I see a burgundy leash, a magenta cup, and a fuchsia pen. What color is the pen? A:",fuchsia,192521,"Q: On the floor, you see a turquoise notebook, a magenta jug, and a red lighter. What color is the jug? A: magenta Q: On the floor, I see a black bracelet, a yellow pen, and a blue leash. What color is the leash? A:",blue,3868
"Q: On the floor, there is a black pen, a brown envelope, a yellow bowl, and a blue ball. What color is the ball? A: blue Q: On the desk, there is a magenta envelope, an orange cup, and a fuchsia lighter. What color is the lighter? A:",fuchsia,192521,"Q: On the floor, there is a black pen, a brown envelope, a yellow bowl, and a blue ball. What color is the ball? A: blue Q: On the desk, there is a yellow jug, a green puzzle, and an orange envelope. What color is the puzzle? A:",green,4433
"Q: On the table, there is a pink envelope and a mauve notebook. What color is the envelope? A: pink Q: On the desk, I see a mauve leash, a black plate, and a purple bowl. What color is the bowl? A:",purple,15811,"Q: On the table, there is a pink envelope and a mauve notebook. What color is the envelope? A: pink Q: On the desk, I see a fuchsia ball, a purple textbook, and a grey plate. What color is the plate? A:",grey,11455
"Q: On the table, I see a grey jug, a burgundy plate, a purple lighter, and a silver bracelet. What color is the bracelet? A: silver Q: On the floor, you see a blue jug and a red notebook. What color is the notebook? A:",red,3118,"Q: On the table, I see a grey jug, a burgundy plate, a purple lighter, and a silver bracelet. What color is the bracelet? A: silver Q: On the floor, you see a fuchsia pen and a silver leash. What color is the pen? A:",fuchsia,192521
"Q: On the table, I see a fuchsia plate, an orange pen, and a red mug. What color is the plate? A: fuchsia Q: On the floor, I see a blue envelope and a green notebook. What color is the notebook? A:",green,4433,"Q: On the table, I see a fuchsia plate, an orange pen, and a red mug. What color is the plate? A: fuchsia Q: On the floor, I see a teal ball and a red lighter. What color is the lighter? A:",red,3118
"Q: On the floor, there is a mauve leash, a burgundy bracelet, and a blue bottle. What color is the leash? A: mauve Q: On the desk, there is a fuchsia notebook and a pink ball. What color is the notebook? A:",fuchsia,192521,"Q: On the floor, there is a mauve leash, a burgundy bracelet, and a blue bottle. What color is the leash? A: mauve Q: On the desk, there is a brown puzzle and a magenta pencil. What color is the pencil? A:",magenta,121757
"Q: On the table, you see a pink textbook, a magenta lighter, and an orange cup. What color is the textbook? A: pink Q: On the table, I see a gold jug and a fuchsia bottle. What color is the jug? A:",gold,4394,"Q: On the table, you see a pink textbook, a magenta lighter, and an orange cup. What color is the textbook? A: pink Q: On the table, I see a pink ball and a mauve puzzle. What color is the puzzle? A:",mauve,173400
"Q: On the table, you see a black cup, an orange puzzle, a magenta necklace, and a purple notebook. What color is the notebook? A: purple Q: On the floor, there is a purple plate, a pink ball, a silver bottle, and an orange leash. What color is the bottle? A:",silver,8343,"Q: On the table, you see a black cup, an orange puzzle, a magenta necklace, and a purple notebook. What color is the notebook? A: purple Q: On the floor, there is a purple leash, a turquoise textbook, a mauve plate, and a teal notebook. What color is the plate? A:",mauve,173400
"Q: On the desk, you see a brown necklace, an orange envelope, a yellow bracelet, and a blue pen. What color is the pen? A: blue Q: On the desk, there is a teal mug, an orange bracelet, a fuchsia puzzle, and a burgundy jug. What color is the puzzle? A:",fuchsia,192521,"Q: On the desk, you see a brown necklace, an orange envelope, a yellow bracelet, and a blue pen. What color is the pen? A: blue Q: On the desk, there is a black plate, a mauve cup, a turquoise puzzle, and a teal bottle. What color is the cup? A:",mauve,173400
"Q: On the floor, I see a teal cup, a silver plate, a red leash, and a gold bracelet. What color is the bracelet? A: gold Q: On the desk, I see a magenta pen and a pink pencil. What color is the pen? A:",magenta,121757,"Q: On the floor, I see a teal cup, a silver plate, a red leash, and a gold bracelet. What color is the bracelet? A: gold Q: On the desk, I see a grey lighter and a red envelope. What color is the lighter? A:",grey,11455
"Q: On the table, I see a fuchsia mug, a yellow jug, a red bottle, and a teal envelope. What color is the envelope? A: teal Q: On the table, I see a yellow notebook and a teal bottle. What color is the notebook? A:",yellow,8123,"Q: On the table, I see a fuchsia mug, a yellow jug, a red bottle, and a teal envelope. What color is the envelope? A: teal Q: On the table, I see a purple necklace and a magenta pen. What color is the pen? A:",magenta,121757
"Q: On the table, I see a fuchsia necklace, a turquoise bowl, a grey bracelet, and a blue puzzle. What color is the puzzle? A: blue Q: On the floor, I see a gold lighter, a turquoise necklace, a blue envelope, and a fuchsia pencil. What color is the envelope? A:",blue,3868,"Q: On the table, I see a fuchsia necklace, a turquoise bowl, a grey bracelet, and a blue puzzle. What color is the puzzle? A: blue Q: On the floor, I see a teal plate, a magenta envelope, a mauve necklace, and a silver pen. What color is the plate? A:",teal,88735
"Q: On the floor, I see a teal envelope, a gold lighter, and a mauve pencil. What color is the pencil? A: mauve Q: On the desk, you see a teal lighter, a burgundy bracelet, and a brown textbook. What color is the lighter? A:",teal,88735,"Q: On the floor, I see a teal envelope, a gold lighter, and a mauve pencil. What color is the pencil? A: mauve Q: On the desk, you see a red bowl, a black ball, and a magenta notebook. What color is the ball? A:",black,2656
"Q: On the desk, there is a burgundy mug, a green plate, a grey bowl, and a black bracelet. What color is the bowl? A: grey Q: On the desk, I see a turquoise bowl, a yellow jug, and a pink textbook. What color is the bowl? A:",turquoise,64197,"Q: On the desk, there is a burgundy mug, a green plate, a grey bowl, and a black bracelet. What color is the bowl? A: grey Q: On the desk, I see a silver jug, a blue plate, and a yellow pencil. What color is the plate? A:",blue,3868
"Q: On the desk, you see a silver pencil and a mauve jug. What color is the pencil? A: silver Q: On the desk, you see a silver bottle and a grey mug. What color is the mug? A:",grey,11455,"Q: On the desk, you see a silver pencil and a mauve jug. What color is the pencil? A: silver Q: On the desk, you see a magenta notebook and a green bottle. What color is the notebook? A:",magenta,121757
"Q: On the floor, you see a grey lighter, a green notebook, a brown textbook, and an orange bottle. What color is the lighter? A: grey Q: On the desk, there is a turquoise necklace, a teal bottle, a silver lighter, and a grey plate. What color is the lighter? A:",silver,8343,"Q: On the floor, you see a grey lighter, a green notebook, a brown textbook, and an orange bottle. What color is the lighter? A: grey Q: On the desk, there is a gold lighter, a burgundy bottle, a black plate, and a grey necklace. What color is the bottle? A:",burgundy,106821
"Q: On the desk, I see a blue bracelet, a pink leash, a fuchsia plate, and a silver mug. What color is the bracelet? A: blue Q: On the table, there is a silver lighter, a magenta puzzle, and an orange bottle. What color is the puzzle? A:",magenta,121757,"Q: On the desk, I see a blue bracelet, a pink leash, a fuchsia plate, and a silver mug. What color is the bracelet? A: blue Q: On the table, there is a blue leash, a gold pencil, and a green necklace. What color is the leash? A:",blue,3868
"Q: On the table, there is a silver ball, a purple pencil, a mauve cup, and a brown bracelet. What color is the cup? A: mauve Q: On the table, you see a gold textbook, a pink ball, a mauve jug, and a silver pen. What color is the pen? A:",silver,8343,"Q: On the table, there is a silver ball, a purple pencil, a mauve cup, and a brown bracelet. What color is the cup? A: mauve Q: On the table, you see a magenta lighter, a red leash, a teal ball, and a yellow necklace. What color is the lighter? A:",magenta,121757
"Q: On the desk, I see a pink leash, a burgundy bracelet, a silver puzzle, and a red textbook. What color is the textbook? A: red Q: On the table, you see a mauve textbook and a pink bottle. What color is the bottle? A:",pink,9010,"Q: On the desk, I see a pink leash, a burgundy bracelet, a silver puzzle, and a red textbook. What color is the textbook? A: red Q: On the table, you see a mauve cup and a black bowl. What color is the bowl? A:",black,2656
"Q: On the floor, there is a brown plate, a mauve leash, and a grey bracelet. What color is the leash? A: mauve Q: On the desk, you see a turquoise necklace, a blue textbook, a gold bracelet, and a green jug. What color is the jug? A:",green,4433,"Q: On the floor, there is a brown plate, a mauve leash, and a grey bracelet. What color is the leash? A: mauve Q: On the desk, you see a blue leash, a gold bottle, a mauve textbook, and a red pen. What color is the bottle? A:",gold,4394
"Q: On the floor, I see a fuchsia necklace and a silver mug. What color is the necklace? A: fuchsia Q: On the table, you see a purple puzzle, a silver pen, and a pink mug. What color is the pen? A:",silver,8343,"Q: On the floor, I see a fuchsia necklace and a silver mug. What color is the necklace? A: fuchsia Q: On the table, you see a red envelope, a purple bracelet, and a magenta pencil. What color is the envelope? A:",red,3118
"Q: On the table, I see a fuchsia bowl, a pink cup, a mauve puzzle, and an orange plate. What color is the puzzle? A: mauve Q: On the table, you see a blue envelope, a fuchsia leash, a purple bracelet, and a gold textbook. What color is the bracelet? A:",purple,15811,"Q: On the table, I see a fuchsia bowl, a pink cup, a mauve puzzle, and an orange plate. What color is the puzzle? A: mauve Q: On the table, you see a red bowl, a yellow bottle, a mauve bracelet, and a gold necklace. What color is the bowl? A:",red,3118
"Q: On the desk, I see a brown plate, a silver ball, a black leash, and a grey textbook. What color is the plate? A: brown Q: On the table, I see a teal mug and a pink bottle. What color is the mug? A:",teal,88735,"Q: On the desk, I see a brown plate, a silver ball, a black leash, and a grey textbook. What color is the plate? A: brown Q: On the table, I see a grey leash and a burgundy bowl. What color is the bowl? A:",burgundy,106821
"Q: On the table, you see a gold bracelet, a green pen, a magenta puzzle, and a grey cup. What color is the cup? A: grey Q: On the floor, I see a black textbook, a blue lighter, a gold puzzle, and an orange necklace. What color is the textbook? A:",black,2656,"Q: On the table, you see a gold bracelet, a green pen, a magenta puzzle, and a grey cup. What color is the cup? A: grey Q: On the floor, I see a brown plate, a magenta bottle, a teal pencil, and a pink bowl. What color is the bowl? A:",pink,9010
"Q: On the desk, you see an orange necklace and a purple leash. What color is the necklace? A: orange Q: On the table, I see a brown mug, an orange jug, a teal notebook, and a fuchsia puzzle. What color is the notebook? A:",teal,88735,"Q: On the desk, you see an orange necklace and a purple leash. What color is the necklace? A: orange Q: On the table, I see a teal textbook, a yellow jug, a green leash, and a black bracelet. What color is the bracelet? A:",black,2656
"Q: On the desk, I see a turquoise pencil, a burgundy textbook, and a red cup. What color is the textbook? A: burgundy Q: On the desk, there is a pink notebook and a red jug. What color is the jug? A:",red,3118,"Q: On the desk, I see a turquoise pencil, a burgundy textbook, and a red cup. What color is the textbook? A: burgundy Q: On the desk, there is a burgundy jug and a yellow textbook. What color is the textbook? A:",yellow,8123
"Q: On the desk, you see a red pen and a fuchsia leash. What color is the leash? A: fuchsia Q: On the table, there is a yellow necklace, a mauve plate, a brown ball, and a green envelope. What color is the envelope? A:",green,4433,"Q: On the desk, you see a red pen and a fuchsia leash. What color is the leash? A: fuchsia Q: On the table, there is a magenta bowl, a red puzzle, a turquoise envelope, and an orange ball. What color is the puzzle? A:",red,3118
"Q: On the desk, there is a black textbook, a green pen, and a gold necklace. What color is the textbook? A: black Q: On the table, I see a blue bracelet and a turquoise pen. What color is the pen? A:",turquoise,64197,"Q: On the desk, there is a black textbook, a green pen, and a gold necklace. What color is the textbook? A: black Q: On the table, I see a pink pen and a purple bracelet. What color is the bracelet? A:",purple,15811
"Q: On the table, there is a brown puzzle, a mauve plate, a purple pencil, and a fuchsia envelope. What color is the envelope? A: fuchsia Q: On the desk, I see a turquoise plate, a brown bracelet, and a fuchsia textbook. What color is the plate? A:",turquoise,64197,"Q: On the table, there is a brown puzzle, a mauve plate, a purple pencil, and a fuchsia envelope. What color is the envelope? A: fuchsia Q: On the desk, I see a turquoise notebook, a blue pen, and a teal bottle. What color is the pen? A:",blue,3868
"Q: On the table, there is a fuchsia mug, a grey ball, a gold pencil, and a black textbook. What color is the pencil? A: gold Q: On the desk, there is a blue envelope and an orange notebook. What color is the envelope? A:",blue,3868,"Q: On the table, there is a fuchsia mug, a grey ball, a gold pencil, and a black textbook. What color is the pencil? A: gold Q: On the desk, there is a brown pen and a yellow bottle. What color is the bottle? A:",yellow,8123
"Q: On the desk, I see a red lighter, a turquoise jug, and a yellow bowl. What color is the jug? A: turquoise Q: On the desk, I see a mauve pen, a pink ball, a red bowl, and a fuchsia cup. What color is the cup? A:",fuchsia,192521,"Q: On the desk, I see a red lighter, a turquoise jug, and a yellow bowl. What color is the jug? A: turquoise Q: On the desk, I see a brown bowl, a pink pen, a grey cup, and a gold notebook. What color is the bowl? A:",brown,8426
"Q: On the table, I see a fuchsia bowl, a purple ball, a red pen, and a teal pencil. What color is the ball? A: purple Q: On the table, there is a purple leash and a yellow bracelet. What color is the leash? A:",purple,15811,"Q: On the table, I see a fuchsia bowl, a purple ball, a red pen, and a teal pencil. What color is the ball? A: purple Q: On the table, there is a fuchsia bottle and a grey lighter. What color is the bottle? A:",fuchsia,192521
"Q: On the table, you see a burgundy cup, a teal textbook, and a brown bracelet. What color is the bracelet? A: brown Q: On the table, I see a turquoise notebook, a mauve necklace, a red ball, and a green bottle. What color is the bottle? A:",green,4433,"Q: On the table, you see a burgundy cup, a teal textbook, and a brown bracelet. What color is the bracelet? A: brown Q: On the table, I see an orange lighter, a grey notebook, a silver pencil, and a black pen. What color is the pen? A:",black,2656
"Q: On the floor, you see a gold bowl and a fuchsia cup. What color is the cup? A: fuchsia Q: On the floor, you see a purple notebook, a magenta envelope, a pink bracelet, and a mauve bottle. What color is the bottle? A:",mauve,173400,"Q: On the floor, you see a gold bowl and a fuchsia cup. What color is the cup? A: fuchsia Q: On the floor, you see a brown mug, a burgundy pen, a grey bottle, and a gold textbook. What color is the textbook? A:",gold,4394
"Q: On the table, I see a silver pencil, a red notebook, a burgundy bowl, and a turquoise lighter. What color is the bowl? A: burgundy Q: On the table, I see a gold leash, a blue puzzle, and a turquoise envelope. What color is the puzzle? A:",blue,3868,"Q: On the table, I see a silver pencil, a red notebook, a burgundy bowl, and a turquoise lighter. What color is the bowl? A: burgundy Q: On the table, I see an orange ball, a black lighter, and a teal leash. What color is the lighter? A:",black,2656
"Q: On the desk, I see a blue puzzle, an orange plate, a green pencil, and a gold bowl. What color is the pencil? A: green Q: On the table, I see a turquoise bowl, a grey bracelet, and a red notebook. What color is the bracelet? A:",grey,11455,"Q: On the desk, I see a blue puzzle, an orange plate, a green pencil, and a gold bowl. What color is the pencil? A: green Q: On the table, I see a grey mug, a mauve pen, and a burgundy textbook. What color is the pen? A:",mauve,173400
"Q: On the table, you see a magenta jug, a mauve notebook, and a brown pencil. What color is the pencil? A: brown Q: On the table, there is a blue bottle, a black bowl, a pink textbook, and a red pencil. What color is the bottle? A:",blue,3868,"Q: On the table, you see a magenta jug, a mauve notebook, and a brown pencil. What color is the pencil? A: brown Q: On the table, there is a teal plate, a pink pencil, a red cup, and a grey necklace. What color is the pencil? A:",pink,9010
"Q: On the table, there is a gold textbook, a blue bottle, and a pink bowl. What color is the bottle? A: blue Q: On the desk, I see a silver pencil, a green leash, and a magenta lighter. What color is the lighter? A:",magenta,121757,"Q: On the table, there is a gold textbook, a blue bottle, and a pink bowl. What color is the bottle? A: blue Q: On the desk, I see a blue bracelet, a burgundy textbook, and a purple puzzle. What color is the bracelet? A:",blue,3868
"Q: On the floor, I see a teal textbook and a purple lighter. What color is the lighter? A: purple Q: On the desk, I see an orange pen, a teal mug, and a red lighter. What color is the pen? A:",orange,10436,"Q: On the floor, I see a teal textbook and a purple lighter. What color is the lighter? A: purple Q: On the desk, I see an orange jug, a red envelope, and a blue cup. What color is the cup? A:",blue,3868
"Q: On the table, I see an orange mug, a magenta ball, and a gold pen. What color is the ball? A: magenta Q: On the floor, I see a blue bowl and a grey ball. What color is the bowl? A:",blue,3868,"Q: On the table, I see an orange mug, a magenta ball, and a gold pen. What color is the ball? A: magenta Q: On the floor, I see a red jug and a mauve necklace. What color is the jug? A:",red,3118
"Q: On the desk, I see a gold jug, a mauve envelope, a purple plate, and a grey ball. What color is the plate? A: purple Q: On the table, I see a turquoise leash and a magenta cup. What color is the leash? A:",turquoise,64197,"Q: On the desk, I see a gold jug, a mauve envelope, a purple plate, and a grey ball. What color is the plate? A: purple Q: On the table, I see a teal mug and an orange ball. What color is the ball? A:",orange,10436
"Q: On the table, there is a yellow necklace and a mauve ball. What color is the ball? A: mauve Q: On the desk, you see a turquoise notebook, an orange bowl, a yellow pen, and a red puzzle. What color is the puzzle? A:",red,3118,"Q: On the table, there is a yellow necklace and a mauve ball. What color is the ball? A: mauve Q: On the desk, you see a teal cup, a magenta bowl, a blue lighter, and a mauve envelope. What color is the cup? A:",teal,88735
