clean,clean_label,clean_idx,corrupted,corrupted_label,corrupted_idx
"Q: On the table, I see a blue puzzle, a red plate, and a green bracelet. What color is the puzzle? A: blue Q: On the floor, there is a silver leash, a gold necklace, a yellow cup, and a brown ball. What color is the ball? A:",brown,7586,"Q: On the table, I see a blue puzzle, a red plate, and a green bracelet. What color is the puzzle? A: blue Q: On the floor, there is a grey pencil, a yellow notebook, a gold plate, and a red ball. What color is the pencil? A:",grey,13791
"Q: On the floor, I see a pink bowl, a brown bracelet, and a red plate. What color is the bowl? A: pink Q: On the table, there is a blue bottle, a gold puzzle, and a silver cup. What color is the puzzle? A:",gold,3869,"Q: On the floor, I see a pink bowl, a brown bracelet, and a red plate. What color is the bowl? A: pink Q: On the table, there is a brown cup, a grey lighter, and a green bottle. What color is the lighter? A:",grey,13791
"Q: On the desk, you see a brown cup, a black textbook, a purple bowl, and a gold mug. What color is the textbook? A: black Q: On the floor, you see a black bottle and a yellow mug. What color is the bottle? A:",black,2042,"Q: On the desk, you see a brown cup, a black textbook, a purple bowl, and a gold mug. What color is the textbook? A: black Q: On the floor, you see a green puzzle and a red notebook. What color is the notebook? A:",red,2266
"Q: On the table, you see a yellow bottle and a grey pen. What color is the pen? A: grey Q: On the floor, you see a purple bottle, an orange ball, and a blue cup. What color is the bottle? A:",purple,14032,"Q: On the table, you see a yellow bottle and a grey pen. What color is the pen? A: grey Q: On the floor, you see a red envelope, a brown leash, and a grey jug. What color is the jug? A:",grey,13791
"Q: On the table, I see a gold bowl, an orange envelope, a black bottle, and a grey lighter. What color is the envelope? A: orange Q: On the desk, there is a yellow necklace and a red textbook. What color is the textbook? A:",red,2266,"Q: On the table, I see a gold bowl, an orange envelope, a black bottle, and a grey lighter. What color is the envelope? A: orange Q: On the desk, there is a yellow pen and an orange textbook. What color is the textbook? A:",orange,10912
"Q: On the floor, you see a grey notebook, a black cup, and a blue bottle. What color is the cup? A: black Q: On the desk, there is an orange mug and a black notebook. What color is the notebook? A:",black,2042,"Q: On the floor, you see a grey notebook, a black cup, and a blue bottle. What color is the cup? A: black Q: On the desk, there is a gold pencil and a brown bracelet. What color is the pencil? A:",gold,3869
"Q: On the table, there is a purple pencil, a green ball, and a pink envelope. What color is the pencil? A: purple Q: On the table, there is a gold bottle, an orange leash, a brown bracelet, and a pink pencil. What color is the bracelet? A:",brown,7586,"Q: On the table, there is a purple pencil, a green ball, and a pink envelope. What color is the pencil? A: purple Q: On the table, there is a silver bowl, an orange textbook, a red bracelet, and a yellow ball. What color is the bowl? A:",silver,8465
"Q: On the floor, there is a black pencil, a grey cup, a brown bottle, and a blue bowl. What color is the bottle? A: brown Q: On the table, you see an orange envelope, a brown bracelet, and a grey ball. What color is the ball? A:",grey,13791,"Q: On the floor, there is a black pencil, a grey cup, a brown bottle, and a blue bowl. What color is the bottle? A: brown Q: On the table, you see a blue bowl, a green pen, and a silver notebook. What color is the bowl? A:",blue,4171
"Q: On the desk, there is a blue ball, a green mug, a pink necklace, and a grey jug. What color is the mug? A: green Q: On the floor, there is a red bracelet and an orange ball. What color is the ball? A:",orange,10912,"Q: On the desk, there is a blue ball, a green mug, a pink necklace, and a grey jug. What color is the mug? A: green Q: On the floor, there is a green bottle and a grey cup. What color is the bottle? A:",green,4077
"Q: On the floor, I see a red ball and a black lighter. What color is the ball? A: red Q: On the table, there is a brown necklace, a grey cup, and a gold notebook. What color is the necklace? A:",brown,7586,"Q: On the floor, I see a red ball and a black lighter. What color is the ball? A: red Q: On the table, there is a pink lighter, a purple bowl, and a yellow mug. What color is the bowl? A:",purple,14032
"Q: On the floor, you see a red pen, a green bracelet, a yellow plate, and a pink leash. What color is the bracelet? A: green Q: On the table, there is an orange envelope, a pink lighter, a green mug, and a black cup. What color is the mug? A:",green,4077,"Q: On the floor, you see a red pen, a green bracelet, a yellow plate, and a pink leash. What color is the bracelet? A: green Q: On the table, there is a yellow bracelet, a blue ball, a silver jug, and a black notebook. What color is the bracelet? A:",yellow,7872
"Q: On the desk, there is a blue pen, a brown leash, and a grey jug. What color is the jug? A: grey Q: On the desk, there is a blue puzzle, a purple leash, a silver pen, and a black lighter. What color is the leash? A:",purple,14032,"Q: On the desk, there is a blue pen, a brown leash, and a grey jug. What color is the jug? A: grey Q: On the desk, there is a blue plate, a gold notebook, a silver pencil, and a green necklace. What color is the pencil? A:",silver,8465
"Q: On the floor, you see a grey lighter, a purple textbook, a yellow ball, and a blue necklace. What color is the necklace? A: blue Q: On the table, you see a black lighter and a purple textbook. What color is the lighter? A:",black,2042,"Q: On the floor, you see a grey lighter, a purple textbook, a yellow ball, and a blue necklace. What color is the necklace? A: blue Q: On the table, you see an orange bowl and a pink textbook. What color is the bowl? A:",orange,10912
"Q: On the floor, I see a grey pen, a black necklace, and a silver puzzle. What color is the necklace? A: black Q: On the table, you see a black cup, a gold mug, and a blue leash. What color is the leash? A:",blue,4171,"Q: On the floor, I see a grey pen, a black necklace, and a silver puzzle. What color is the necklace? A: black Q: On the table, you see a silver mug, a blue pencil, and a brown lighter. What color is the mug? A:",silver,8465
"Q: On the desk, you see a grey puzzle, a brown leash, a purple notebook, and a green pen. What color is the pen? A: green Q: On the table, I see a pink pen, a yellow jug, a brown bracelet, and a black puzzle. What color is the jug? A:",yellow,7872,"Q: On the desk, you see a grey puzzle, a brown leash, a purple notebook, and a green pen. What color is the pen? A: green Q: On the table, I see an orange envelope, a blue jug, a black ball, and a pink mug. What color is the mug? A:",pink,11398
"Q: On the table, you see a red envelope and a green cup. What color is the envelope? A: red Q: On the floor, there is a red puzzle and a yellow textbook. What color is the puzzle? A:",red,2266,"Q: On the table, you see a red envelope and a green cup. What color is the envelope? A: red Q: On the floor, there is a green textbook and a red envelope. What color is the textbook? A:",green,4077
"Q: On the table, you see a silver leash, a blue plate, a gold bowl, and a grey textbook. What color is the plate? A: blue Q: On the floor, you see a grey leash, a pink cup, a silver bottle, and a blue textbook. What color is the textbook? A:",blue,4171,"Q: On the table, you see a silver leash, a blue plate, a gold bowl, and a grey textbook. What color is the plate? A: blue Q: On the floor, you see a brown plate, a pink leash, a grey bracelet, and a yellow mug. What color is the bracelet? A:",grey,13791
"Q: On the table, I see a gold leash and a red bowl. What color is the leash? A: gold Q: On the desk, you see a black textbook, a red bracelet, and a brown pen. What color is the pen? A:",brown,7586,"Q: On the table, I see a gold leash and a red bowl. What color is the leash? A: gold Q: On the desk, you see a blue envelope, a brown pen, and a red lighter. What color is the envelope? A:",blue,4171
"Q: On the table, there is a silver jug, a black mug, a purple envelope, and a red cup. What color is the jug? A: silver Q: On the floor, you see a blue mug and a silver notebook. What color is the notebook? A:",silver,8465,"Q: On the table, there is a silver jug, a black mug, a purple envelope, and a red cup. What color is the jug? A: silver Q: On the floor, you see a gold notebook and a green bowl. What color is the notebook? A:",gold,3869
"Q: On the desk, there is a silver textbook and an orange ball. What color is the textbook? A: silver Q: On the desk, there is a pink mug, a gold pen, and a red leash. What color is the leash? A:",red,2266,"Q: On the desk, there is a silver textbook and an orange ball. What color is the textbook? A: silver Q: On the desk, there is an orange ball, a green notebook, and a pink bracelet. What color is the bracelet? A:",pink,11398
"Q: On the floor, I see a silver necklace, an orange bowl, a yellow plate, and a pink leash. What color is the plate? A: yellow Q: On the desk, you see a blue necklace and a brown jug. What color is the necklace? A:",blue,4171,"Q: On the floor, I see a silver necklace, an orange bowl, a yellow plate, and a pink leash. What color is the plate? A: yellow Q: On the desk, you see an orange necklace and a blue envelope. What color is the necklace? A:",orange,10912
"Q: On the floor, you see a green notebook, a purple puzzle, and a blue bracelet. What color is the bracelet? A: blue Q: On the table, you see a brown envelope, a grey textbook, and a blue bottle. What color is the textbook? A:",grey,13791,"Q: On the floor, you see a green notebook, a purple puzzle, and a blue bracelet. What color is the bracelet? A: blue Q: On the table, you see a grey lighter, a yellow mug, and an orange bracelet. What color is the bracelet? A:",orange,10912
"Q: On the floor, you see a grey plate, a red lighter, and an orange ball. What color is the lighter? A: red Q: On the floor, there is a grey pencil, a green mug, a purple puzzle, and an orange necklace. What color is the pencil? A:",grey,13791,"Q: On the floor, you see a grey plate, a red lighter, and an orange ball. What color is the lighter? A: red Q: On the floor, there is a gold jug, a purple puzzle, a pink notebook, and a red ball. What color is the jug? A:",gold,3869
"Q: On the floor, there is a gold pencil and a yellow pen. What color is the pen? A: yellow Q: On the table, I see a silver necklace, a yellow pen, a black textbook, and a green ball. What color is the ball? A:",green,4077,"Q: On the floor, there is a gold pencil and a yellow pen. What color is the pen? A: yellow Q: On the table, I see a yellow necklace, a purple lighter, a black plate, and a green bowl. What color is the plate? A:",black,2042
"Q: On the floor, I see a blue envelope, a silver lighter, and a pink pencil. What color is the pencil? A: pink Q: On the desk, you see a blue lighter, a brown bracelet, and a yellow textbook. What color is the lighter? A:",blue,4171,"Q: On the floor, I see a blue envelope, a silver lighter, and a pink pencil. What color is the pencil? A: pink Q: On the desk, you see a red mug, a gold ball, and a grey notebook. What color is the ball? A:",gold,3869
"Q: On the desk, there is a brown plate, an orange bottle, a gold bracelet, and a green jug. What color is the bracelet? A: gold Q: On the floor, you see an orange jug, a brown pen, and a black envelope. What color is the pen? A:",brown,7586,"Q: On the desk, there is a brown plate, an orange bottle, a gold bracelet, and a green jug. What color is the bracelet? A: gold Q: On the floor, you see a black jug, a yellow plate, and an orange pencil. What color is the plate? A:",yellow,7872
"Q: On the desk, you see a silver pencil and a blue jug. What color is the pencil? A: silver Q: On the desk, you see a silver bottle and a gold mug. What color is the mug? A:",gold,3869,"Q: On the desk, you see a silver pencil and a blue jug. What color is the pencil? A: silver Q: On the desk, you see a purple cup and a green notebook. What color is the notebook? A:",green,4077
"Q: On the table, I see a purple jug, a gold cup, and an orange puzzle. What color is the puzzle? A: orange Q: On the table, I see a blue necklace and a green leash. What color is the leash? A:",green,4077,"Q: On the table, I see a purple jug, a gold cup, and an orange puzzle. What color is the puzzle? A: orange Q: On the table, I see a brown textbook and a silver leash. What color is the leash? A:",silver,8465
"Q: On the floor, you see a gold textbook, a grey jug, and a silver puzzle. What color is the puzzle? A: silver Q: On the floor, there is a green leash and a brown textbook. What color is the textbook? A:",brown,7586,"Q: On the floor, you see a gold textbook, a grey jug, and a silver puzzle. What color is the puzzle? A: silver Q: On the floor, there is an orange pencil and a red textbook. What color is the textbook? A:",red,2266
"Q: On the table, there is a green ball, a silver cup, and a yellow bowl. What color is the cup? A: silver Q: On the floor, there is a yellow bowl, a red textbook, a green jug, and a silver bracelet. What color is the bracelet? A:",silver,8465,"Q: On the table, there is a green ball, a silver cup, and a yellow bowl. What color is the cup? A: silver Q: On the floor, there is a purple jug, a red leash, a green bracelet, and a brown mug. What color is the mug? A:",brown,7586
"Q: On the desk, you see a brown mug, a yellow pencil, and a gold plate. What color is the mug? A: brown Q: On the desk, you see a grey bracelet, a red bottle, a gold pencil, and a black plate. What color is the pencil? A:",gold,3869,"Q: On the desk, you see a brown mug, a yellow pencil, and a gold plate. What color is the mug? A: brown Q: On the desk, you see a gold leash, a black notebook, a silver plate, and a red textbook. What color is the plate? A:",silver,8465
"Q: On the desk, you see a black cup, a silver bowl, a blue envelope, and a gold mug. What color is the bowl? A: silver Q: On the desk, there is a gold bracelet, a yellow envelope, and a blue plate. What color is the plate? A:",blue,4171,"Q: On the desk, you see a black cup, a silver bowl, a blue envelope, and a gold mug. What color is the bowl? A: silver Q: On the desk, there is a brown ball, a yellow puzzle, and a grey jug. What color is the puzzle? A:",yellow,7872
"Q: On the desk, there is a black envelope, a pink bracelet, a grey pencil, and a green cup. What color is the bracelet? A: pink Q: On the floor, I see a green textbook and a black cup. What color is the textbook? A:",green,4077,"Q: On the desk, there is a black envelope, a pink bracelet, a grey pencil, and a green cup. What color is the bracelet? A: pink Q: On the floor, I see a gold bracelet and a blue notebook. What color is the notebook? A:",blue,4171
"Q: On the table, you see a black leash, an orange bowl, a red cup, and a purple mug. What color is the leash? A: black Q: On the desk, you see a blue plate, a grey bottle, and a gold bracelet. What color is the bracelet? A:",gold,3869,"Q: On the table, you see a black leash, an orange bowl, a red cup, and a purple mug. What color is the leash? A: black Q: On the desk, you see a pink cup, a silver mug, and a grey lighter. What color is the mug? A:",silver,8465
"Q: On the table, you see a purple bowl and a gold envelope. What color is the bowl? A: purple Q: On the floor, I see an orange envelope, a blue pen, and a gold lighter. What color is the lighter? A:",gold,3869,"Q: On the table, you see a purple bowl and a gold envelope. What color is the bowl? A: purple Q: On the floor, I see a purple leash, a green bracelet, and a grey pen. What color is the pen? A:",grey,13791
"Q: On the desk, there is a black envelope, a silver jug, and a purple bowl. What color is the envelope? A: black Q: On the floor, I see a blue jug, a yellow notebook, and an orange envelope. What color is the notebook? A:",yellow,7872,"Q: On the desk, there is a black envelope, a silver jug, and a purple bowl. What color is the envelope? A: black Q: On the floor, I see a gold pen, a green lighter, and a yellow jug. What color is the lighter? A:",green,4077
"Q: On the table, there is a blue ball, a yellow bottle, a grey jug, and a gold envelope. What color is the ball? A: blue Q: On the table, I see a green cup, a gold plate, and a purple textbook. What color is the textbook? A:",purple,14032,"Q: On the table, there is a blue ball, a yellow bottle, a grey jug, and a gold envelope. What color is the ball? A: blue Q: On the table, I see a red bottle, a pink bracelet, and a yellow bowl. What color is the bottle? A:",red,2266
"Q: On the table, you see a brown pencil, a blue puzzle, a purple leash, and an orange necklace. What color is the pencil? A: brown Q: On the floor, you see a green textbook, a yellow jug, and an orange cup. What color is the jug? A:",yellow,7872,"Q: On the table, you see a brown pencil, a blue puzzle, a purple leash, and an orange necklace. What color is the pencil? A: brown Q: On the floor, you see a yellow pencil, a gold necklace, and a green notebook. What color is the notebook? A:",green,4077
"Q: On the floor, there is a green jug and a grey pencil. What color is the pencil? A: grey Q: On the desk, there is a brown leash and a yellow lighter. What color is the lighter? A:",yellow,7872,"Q: On the floor, there is a green jug and a grey pencil. What color is the pencil? A: grey Q: On the desk, there is a blue pen and a black lighter. What color is the pen? A:",blue,4171
"Q: On the floor, you see a brown leash, a purple ball, and a pink puzzle. What color is the ball? A: purple Q: On the table, you see a gold textbook, an orange pen, a black necklace, and a silver lighter. What color is the textbook? A:",gold,3869,"Q: On the floor, you see a brown leash, a purple ball, and a pink puzzle. What color is the ball? A: purple Q: On the table, you see a purple bracelet, a red pen, a yellow plate, and a brown textbook. What color is the bracelet? A:",purple,14032
"Q: On the desk, you see a yellow jug and a black textbook. What color is the textbook? A: black Q: On the desk, there is a yellow textbook, a red bracelet, a purple bottle, and a gold jug. What color is the bracelet? A:",red,2266,"Q: On the desk, you see a yellow jug and a black textbook. What color is the textbook? A: black Q: On the desk, there is a green cup, a grey necklace, a yellow pen, and a brown plate. What color is the cup? A:",green,4077
"Q: On the table, you see an orange lighter and a green ball. What color is the lighter? A: orange Q: On the floor, you see a black ball and a blue plate. What color is the ball? A:",black,2042,"Q: On the table, you see an orange lighter and a green ball. What color is the lighter? A: orange Q: On the floor, you see a yellow notebook and a grey envelope. What color is the notebook? A:",yellow,7872
"Q: On the table, there is an orange lighter and a silver ball. What color is the ball? A: silver Q: On the table, you see an orange lighter, a gold bottle, a yellow leash, and a brown envelope. What color is the leash? A:",yellow,7872,"Q: On the table, there is an orange lighter and a silver ball. What color is the ball? A: silver Q: On the table, you see a blue ball, a red jug, a gold cup, and an orange bottle. What color is the bottle? A:",orange,10912
"Q: On the table, I see a purple bowl and a gold pen. What color is the bowl? A: purple Q: On the table, there is a black puzzle and a pink pencil. What color is the pencil? A:",pink,11398,"Q: On the table, I see a purple bowl and a gold pen. What color is the bowl? A: purple Q: On the table, there is a yellow plate and a red mug. What color is the plate? A:",yellow,7872
"Q: On the table, I see a black bracelet, an orange pen, a grey cup, and a blue puzzle. What color is the puzzle? A: blue Q: On the desk, I see a red necklace and a silver bracelet. What color is the bracelet? A:",silver,8465,"Q: On the table, I see a black bracelet, an orange pen, a grey cup, and a blue puzzle. What color is the puzzle? A: blue Q: On the desk, I see a yellow cup and a purple textbook. What color is the cup? A:",yellow,7872
"Q: On the floor, I see a blue notebook, a red necklace, and a green ball. What color is the necklace? A: red Q: On the table, I see a silver notebook, a gold bowl, and a black pen. What color is the pen? A:",black,2042,"Q: On the floor, I see a blue notebook, a red necklace, and a green ball. What color is the necklace? A: red Q: On the table, I see a silver cup, a black ball, and a brown envelope. What color is the cup? A:",silver,8465
"Q: On the floor, I see a gold necklace and a grey mug. What color is the necklace? A: gold Q: On the floor, there is a pink bracelet, a silver lighter, and a yellow ball. What color is the bracelet? A:",pink,11398,"Q: On the floor, I see a gold necklace and a grey mug. What color is the necklace? A: gold Q: On the floor, there is an orange pencil, a black bottle, and a silver bowl. What color is the bottle? A:",black,2042
"Q: On the floor, there is a pink necklace, a red plate, a purple bracelet, and an orange jug. What color is the jug? A: orange Q: On the table, you see a grey necklace, a black notebook, and a green puzzle. What color is the notebook? A:",black,2042,"Q: On the floor, there is a pink necklace, a red plate, a purple bracelet, and an orange jug. What color is the jug? A: orange Q: On the table, you see a silver ball, a gold leash, and a grey textbook. What color is the textbook? A:",grey,13791
"Q: On the table, there is a green pencil and a yellow envelope. What color is the envelope? A: yellow Q: On the table, I see a brown bowl, a gold bracelet, and a red notebook. What color is the bracelet? A:",gold,3869,"Q: On the table, there is a green pencil and a yellow envelope. What color is the envelope? A: yellow Q: On the table, I see a gold mug, a blue pen, and a brown textbook. What color is the pen? A:",blue,4171
"Q: On the table, you see a green jug, a blue notebook, and a yellow pencil. What color is the pencil? A: yellow Q: On the table, there is a pink plate, a yellow notebook, a grey mug, and a gold ball. What color is the ball? A:",gold,3869,"Q: On the table, you see a green jug, a blue notebook, and a yellow pencil. What color is the pencil? A: yellow Q: On the table, there is a black leash, a red bowl, a pink bracelet, and an orange lighter. What color is the leash? A:",black,2042
"Q: On the table, I see a red mug and a green jug. What color is the mug? A: red Q: On the desk, I see a pink ball, a grey textbook, a silver mug, and a yellow lighter. What color is the lighter? A:",yellow,7872,"Q: On the table, I see a red mug and a green jug. What color is the mug? A: red Q: On the desk, I see a gold mug, a pink pencil, a silver plate, and an orange leash. What color is the pencil? A:",pink,11398
"Q: On the floor, I see a brown bracelet, a black textbook, a purple puzzle, and a pink notebook. What color is the textbook? A: black Q: On the desk, I see a grey envelope, a gold bottle, and a silver pencil. What color is the pencil? A:",silver,8465,"Q: On the floor, I see a brown bracelet, a black textbook, a purple puzzle, and a pink notebook. What color is the textbook? A: black Q: On the desk, I see a blue pen, a red mug, and a grey lighter. What color is the pen? A:",blue,4171
"Q: On the table, I see a yellow jug and a grey envelope. What color is the jug? A: yellow Q: On the floor, there is a blue ball, a red mug, a grey lighter, and a green pen. What color is the pen? A:",green,4077,"Q: On the table, I see a yellow jug and a grey envelope. What color is the jug? A: yellow Q: On the floor, there is a purple lighter, a grey ball, an orange bottle, and a yellow cup. What color is the lighter? A:",purple,14032
"Q: On the desk, there is an orange textbook, a gold bowl, and a silver lighter. What color is the textbook? A: orange Q: On the desk, you see a yellow necklace, a purple mug, and a pink bracelet. What color is the mug? A:",purple,14032,"Q: On the desk, there is an orange textbook, a gold bowl, and a silver lighter. What color is the textbook? A: orange Q: On the desk, you see an orange notebook, a red mug, and a blue lighter. What color is the lighter? A:",blue,4171
"Q: On the floor, I see a green pen, a pink textbook, and a purple bottle. What color is the textbook? A: pink Q: On the floor, you see a gold notebook, a silver pen, and a brown pencil. What color is the notebook? A:",gold,3869,"Q: On the floor, I see a green pen, a pink textbook, and a purple bottle. What color is the textbook? A: pink Q: On the floor, you see a red lighter, a yellow leash, and a gold cup. What color is the lighter? A:",red,2266
"Q: On the floor, there is a green pencil and a pink bottle. What color is the bottle? A: pink Q: On the floor, I see a gold textbook, a pink mug, a red plate, and an orange bottle. What color is the bottle? A:",orange,10912,"Q: On the floor, there is a green pencil and a pink bottle. What color is the bottle? A: pink Q: On the floor, I see an orange textbook, a blue cup, a green lighter, and a red puzzle. What color is the lighter? A:",green,4077
"Q: On the floor, you see a green pencil, a brown bracelet, and a purple lighter. What color is the pencil? A: green Q: On the desk, there is a silver necklace and a black notebook. What color is the notebook? A:",black,2042,"Q: On the floor, you see a green pencil, a brown bracelet, and a purple lighter. What color is the pencil? A: green Q: On the desk, there is a black lighter and a purple pencil. What color is the pencil? A:",purple,14032
