source_file,row_id,context,plausible,implausible,fewshot_k,logprob_pos,logprob_neg,delta
spatial-relations_left_right.csv,19,"The gallery is in front of Mohammed, and the museum is behind. Mohammed turns left.",The gallery is to the right of Mohammed.,The gallery is to the left of Mohammed.,0,-25.291015625,-24.66162109375,-0.62939453125
spatial-relations_left_right.csv,20,The truck is in front of Jesse. Jesse turns right.,The truck is to the left of Jesse.,The truck is to the right of Jesse.,0,-22.6015625,-22.654296875,0.052734375
spatial-relations_left_right.csv,21,The truck is in front of Jesse. Jesse turns left.,The truck is to the right of Jesse.,The truck is to the left of Jesse.,0,-23.1259765625,-22.2646484375,-0.861328125
spatial-relations_left_right.csv,22,"The bakery is in front of Ali, and the bank is behind. Ali turns right.",The bakery is to the left of Ali.,The bakery is to the right of Ali.,0,-23.732421875,-24.01513671875,0.28271484375
spatial-relations_left_right.csv,23,"The bakery is in front of Ali, and the bank is behind. Ali turns left.",The bakery is to the right of Ali.,The bakery is to the left of Ali.,0,-24.3193359375,-23.4111328125,-0.908203125
spatial-relations_left_right.csv,24,The nail is next to the right side of the wheel.,The nail is to the right of the wheel.,The wheel is to the right of the nail.,0,-21.49298095703125,-27.63372802734375,6.1407470703125
spatial-relations_left_right.csv,25,The nail is next to the left side of the wheel.,The wheel is to the right of the nail.,The nail is to the right of the wheel.,0,-26.45013427734375,-21.3614501953125,-5.08868408203125
spatial-relations_left_right.csv,26,The sandwich is next to the right side of the truck.,The truck is to the left of the sandwich.,The truck is to the right of the sandwich.,0,-26.939697265625,-28.006591796875,1.06689453125
spatial-relations_left_right.csv,27,The sandwich is next to the left side of the truck.,The truck is to the right of the sandwich.,The truck is to the left of the sandwich.,0,-26.976806640625,-28.687744140625,1.7109375
spatial-relations_left_right.csv,28,The nail is to the right of the wheel.,The wheel is to the left of the nail.,The wheel is to the right of the nail.,0,-20.22076416015625,-21.73443603515625,1.513671875
spatial-relations_left_right.csv,29,The nail is to the left of the wheel.,The wheel is to the right of the nail.,The wheel is to the left of the nail.,0,-19.77935791015625,-21.00823974609375,1.2288818359375
spatial-relations_left_right.csv,30,The cooler is in front of Li. Li turns right.,The cooler is to the left of Li.,The cooler is to the right of Li.,0,-19.72100830078125,-19.9146728515625,0.19366455078125
spatial-relations_left_right.csv,31,The cooler is in front of Li. Li turns left.,The cooler is to the right of Li.,The cooler is to the left of Li.,0,-19.428466796875,-19.449951171875,0.021484375
spatial-relations_left_right.csv,32,The nail is next to the right side of the wheel.,The wheel is to the left of the nail.,The nail is to the left of the wheel.,0,-26.0863037109375,-21.13714599609375,-4.94915771484375
spatial-relations_left_right.csv,33,The nail is next to the left side of the wheel.,The nail is to the left of the wheel.,The wheel is to the left of the nail.,0,-21.5501708984375,-27.391845703125,5.8416748046875
spatial-relations_left_right.csv,34,The baseball is next to the right side of the candle.,The baseball is to the right of the candle.,The candle is to the right of the baseball.,0,-21.687255859375,-28.1507568359375,6.4635009765625
spatial-relations_left_right.csv,35,The baseball is next to the left side of the candle.,The candle is to the right of the baseball.,The baseball is to the right of the candle.,0,-27.365234375,-20.8707275390625,-6.4945068359375
spatial-relations_left_right.csv,36,"The school is in front of Jesse, and the church is behind. Jesse turns right.",The school is to the left of Jesse.,The school is to the right of Jesse.,0,-26.81689453125,-27.076171875,0.25927734375
spatial-relations_left_right.csv,37,"The church is in front of Jesse, and the school is behind. Jesse turns right.",The school is to the right of Jesse.,The school is to the left of Jesse.,0,-26.16650390625,-26.03271484375,-0.1337890625
spatial-relations_left_right.csv,38,"The shop is in front of Chao, and the zoo is behind. Chao turns right.",The shop is to the left of Chao.,The shop is to the right of Chao.,0,-24.3603515625,-24.5,0.1396484375
spatial-relations_left_right.csv,39,"The shop is in front of Chao, and the zoo is behind. Chao turns left.",The shop is to the right of Chao.,The shop is to the left of Chao.,0,-24.852294921875,-23.603271484375,-1.2490234375
spatial-relations_left_right.csv,40,The screwdriver is to the right of the cooler.,The cooler is to the left of the screwdriver.,The cooler is to the right of the screwdriver.,0,-17.402984619140625,-18.704376220703125,1.3013916015625
spatial-relations_left_right.csv,41,The screwdriver is to the left of the cooler.,The cooler is to the right of the screwdriver.,The cooler is to the left of the screwdriver.,0,-16.625823974609375,-18.87152099609375,2.245697021484375
spatial-relations_left_right.csv,42,"The bank is in front of Ali, and the bakery is behind. Ali turns left.",The bakery is to the left of Ali.,The bakery is to the right of Ali.,0,-23.6904296875,-24.50146484375,0.81103515625
spatial-relations_left_right.csv,43,"The bakery is in front of Ali, and the bank is behind. Ali turns left.",The bakery is to the right of Ali.,The bakery is to the left of Ali.,0,-24.3193359375,-23.4111328125,-0.908203125
spatial-relations_left_right.csv,44,"The school is in front of Jesse, and the church is behind. Jesse turns right.",The school is to the left of Jesse.,The school is to the right of Jesse.,0,-26.81689453125,-27.076171875,0.25927734375
spatial-relations_left_right.csv,45,"The school is in front of Jesse, and the church is behind. Jesse turns left.",The school is to the right of Jesse.,The school is to the left of Jesse.,0,-27.71533203125,-26.44580078125,-1.26953125
spatial-relations_left_right.csv,46,"The bakery is in front of Ali, and the bank is behind. Ali turns right.",The bakery is to the left of Ali.,The bakery is to the right of Ali.,0,-23.732421875,-24.01513671875,0.28271484375
spatial-relations_left_right.csv,47,"The bank is in front of Ali, and the bakery is behind. Ali turns right.",The bakery is to the right of Ali.,The bakery is to the left of Ali.,0,-24.0712890625,-24.1337890625,0.0625
spatial-relations_left_right.csv,48,The sandwich is next to the right side of the truck.,The truck is to the left of the sandwich.,The sandwich is to the left of the truck.,0,-26.939697265625,-21.7039794921875,-5.2357177734375
spatial-relations_left_right.csv,49,The sandwich is next to the left side of the truck.,The sandwich is to the left of the truck.,The truck is to the left of the sandwich.,0,-21.89892578125,-28.687744140625,6.788818359375
spatial-relations_left_right.csv,50,The wheel is in front of Chao. Chao turns right.,The wheel is to the left of Chao.,The wheel is to the right of Chao.,0,-20.528564453125,-20.89990234375,0.371337890625
spatial-relations_left_right.csv,51,The wheel is in front of Chao. Chao turns left.,The wheel is to the right of Chao.,The wheel is to the left of Chao.,0,-20.896484375,-20.38623046875,-0.51025390625
spatial-relations_left_right.csv,52,"The gallery is in front of Mohammed, and the museum is behind. Mohammed turns right.",The gallery is to the left of Mohammed.,The gallery is to the right of Mohammed.,0,-24.91552734375,-25.22021484375,0.3046875
spatial-relations_left_right.csv,53,"The museum is in front of Mohammed, and the gallery is behind. Mohammed turns right.",The gallery is to the right of Mohammed.,The gallery is to the left of Mohammed.,0,-25.95556640625,-25.64892578125,-0.306640625
spatial-relations_left_right.csv,54,"The church is in front of Jesse, and the school is behind. Jesse turns left.",The school is to the left of Jesse.,The school is to the right of Jesse.,0,-25.7861328125,-26.8408203125,1.0546875
spatial-relations_left_right.csv,55,"The school is in front of Jesse, and the church is behind. Jesse turns left.",The school is to the right of Jesse.,The school is to the left of Jesse.,0,-27.71533203125,-26.44580078125,-1.26953125
spatial-relations_left_right.csv,56,The bed is to the right of the volleyball.,The volleyball is to the left of the bed.,The volleyball is to the right of the bed.,0,-17.558502197265625,-19.713836669921875,2.15533447265625
spatial-relations_left_right.csv,57,The bed is to the left of the volleyball.,The volleyball is to the right of the bed.,The volleyball is to the left of the bed.,0,-16.257720947265625,-19.096832275390625,2.839111328125
spatial-relations_left_right.csv,58,"The zoo is in front of Chao, and the shop is behind. Chao turns left.",The shop is to the left of Chao.,The shop is to the right of Chao.,0,-23.763671875,-24.92626953125,1.16259765625
spatial-relations_left_right.csv,59,"The shop is in front of Chao, and the zoo is behind. Chao turns left.",The shop is to the right of Chao.,The shop is to the left of Chao.,0,-24.852294921875,-23.603271484375,-1.2490234375
spatial-relations_left_right.csv,60,The nail is next to the right side of the wheel.,The wheel is to the left of the nail.,The wheel is to the right of the nail.,0,-26.0863037109375,-27.63372802734375,1.54742431640625
spatial-relations_left_right.csv,61,The nail is next to the left side of the wheel.,The wheel is to the right of the nail.,The wheel is to the left of the nail.,0,-26.45013427734375,-27.391845703125,0.94171142578125
spatial-relations_left_right.csv,62,The screwdriver is next to the right side of the cooler.,The cooler is to the left of the screwdriver.,The screwdriver is to the left of the cooler.,0,-23.19439697265625,-19.569915771484375,-3.624481201171875
spatial-relations_left_right.csv,63,The screwdriver is next to the left side of the cooler.,The screwdriver is to the left of the cooler.,The cooler is to the left of the screwdriver.,0,-20.131988525390625,-24.1871337890625,4.055145263671875
spatial-relations_left_right.csv,64,The screwdriver is next to the right side of the cooler.,The cooler is to the left of the screwdriver.,The cooler is to the right of the screwdriver.,0,-23.19439697265625,-23.78839111328125,0.593994140625
spatial-relations_left_right.csv,65,The screwdriver is next to the left side of the cooler.,The cooler is to the right of the screwdriver.,The cooler is to the left of the screwdriver.,0,-22.589599609375,-24.1871337890625,1.5975341796875
spatial-relations_left_right.csv,66,"The hotel is in front of Li, and the hospital is behind. Li turns left.",The hospital is to the left of Li.,The hospital is to the right of Li.,0,-23.09814453125,-23.96875,0.87060546875
spatial-relations_left_right.csv,67,"The hospital is in front of Li, and the hotel is behind. Li turns left.",The hospital is to the right of Li.,The hospital is to the left of Li.,0,-22.84130859375,-21.986328125,-0.85498046875
spatial-relations_left_right.csv,68,The bed is next to the right side of the volleyball.,The volleyball is to the left of the bed.,The bed is to the left of the volleyball.,0,-23.2069091796875,-22.24676513671875,-0.96014404296875
spatial-relations_left_right.csv,69,The bed is next to the left side of the volleyball.,The bed is to the left of the volleyball.,The volleyball is to the left of the bed.,0,-22.64141845703125,-24.2562255859375,1.61480712890625
spatial-relations_left_right.csv,70,The candle is to the right of Ali. Ali turns around.,The candle is to the left of Ali.,The candle is to the right of Ali.,0,-12.176910400390625,-12.84918212890625,0.672271728515625
spatial-relations_left_right.csv,71,The candle is to the left of Ali. Ali turns around.,The candle is to the right of Ali.,The candle is to the left of Ali.,0,-11.73529052734375,-12.798553466796875,1.063262939453125
spatial-relations_left_right.csv,72,The truck is to the right of Jesse. Jesse turns around.,The truck is to the left of Jesse.,The truck is to the right of Jesse.,0,-13.95941162109375,-13.77899169921875,-0.180419921875
spatial-relations_left_right.csv,73,The truck is to the left of Jesse. Jesse turns around.,The truck is to the right of Jesse.,The truck is to the left of Jesse.,0,-13.41400146484375,-12.722015380859375,-0.691986083984375
spatial-relations_left_right.csv,74,The screwdriver is next to the right side of the cooler.,The screwdriver is to the right of the cooler.,The cooler is to the right of the screwdriver.,0,-20.037261962890625,-23.78839111328125,3.751129150390625
spatial-relations_left_right.csv,75,The screwdriver is next to the left side of the cooler.,The cooler is to the right of the screwdriver.,The screwdriver is to the right of the cooler.,0,-22.589599609375,-19.73541259765625,-2.85418701171875
spatial-relations_left_right.csv,76,"The gallery is in front of Mohammed, and the museum is behind. Mohammed turns right.",The gallery is to the left of Mohammed.,The gallery is to the right of Mohammed.,0,-24.91552734375,-25.22021484375,0.3046875
spatial-relations_left_right.csv,77,"The gallery is in front of Mohammed, and the museum is behind. Mohammed turns left.",The gallery is to the right of Mohammed.,The gallery is to the left of Mohammed.,0,-25.291015625,-24.66162109375,-0.62939453125
spatial-relations_left_right.csv,78,The volleyball is in front of Mohammed. Mohammed turns right.,The volleyball is to the left of Mohammed.,The volleyball is to the right of Mohammed.,0,-21.7197265625,-21.83447265625,0.11474609375
spatial-relations_left_right.csv,79,The volleyball is in front of Mohammed. Mohammed turns left.,The volleyball is to the right of Mohammed.,The volleyball is to the left of Mohammed.,0,-22.376708984375,-21.35888671875,-1.017822265625
spatial-relations_left_right.csv,80,The volleyball is to the right of Mohammed. Mohammed turns around.,The volleyball is to the left of Mohammed.,The volleyball is to the right of Mohammed.,0,-14.79327392578125,-15.0849609375,0.29168701171875
spatial-relations_left_right.csv,81,The volleyball is to the left of Mohammed. Mohammed turns around.,The volleyball is to the right of Mohammed.,The volleyball is to the left of Mohammed.,0,-13.304931640625,-13.869216918945312,0.5642852783203125
spatial-relations_left_right.csv,82,The sandwich is next to the right side of the truck.,The sandwich is to the right of the truck.,The truck is to the right of the sandwich.,0,-22.37548828125,-28.006591796875,5.631103515625
spatial-relations_left_right.csv,83,The sandwich is next to the left side of the truck.,The truck is to the right of the sandwich.,The sandwich is to the right of the truck.,0,-26.976806640625,-22.02178955078125,-4.95501708984375
spatial-relations_left_right.csv,84,The bed is next to the right side of the volleyball.,The volleyball is to the left of the bed.,The volleyball is to the right of the bed.,0,-23.2069091796875,-24.0164794921875,0.8095703125
spatial-relations_left_right.csv,85,The bed is next to the left side of the volleyball.,The volleyball is to the right of the bed.,The volleyball is to the left of the bed.,0,-23.2750244140625,-24.2562255859375,0.981201171875
spatial-relations_left_right.csv,86,"The hospital is in front of Li, and the hotel is behind. Li turns right.",The hospital is to the left of Li.,The hospital is to the right of Li.,0,-22.30615234375,-22.853515625,0.54736328125
spatial-relations_left_right.csv,87,"The hospital is in front of Li, and the hotel is behind. Li turns left.",The hospital is to the right of Li.,The hospital is to the left of Li.,0,-22.84130859375,-21.986328125,-0.85498046875
spatial-relations_left_right.csv,88,The cooler is to the right of Li. Li turns around.,The cooler is to the left of Li.,The cooler is to the right of Li.,0,-12.172653198242188,-11.830520629882812,-0.342132568359375
spatial-relations_left_right.csv,89,The cooler is to the left of Li. Li turns around.,The cooler is to the right of Li.,The cooler is to the left of Li.,0,-11.750625610351562,-11.61572265625,-0.1349029541015625
