clean,corrupted,label1,label2
The evaluation lasted from the year 1512 to the year 151,The evaluation lasted from the year 1501 to the year 151,1,2
The evaluation lasted from the year 1484 to the year 148,The evaluation lasted from the year 1401 to the year 148,8,4
The trial lasted from the year 1698 to the year 169,The trial lasted from the year 1601 to the year 169,9,8
The progress lasted from the year 1593 to the year 159,The progress lasted from the year 1501 to the year 159,9,3
The plan lasted from the year 1343 to the year 134,The plan lasted from the year 1301 to the year 134,4,3
The quest lasted from the year 1287 to the year 128,The quest lasted from the year 1201 to the year 128,8,7
The trial lasted from the year 1302 to the year 130,The trial lasted from the year 1301 to the year 130,0,2
The progress lasted from the year 1607 to the year 160,The progress lasted from the year 1601 to the year 160,0,7
The project lasted from the year 1712 to the year 171,The project lasted from the year 1701 to the year 171,1,2
The testing lasted from the year 1396 to the year 139,The testing lasted from the year 1301 to the year 139,9,6
The campaign lasted from the year 1221 to the year 122,The campaign lasted from the year 1201 to the year 122,2,1
The case lasted from the year 1460 to the year 146,The case lasted from the year 1401 to the year 146,6,0
The tests lasted from the year 1796 to the year 179,The tests lasted from the year 1701 to the year 179,9,6
The assessment lasted from the year 1484 to the year 148,The assessment lasted from the year 1401 to the year 148,8,4
The campaign lasted from the year 1488 to the year 148,The campaign lasted from the year 1401 to the year 148,8,8
The increase lasted from the year 1281 to the year 128,The increase lasted from the year 1201 to the year 128,8,1
The evaluation lasted from the year 1340 to the year 134,The evaluation lasted from the year 1301 to the year 134,4,0
The test lasted from the year 1261 to the year 126,The test lasted from the year 1201 to the year 126,6,1
The evaluation lasted from the year 1104 to the year 110,The evaluation lasted from the year 1101 to the year 110,0,4
The process lasted from the year 1617 to the year 161,The process lasted from the year 1601 to the year 161,1,7
The employment lasted from the year 1229 to the year 122,The employment lasted from the year 1201 to the year 122,2,9
The contact lasted from the year 1649 to the year 164,The contact lasted from the year 1601 to the year 164,4,9
The therapy lasted from the year 1350 to the year 135,The therapy lasted from the year 1301 to the year 135,5,0
The practice lasted from the year 1175 to the year 117,The practice lasted from the year 1101 to the year 117,7,5
The case lasted from the year 1721 to the year 172,The case lasted from the year 1701 to the year 172,2,1
The test lasted from the year 1521 to the year 152,The test lasted from the year 1501 to the year 152,2,1
The practice lasted from the year 1115 to the year 111,The practice lasted from the year 1101 to the year 111,1,5
The rise lasted from the year 1246 to the year 124,The rise lasted from the year 1201 to the year 124,4,6
The operation lasted from the year 1434 to the year 143,The operation lasted from the year 1401 to the year 143,3,4
The testing lasted from the year 1627 to the year 162,The testing lasted from the year 1601 to the year 162,2,7
The construction lasted from the year 1393 to the year 139,The construction lasted from the year 1301 to the year 139,9,3
The tests lasted from the year 1753 to the year 175,The tests lasted from the year 1701 to the year 175,5,3
The growth lasted from the year 1702 to the year 170,The growth lasted from the year 1701 to the year 170,0,2
The employment lasted from the year 1397 to the year 139,The employment lasted from the year 1301 to the year 139,9,7
The assessment lasted from the year 1591 to the year 159,The assessment lasted from the year 1501 to the year 159,9,1
The relationship lasted from the year 1104 to the year 110,The relationship lasted from the year 1101 to the year 110,0,4
The increase lasted from the year 1355 to the year 135,The increase lasted from the year 1301 to the year 135,5,5
The coma lasted from the year 1192 to the year 119,The coma lasted from the year 1101 to the year 119,9,2
The development lasted from the year 1594 to the year 159,The development lasted from the year 1501 to the year 159,9,4
The increase lasted from the year 1102 to the year 110,The increase lasted from the year 1101 to the year 110,0,2
The assessment lasted from the year 1804 to the year 180,The assessment lasted from the year 1801 to the year 180,0,4
The process lasted from the year 1243 to the year 124,The process lasted from the year 1201 to the year 124,4,3
The assessment lasted from the year 1165 to the year 116,The assessment lasted from the year 1101 to the year 116,6,5
The therapy lasted from the year 1323 to the year 132,The therapy lasted from the year 1301 to the year 132,2,3
The deal lasted from the year 1747 to the year 174,The deal lasted from the year 1701 to the year 174,4,7
The growth lasted from the year 1648 to the year 164,The growth lasted from the year 1601 to the year 164,4,8
The test lasted from the year 1343 to the year 134,The test lasted from the year 1301 to the year 134,4,3
The plan lasted from the year 1217 to the year 121,The plan lasted from the year 1201 to the year 121,1,7
The contact lasted from the year 1586 to the year 158,The contact lasted from the year 1501 to the year 158,8,6
The study lasted from the year 1434 to the year 143,The study lasted from the year 1401 to the year 143,3,4
The quest lasted from the year 1867 to the year 186,The quest lasted from the year 1801 to the year 186,6,7
The trial lasted from the year 1869 to the year 186,The trial lasted from the year 1801 to the year 186,6,9
The quest lasted from the year 1768 to the year 176,The quest lasted from the year 1701 to the year 176,6,8
The exchange lasted from the year 1646 to the year 164,The exchange lasted from the year 1601 to the year 164,4,6
The relationship lasted from the year 1195 to the year 119,The relationship lasted from the year 1101 to the year 119,9,5
The attack lasted from the year 1825 to the year 182,The attack lasted from the year 1801 to the year 182,2,5
The rule lasted from the year 1429 to the year 142,The rule lasted from the year 1401 to the year 142,2,9
The shift lasted from the year 1231 to the year 123,The shift lasted from the year 1201 to the year 123,3,1
The progress lasted from the year 1641 to the year 164,The progress lasted from the year 1601 to the year 164,4,1
The rise lasted from the year 1571 to the year 157,The rise lasted from the year 1501 to the year 157,7,1
The process lasted from the year 1383 to the year 138,The process lasted from the year 1301 to the year 138,8,3
The impact lasted from the year 1884 to the year 188,The impact lasted from the year 1801 to the year 188,8,4
The contract lasted from the year 1520 to the year 152,The contract lasted from the year 1501 to the year 152,2,0
The process lasted from the year 1417 to the year 141,The process lasted from the year 1401 to the year 141,1,7
The challenge lasted from the year 1279 to the year 127,The challenge lasted from the year 1201 to the year 127,7,9
The practice lasted from the year 1574 to the year 157,The practice lasted from the year 1501 to the year 157,7,4
The attack lasted from the year 1473 to the year 147,The attack lasted from the year 1401 to the year 147,7,3
The work lasted from the year 1187 to the year 118,The work lasted from the year 1101 to the year 118,8,7
The outcome lasted from the year 1222 to the year 122,The outcome lasted from the year 1201 to the year 122,2,2
The outcome lasted from the year 1534 to the year 153,The outcome lasted from the year 1501 to the year 153,3,4
The fall lasted from the year 1595 to the year 159,The fall lasted from the year 1501 to the year 159,9,5
The rise lasted from the year 1453 to the year 145,The rise lasted from the year 1401 to the year 145,5,3
The development lasted from the year 1615 to the year 161,The development lasted from the year 1601 to the year 161,1,5
The trip lasted from the year 1232 to the year 123,The trip lasted from the year 1201 to the year 123,3,2
The deal lasted from the year 1794 to the year 179,The deal lasted from the year 1701 to the year 179,9,4
The assessment lasted from the year 1708 to the year 170,The assessment lasted from the year 1701 to the year 170,0,8
The fall lasted from the year 1866 to the year 186,The fall lasted from the year 1801 to the year 186,6,6
The existence lasted from the year 1883 to the year 188,The existence lasted from the year 1801 to the year 188,8,3
The study lasted from the year 1113 to the year 111,The study lasted from the year 1101 to the year 111,1,3
The effect lasted from the year 1559 to the year 155,The effect lasted from the year 1501 to the year 155,5,9
The employment lasted from the year 1552 to the year 155,The employment lasted from the year 1501 to the year 155,5,2
The practice lasted from the year 1609 to the year 160,The practice lasted from the year 1601 to the year 160,0,9
The trial lasted from the year 1596 to the year 159,The trial lasted from the year 1501 to the year 159,9,6
The evaluation lasted from the year 1339 to the year 133,The evaluation lasted from the year 1301 to the year 133,3,9
The work lasted from the year 1848 to the year 184,The work lasted from the year 1801 to the year 184,4,8
The assessment lasted from the year 1871 to the year 187,The assessment lasted from the year 1801 to the year 187,7,1
The competition lasted from the year 1555 to the year 155,The competition lasted from the year 1501 to the year 155,5,5
The program lasted from the year 1737 to the year 173,The program lasted from the year 1701 to the year 173,3,7
The evaluation lasted from the year 1559 to the year 155,The evaluation lasted from the year 1501 to the year 155,5,9
The plan lasted from the year 1846 to the year 184,The plan lasted from the year 1801 to the year 184,4,6
The practice lasted from the year 1192 to the year 119,The practice lasted from the year 1101 to the year 119,9,2
The quest lasted from the year 1716 to the year 171,The quest lasted from the year 1701 to the year 171,1,6
The existence lasted from the year 1216 to the year 121,The existence lasted from the year 1201 to the year 121,1,6
The competition lasted from the year 1270 to the year 127,The competition lasted from the year 1201 to the year 127,7,0
The exchange lasted from the year 1435 to the year 143,The exchange lasted from the year 1401 to the year 143,3,5
The assessment lasted from the year 1415 to the year 141,The assessment lasted from the year 1401 to the year 141,1,5
The exchange lasted from the year 1373 to the year 137,The exchange lasted from the year 1301 to the year 137,7,3
The deal lasted from the year 1296 to the year 129,The deal lasted from the year 1201 to the year 129,9,6
The outcome lasted from the year 1336 to the year 133,The outcome lasted from the year 1301 to the year 133,3,6
The trip lasted from the year 1110 to the year 111,The trip lasted from the year 1101 to the year 111,1,0
The rise lasted from the year 1878 to the year 187,The rise lasted from the year 1801 to the year 187,7,8
The test lasted from the year 1346 to the year 134,The test lasted from the year 1301 to the year 134,4,6
The fall lasted from the year 1540 to the year 154,The fall lasted from the year 1501 to the year 154,4,0
The growth lasted from the year 1755 to the year 175,The growth lasted from the year 1701 to the year 175,5,5
The relationship lasted from the year 1602 to the year 160,The relationship lasted from the year 1601 to the year 160,0,2
The order lasted from the year 1480 to the year 148,The order lasted from the year 1401 to the year 148,8,0
The trial lasted from the year 1822 to the year 182,The trial lasted from the year 1801 to the year 182,2,2
The development lasted from the year 1152 to the year 115,The development lasted from the year 1101 to the year 115,5,2
The growth lasted from the year 1116 to the year 111,The growth lasted from the year 1101 to the year 111,1,6
The project lasted from the year 1744 to the year 174,The project lasted from the year 1701 to the year 174,4,4
The process lasted from the year 1725 to the year 172,The process lasted from the year 1701 to the year 172,2,5
The existence lasted from the year 1359 to the year 135,The existence lasted from the year 1301 to the year 135,5,9
The shift lasted from the year 1691 to the year 169,The shift lasted from the year 1601 to the year 169,9,1
The contact lasted from the year 1350 to the year 135,The contact lasted from the year 1301 to the year 135,5,0
The assessment lasted from the year 1664 to the year 166,The assessment lasted from the year 1601 to the year 166,6,4
The growth lasted from the year 1442 to the year 144,The growth lasted from the year 1401 to the year 144,4,2
The fall lasted from the year 1473 to the year 147,The fall lasted from the year 1401 to the year 147,7,3
The progress lasted from the year 1154 to the year 115,The progress lasted from the year 1101 to the year 115,5,4
The practice lasted from the year 1131 to the year 113,The practice lasted from the year 1101 to the year 113,3,1
The trial lasted from the year 1540 to the year 154,The trial lasted from the year 1501 to the year 154,4,0
The existence lasted from the year 1710 to the year 171,The existence lasted from the year 1701 to the year 171,1,0
The employment lasted from the year 1784 to the year 178,The employment lasted from the year 1701 to the year 178,8,4
The campaign lasted from the year 1131 to the year 113,The campaign lasted from the year 1101 to the year 113,3,1
The trip lasted from the year 1338 to the year 133,The trip lasted from the year 1301 to the year 133,3,8
The increase lasted from the year 1440 to the year 144,The increase lasted from the year 1401 to the year 144,4,0
The employment lasted from the year 1581 to the year 158,The employment lasted from the year 1501 to the year 158,8,1
The project lasted from the year 1821 to the year 182,The project lasted from the year 1801 to the year 182,2,1
The attack lasted from the year 1305 to the year 130,The attack lasted from the year 1301 to the year 130,0,5
The effect lasted from the year 1851 to the year 185,The effect lasted from the year 1801 to the year 185,5,1
The plan lasted from the year 1113 to the year 111,The plan lasted from the year 1101 to the year 111,1,3
The case lasted from the year 1317 to the year 131,The case lasted from the year 1301 to the year 131,1,7
The progress lasted from the year 1204 to the year 120,The progress lasted from the year 1201 to the year 120,0,4
The shift lasted from the year 1440 to the year 144,The shift lasted from the year 1401 to the year 144,4,0
The process lasted from the year 1507 to the year 150,The process lasted from the year 1501 to the year 150,0,7
The development lasted from the year 1810 to the year 181,The development lasted from the year 1801 to the year 181,1,0
The exchange lasted from the year 1319 to the year 131,The exchange lasted from the year 1301 to the year 131,1,9
The program lasted from the year 1618 to the year 161,The program lasted from the year 1601 to the year 161,1,8
The testing lasted from the year 1673 to the year 167,The testing lasted from the year 1601 to the year 167,7,3
The test lasted from the year 1751 to the year 175,The test lasted from the year 1701 to the year 175,5,1
The fall lasted from the year 1402 to the year 140,The fall lasted from the year 1401 to the year 140,0,2
The fall lasted from the year 1746 to the year 174,The fall lasted from the year 1701 to the year 174,4,6
The contact lasted from the year 1271 to the year 127,The contact lasted from the year 1201 to the year 127,7,1
The quest lasted from the year 1745 to the year 174,The quest lasted from the year 1701 to the year 174,4,5
The trip lasted from the year 1865 to the year 186,The trip lasted from the year 1801 to the year 186,6,5
The campaign lasted from the year 1248 to the year 124,The campaign lasted from the year 1201 to the year 124,4,8
The challenge lasted from the year 1709 to the year 170,The challenge lasted from the year 1701 to the year 170,0,9
The contact lasted from the year 1738 to the year 173,The contact lasted from the year 1701 to the year 173,3,8
The challenge lasted from the year 1728 to the year 172,The challenge lasted from the year 1701 to the year 172,2,8
The outcome lasted from the year 1488 to the year 148,The outcome lasted from the year 1401 to the year 148,8,8
The tests lasted from the year 1853 to the year 185,The tests lasted from the year 1801 to the year 185,5,3
The order lasted from the year 1434 to the year 143,The order lasted from the year 1401 to the year 143,3,4
The deal lasted from the year 1568 to the year 156,The deal lasted from the year 1501 to the year 156,6,8
The testing lasted from the year 1869 to the year 186,The testing lasted from the year 1801 to the year 186,6,9
The attack lasted from the year 1226 to the year 122,The attack lasted from the year 1201 to the year 122,2,6
The assessment lasted from the year 1272 to the year 127,The assessment lasted from the year 1201 to the year 127,7,2
The contract lasted from the year 1231 to the year 123,The contract lasted from the year 1201 to the year 123,3,1
The practice lasted from the year 1433 to the year 143,The practice lasted from the year 1401 to the year 143,3,3
The testing lasted from the year 1731 to the year 173,The testing lasted from the year 1701 to the year 173,3,1
The work lasted from the year 1632 to the year 163,The work lasted from the year 1601 to the year 163,3,2
The employment lasted from the year 1287 to the year 128,The employment lasted from the year 1201 to the year 128,8,7
The attack lasted from the year 1113 to the year 111,The attack lasted from the year 1101 to the year 111,1,3
The order lasted from the year 1648 to the year 164,The order lasted from the year 1601 to the year 164,4,8
The relationship lasted from the year 1730 to the year 173,The relationship lasted from the year 1701 to the year 173,3,0
The existence lasted from the year 1453 to the year 145,The existence lasted from the year 1401 to the year 145,5,3
The practice lasted from the year 1694 to the year 169,The practice lasted from the year 1601 to the year 169,9,4
The attack lasted from the year 1602 to the year 160,The attack lasted from the year 1601 to the year 160,0,2
The contact lasted from the year 1851 to the year 185,The contact lasted from the year 1801 to the year 185,5,1
The shift lasted from the year 1263 to the year 126,The shift lasted from the year 1201 to the year 126,6,3
The rise lasted from the year 1756 to the year 175,The rise lasted from the year 1701 to the year 175,5,6
The deal lasted from the year 1193 to the year 119,The deal lasted from the year 1101 to the year 119,9,3
The impact lasted from the year 1105 to the year 110,The impact lasted from the year 1101 to the year 110,0,5
The relationship lasted from the year 1448 to the year 144,The relationship lasted from the year 1401 to the year 144,4,8
The effect lasted from the year 1645 to the year 164,The effect lasted from the year 1601 to the year 164,4,5
The attack lasted from the year 1680 to the year 168,The attack lasted from the year 1601 to the year 168,8,0
The process lasted from the year 1824 to the year 182,The process lasted from the year 1801 to the year 182,2,4
The quest lasted from the year 1203 to the year 120,The quest lasted from the year 1201 to the year 120,0,3
The shift lasted from the year 1443 to the year 144,The shift lasted from the year 1401 to the year 144,4,3
The tour lasted from the year 1173 to the year 117,The tour lasted from the year 1101 to the year 117,7,3
The study lasted from the year 1472 to the year 147,The study lasted from the year 1401 to the year 147,7,2
The program lasted from the year 1579 to the year 157,The program lasted from the year 1501 to the year 157,7,9
The existence lasted from the year 1111 to the year 111,The existence lasted from the year 1101 to the year 111,1,1
The contact lasted from the year 1532 to the year 153,The contact lasted from the year 1501 to the year 153,3,2
The project lasted from the year 1307 to the year 130,The project lasted from the year 1301 to the year 130,0,7
The test lasted from the year 1580 to the year 158,The test lasted from the year 1501 to the year 158,8,0
The trial lasted from the year 1160 to the year 116,The trial lasted from the year 1101 to the year 116,6,0
The trial lasted from the year 1260 to the year 126,The trial lasted from the year 1201 to the year 126,6,0
The work lasted from the year 1827 to the year 182,The work lasted from the year 1801 to the year 182,2,7
The program lasted from the year 1187 to the year 118,The program lasted from the year 1101 to the year 118,8,7
The therapy lasted from the year 1750 to the year 175,The therapy lasted from the year 1701 to the year 175,5,0
The impact lasted from the year 1883 to the year 188,The impact lasted from the year 1801 to the year 188,8,3
The testing lasted from the year 1340 to the year 134,The testing lasted from the year 1301 to the year 134,4,0
The effect lasted from the year 1353 to the year 135,The effect lasted from the year 1301 to the year 135,5,3
The trip lasted from the year 1319 to the year 131,The trip lasted from the year 1301 to the year 131,1,9
The effect lasted from the year 1475 to the year 147,The effect lasted from the year 1401 to the year 147,7,5
The progress lasted from the year 1575 to the year 157,The progress lasted from the year 1501 to the year 157,7,5
The practice lasted from the year 1787 to the year 178,The practice lasted from the year 1701 to the year 178,8,7
The trial lasted from the year 1482 to the year 148,The trial lasted from the year 1401 to the year 148,8,2
The coma lasted from the year 1630 to the year 163,The coma lasted from the year 1601 to the year 163,3,0
The progress lasted from the year 1855 to the year 185,The progress lasted from the year 1801 to the year 185,5,5
The effect lasted from the year 1503 to the year 150,The effect lasted from the year 1501 to the year 150,0,3
The existence lasted from the year 1125 to the year 112,The existence lasted from the year 1101 to the year 112,2,5
The testing lasted from the year 1168 to the year 116,The testing lasted from the year 1101 to the year 116,6,8
The project lasted from the year 1634 to the year 163,The project lasted from the year 1601 to the year 163,3,4
The case lasted from the year 1823 to the year 182,The case lasted from the year 1801 to the year 182,2,3
The coma lasted from the year 1480 to the year 148,The coma lasted from the year 1401 to the year 148,8,0
The construction lasted from the year 1241 to the year 124,The construction lasted from the year 1201 to the year 124,4,1
The project lasted from the year 1639 to the year 163,The project lasted from the year 1601 to the year 163,3,9
The coma lasted from the year 1383 to the year 138,The coma lasted from the year 1301 to the year 138,8,3
The shift lasted from the year 1790 to the year 179,The shift lasted from the year 1701 to the year 179,9,0
The evaluation lasted from the year 1497 to the year 149,The evaluation lasted from the year 1401 to the year 149,9,7
The development lasted from the year 1198 to the year 119,The development lasted from the year 1101 to the year 119,9,8
The process lasted from the year 1705 to the year 170,The process lasted from the year 1701 to the year 170,0,5
The order lasted from the year 1779 to the year 177,The order lasted from the year 1701 to the year 177,7,9
The riot lasted from the year 1575 to the year 157,The riot lasted from the year 1501 to the year 157,7,5
The process lasted from the year 1466 to the year 146,The process lasted from the year 1401 to the year 146,6,6
The progress lasted from the year 1215 to the year 121,The progress lasted from the year 1201 to the year 121,1,5
The evaluation lasted from the year 1762 to the year 176,The evaluation lasted from the year 1701 to the year 176,6,2
The tour lasted from the year 1284 to the year 128,The tour lasted from the year 1201 to the year 128,8,4
The case lasted from the year 1886 to the year 188,The case lasted from the year 1801 to the year 188,8,6
The development lasted from the year 1207 to the year 120,The development lasted from the year 1201 to the year 120,0,7
The project lasted from the year 1805 to the year 180,The project lasted from the year 1801 to the year 180,0,5
The quest lasted from the year 1396 to the year 139,The quest lasted from the year 1301 to the year 139,9,6
The work lasted from the year 1695 to the year 169,The work lasted from the year 1601 to the year 169,9,5
The work lasted from the year 1597 to the year 159,The work lasted from the year 1501 to the year 159,9,7
The tour lasted from the year 1322 to the year 132,The tour lasted from the year 1301 to the year 132,2,2
The trial lasted from the year 1406 to the year 140,The trial lasted from the year 1401 to the year 140,0,6
The fall lasted from the year 1711 to the year 171,The fall lasted from the year 1701 to the year 171,1,1
The rule lasted from the year 1617 to the year 161,The rule lasted from the year 1601 to the year 161,1,7
The evaluation lasted from the year 1351 to the year 135,The evaluation lasted from the year 1301 to the year 135,5,1
The outcome lasted from the year 1102 to the year 110,The outcome lasted from the year 1101 to the year 110,0,2
The project lasted from the year 1712 to the year 171,The project lasted from the year 1701 to the year 171,1,2
The project lasted from the year 1565 to the year 156,The project lasted from the year 1501 to the year 156,6,5
The contract lasted from the year 1869 to the year 186,The contract lasted from the year 1801 to the year 186,6,9
The assessment lasted from the year 1234 to the year 123,The assessment lasted from the year 1201 to the year 123,3,4
The effect lasted from the year 1875 to the year 187,The effect lasted from the year 1801 to the year 187,7,5
The order lasted from the year 1169 to the year 116,The order lasted from the year 1101 to the year 116,6,9
The coma lasted from the year 1780 to the year 178,The coma lasted from the year 1701 to the year 178,8,0
The effect lasted from the year 1785 to the year 178,The effect lasted from the year 1701 to the year 178,8,5
The challenge lasted from the year 1551 to the year 155,The challenge lasted from the year 1501 to the year 155,5,1
The relationship lasted from the year 1479 to the year 147,The relationship lasted from the year 1401 to the year 147,7,9
The construction lasted from the year 1141 to the year 114,The construction lasted from the year 1101 to the year 114,4,1
The growth lasted from the year 1258 to the year 125,The growth lasted from the year 1201 to the year 125,5,8
The rule lasted from the year 1338 to the year 133,The rule lasted from the year 1301 to the year 133,3,8
The outcome lasted from the year 1518 to the year 151,The outcome lasted from the year 1501 to the year 151,1,8
The coma lasted from the year 1324 to the year 132,The coma lasted from the year 1301 to the year 132,2,4
The shift lasted from the year 1286 to the year 128,The shift lasted from the year 1201 to the year 128,8,6
The deal lasted from the year 1347 to the year 134,The deal lasted from the year 1301 to the year 134,4,7
The operation lasted from the year 1334 to the year 133,The operation lasted from the year 1301 to the year 133,3,4
The plan lasted from the year 1603 to the year 160,The plan lasted from the year 1601 to the year 160,0,3
The existence lasted from the year 1216 to the year 121,The existence lasted from the year 1201 to the year 121,1,6
The case lasted from the year 1426 to the year 142,The case lasted from the year 1401 to the year 142,2,6
The tests lasted from the year 1106 to the year 110,The tests lasted from the year 1101 to the year 110,0,6
The outcome lasted from the year 1462 to the year 146,The outcome lasted from the year 1401 to the year 146,6,2
The effect lasted from the year 1223 to the year 122,The effect lasted from the year 1201 to the year 122,2,3
The work lasted from the year 1508 to the year 150,The work lasted from the year 1501 to the year 150,0,8
The construction lasted from the year 1203 to the year 120,The construction lasted from the year 1201 to the year 120,0,3
The development lasted from the year 1502 to the year 150,The development lasted from the year 1501 to the year 150,0,2
The practice lasted from the year 1650 to the year 165,The practice lasted from the year 1601 to the year 165,5,0
The tour lasted from the year 1356 to the year 135,The tour lasted from the year 1301 to the year 135,5,6
The contract lasted from the year 1504 to the year 150,The contract lasted from the year 1501 to the year 150,0,4
The shift lasted from the year 1764 to the year 176,The shift lasted from the year 1701 to the year 176,6,4
The tour lasted from the year 1459 to the year 145,The tour lasted from the year 1401 to the year 145,5,9
The project lasted from the year 1279 to the year 127,The project lasted from the year 1201 to the year 127,7,9
The progress lasted from the year 1578 to the year 157,The progress lasted from the year 1501 to the year 157,7,8
The process lasted from the year 1477 to the year 147,The process lasted from the year 1401 to the year 147,7,7
The construction lasted from the year 1720 to the year 172,The construction lasted from the year 1701 to the year 172,2,0
The trial lasted from the year 1476 to the year 147,The trial lasted from the year 1401 to the year 147,7,6
The tour lasted from the year 1866 to the year 186,The tour lasted from the year 1801 to the year 186,6,6
The increase lasted from the year 1849 to the year 184,The increase lasted from the year 1801 to the year 184,4,9
The plan lasted from the year 1848 to the year 184,The plan lasted from the year 1801 to the year 184,4,8
The fall lasted from the year 1631 to the year 163,The fall lasted from the year 1601 to the year 163,3,1
The development lasted from the year 1739 to the year 173,The development lasted from the year 1701 to the year 173,3,9
The attack lasted from the year 1738 to the year 173,The attack lasted from the year 1701 to the year 173,3,8
The rise lasted from the year 1579 to the year 157,The rise lasted from the year 1501 to the year 157,7,9
The development lasted from the year 1293 to the year 129,The development lasted from the year 1201 to the year 129,9,3
The shift lasted from the year 1298 to the year 129,The shift lasted from the year 1201 to the year 129,9,8
The project lasted from the year 1575 to the year 157,The project lasted from the year 1501 to the year 157,7,5
The shift lasted from the year 1589 to the year 158,The shift lasted from the year 1501 to the year 158,8,9
The exchange lasted from the year 1403 to the year 140,The exchange lasted from the year 1401 to the year 140,0,3
The work lasted from the year 1364 to the year 136,The work lasted from the year 1301 to the year 136,6,4
The work lasted from the year 1553 to the year 155,The work lasted from the year 1501 to the year 155,5,3
The order lasted from the year 1594 to the year 159,The order lasted from the year 1501 to the year 159,9,4
The tests lasted from the year 1470 to the year 147,The tests lasted from the year 1401 to the year 147,7,0
The employment lasted from the year 1332 to the year 133,The employment lasted from the year 1301 to the year 133,3,2
The case lasted from the year 1162 to the year 116,The case lasted from the year 1101 to the year 116,6,2
The tests lasted from the year 1574 to the year 157,The tests lasted from the year 1501 to the year 157,7,4
The construction lasted from the year 1863 to the year 186,The construction lasted from the year 1801 to the year 186,6,3
The employment lasted from the year 1251 to the year 125,The employment lasted from the year 1201 to the year 125,5,1
The trip lasted from the year 1685 to the year 168,The trip lasted from the year 1601 to the year 168,8,5
The development lasted from the year 1162 to the year 116,The development lasted from the year 1101 to the year 116,6,2
The program lasted from the year 1429 to the year 142,The program lasted from the year 1401 to the year 142,2,9
