clean,corrupted,correct_idx,incorrect_idx,nonce_singular,nonce_plural,label
"First, there were two memions. Now there is one mem","First, there was one memion. Now there are two mem",290,908,memion,memions,1
"First, there was one proment. Now there are two prom","First, there were two proments. Now there is one prom",805,306,proment,proments,0
"First, there were two proments. Now there is one prom","First, there was one proment. Now there are two prom",306,805,proment,proments,1
"First, there was one trale. Now there are two tr","First, there were two trales. Now there is one tr",3831,1574,trale,trales,0
"First, there were two trales. Now there is one tr","First, there was one trale. Now there are two tr",1574,3831,trale,trales,1
"First, there was one urner. Now there are two urn","First, there were two urners. Now there is one urn",388,261,urner,urners,0
"First, there were two urners. Now there is one urn","First, there was one urner. Now there are two urn",261,388,urner,urners,1
"First, there was one efforn. Now there are two eff","First, there were two efforns. Now there is one eff",43029,1512,efforn,efforns,0
"First, there were two efforns. Now there is one eff","First, there was one efforn. Now there are two eff",1512,43029,efforn,efforns,1
"First, there was one presisate. Now there are two presis","First, there were two presisates. Now there is one presis",973,349,presisate,presisates,0
"First, there were two presisates. Now there is one presis","First, there was one presisate. Now there are two presis",349,973,presisate,presisates,1
"First, there was one flomity. Now there are two flom","First, there were two flomities. Now there is one flom",1361,487,flomity,flomities,0
"First, there were two flomities. Now there is one flom","First, there was one flomity. Now there are two flom",487,1361,flomity,flomities,1
"First, there was one purpint. Now there are two purp","First, there were two purpints. Now there is one purp",21042,396,purpint,purpints,0
"First, there were two purpints. Now there is one purp","First, there was one purpint. Now there are two purp",396,21042,purpint,purpints,1
"First, there was one revotian. Now there are two revot","First, there were two revotians. Now there is one revot",5380,1103,revotian,revotians,0
"First, there were two revotians. Now there is one revot","First, there was one revotian. Now there are two revot",1103,5380,revotian,revotians,1
"First, there was one sirtor. Now there are two sirt","First, there were two sirtors. Now there is one sirt",1087,269,sirtor,sirtors,0
"First, there were two sirtors. Now there is one sirt","First, there was one sirtor. Now there are two sirt",269,1087,sirtor,sirtors,1
"First, there was one reveak. Now there are two reve","First, there were two reveaks. Now there is one reve",9810,585,reveak,reveaks,0
"First, there were two reveaks. Now there is one reve","First, there was one reveak. Now there are two reve",585,9810,reveak,reveaks,1
"First, there was one panerdment. Now there are two panerd","First, there were two panerdments. Now there is one panerd",1368,478,panerdment,panerdments,0
"First, there were two panerdments. Now there is one panerd","First, there was one panerdment. Now there are two panerd",478,1368,panerdment,panerdments,1
"First, there was one wiek. Now there are two wie","First, there were two wieks. Now there is one wie",2787,74,wiek,wieks,0
"First, there were two wieks. Now there is one wie","First, there was one wiek. Now there are two wie",74,2787,wiek,wieks,1
"First, there was one rarution. Now there are two rar","First, there were two rarutions. Now there is one rar",3977,1488,rarution,rarutions,0
"First, there were two rarutions. Now there is one rar","First, there was one rarution. Now there are two rar",1488,3977,rarution,rarutions,1
"First, there was one awkess. Now there are two awk","First, there were two awkesses. Now there is one awk",64870,433,awkess,awkesses,0
"First, there were two awkesses. Now there is one awk","First, there was one awkess. Now there are two awk",433,64870,awkess,awkesses,1
"First, there was one erant. Now there are two er","First, there were two erants. Now there is one er",1783,517,erant,erants,0
"First, there were two erants. Now there is one er","First, there was one erant. Now there are two er",517,1783,erant,erants,1
"First, there was one swess. Now there are two sw","First, there were two swesses. Now there is one sw",64870,433,swess,swesses,0
"First, there were two swesses. Now there is one sw","First, there was one swess. Now there are two sw",433,64870,swess,swesses,1
"First, there was one spead. Now there are two spe","First, there were two speads. Now there is one spe",7664,329,spead,speads,0
"First, there were two speads. Now there is one spe","First, there was one spead. Now there are two spe",329,7664,spead,speads,1
"First, there was one moque. Now there are two mo","First, there were two moques. Now there is one mo",13968,591,moque,moques,0
"First, there were two moques. Now there is one mo","First, there was one moque. Now there are two mo",591,13968,moque,moques,1
"First, there was one trake. Now there are two tr","First, there were two trakes. Now there is one tr",2050,726,trake,trakes,0
"First, there were two trakes. Now there is one tr","First, there was one trake. Now there are two tr",726,2050,trake,trakes,1
"First, there was one afterceid. Now there are two afterce","First, there were two afterceids. Now there is one afterce",3365,307,afterceid,afterceids,0
"First, there were two afterceids. Now there is one afterce","First, there was one afterceid. Now there are two afterce",307,3365,afterceid,afterceids,1
"First, there was one purpire. Now there are two pur","First, there were two purpires. Now there is one pur",18968,22922,purpire,purpires,0
"First, there were two purpires. Now there is one pur","First, there was one purpire. Now there are two pur",22922,18968,purpire,purpires,1
"First, there was one rainlay. Now there are two rain","First, there were two rainlays. Now there is one rain",63359,6651,rainlay,rainlays,0
"First, there were two rainlays. Now there is one rain","First, there was one rainlay. Now there are two rain",6651,63359,rainlay,rainlays,1
"First, there was one uscicer. Now there are two usc","First, there were two uscicers. Now there is one usc",34980,12999,uscicer,uscicers,0
"First, there were two uscicers. Now there is one usc","First, there was one uscicer. Now there are two usc",12999,34980,uscicer,uscicers,1
"First, there was one agriecant. Now there are two agriec","First, there were two agriecants. Now there is one agriec",1783,517,agriecant,agriecants,0
"First, there were two agriecants. Now there is one agriec","First, there was one agriecant. Now there are two agriec",517,1783,agriecant,agriecants,1
"First, there was one gand. Now there are two g","First, there were two gands. Now there is one g",2844,437,gand,gands,0
"First, there were two gands. Now there is one g","First, there was one gand. Now there are two g",437,2844,gand,gands,1
"First, there was one johm. Now there are two joh","First, there were two johms. Now there is one joh",1011,76,johm,johms,0
"First, there were two johms. Now there is one joh","First, there was one johm. Now there are two joh",76,1011,johm,johms,1
"First, there was one lelily. Now there are two lel","First, there were two lelilies. Now there is one lel",7597,1541,lelily,lelilies,0
"First, there were two lelilies. Now there is one lel","First, there was one lelily. Now there are two lel",1541,7597,lelily,lelilies,1
"First, there was one plame. Now there are two pl","First, there were two plames. Now there is one pl",971,373,plame,plames,0
"First, there were two plames. Now there is one pl","First, there was one plame. Now there are two pl",373,971,plame,plames,1
"First, there was one altistion. Now there are two altist","First, there were two altistions. Now there is one altist",908,290,altistion,altistions,0
"First, there were two altistions. Now there is one altist","First, there was one altistion. Now there are two altist",290,908,altistion,altistions,1
"First, there was one cpale. Now there are two cp","First, there were two cpales. Now there is one cp",3831,1574,cpale,cpales,0
"First, there were two cpales. Now there is one cp","First, there was one cpale. Now there are two cp",1574,3831,cpale,cpales,1
"First, there was one cosior. Now there are two cos","First, there were two cosiors. Now there is one cos",21867,2462,cosior,cosiors,0
"First, there were two cosiors. Now there is one cos","First, there was one cosior. Now there are two cos",2462,21867,cosior,cosiors,1
"First, there was one sevucation. Now there are two sevuc","First, there were two sevucations. Now there is one sevuc",804,367,sevucation,sevucations,0
"First, there were two sevucations. Now there is one sevuc","First, there was one sevucation. Now there are two sevuc",367,804,sevucation,sevucations,1
"First, there was one behafteur. Now there are two behafte","First, there were two behafteurs. Now there is one behafte",1723,324,behafteur,behafteurs,0
"First, there were two behafteurs. Now there is one behafte","First, there was one behafteur. Now there are two behafte",324,1723,behafteur,behafteurs,1
"First, there was one shyp. Now there are two sh","First, there were two shyps. Now there is one sh",75199,1082,shyp,shyps,0
"First, there were two shyps. Now there is one sh","First, there was one shyp. Now there are two sh",1082,75199,shyp,shyps,1
"First, there was one racution. Now there are two rac","First, there were two racutions. Now there is one rac",3977,1488,racution,racutions,0
"First, there were two racutions. Now there is one rac","First, there was one racution. Now there are two rac",1488,3977,racution,racutions,1
"First, there was one densussion. Now there are two dens","First, there were two densussions. Now there is one dens",38733,17405,densussion,densussions,0
"First, there were two densussions. Now there is one dens","First, there was one densussion. Now there are two dens",17405,38733,densussion,densussions,1
"First, there was one matteze. Now there are two matte","First, there were two mattezes. Now there is one matte",31793,2986,matteze,mattezes,0
"First, there were two mattezes. Now there is one matte","First, there was one matteze. Now there are two matte",2986,31793,matteze,mattezes,1
"First, there was one reveam. Now there are two reve","First, there were two reveams. Now there is one reve",4122,309,reveam,reveams,0
"First, there were two reveams. Now there is one reve","First, there was one reveam. Now there are two reve",309,4122,reveam,reveams,1
"First, there was one machate. Now there are two mach","First, there were two machates. Now there is one mach",973,349,machate,machates,0
"First, there were two machates. Now there is one mach","First, there was one machate. Now there are two mach",349,973,machate,machates,1
"First, there was one mosedent. Now there are two mosed","First, there were two mosedents. Now there is one mosed",805,306,mosedent,mosedents,0
"First, there were two mosedents. Now there is one mosed","First, there was one mosedent. Now there are two mosed",306,805,mosedent,mosedents,1
"First, there was one sunety. Now there are two sun","First, there were two suneties. Now there is one sun",25559,2611,sunety,suneties,0
"First, there were two suneties. Now there is one sun","First, there was one sunety. Now there are two sun",2611,25559,sunety,suneties,1
"First, there was one tratebort. Now there are two trateb","First, there were two trateborts. Now there is one trateb",18955,371,tratebort,trateborts,0
"First, there were two trateborts. Now there is one trateb","First, there was one tratebort. Now there are two trateb",371,18955,tratebort,trateborts,1
"First, there was one pupeup. Now there are two pupe","First, there were two pupeups. Now there is one pupe",8602,454,pupeup,pupeups,0
"First, there were two pupeups. Now there is one pupe","First, there was one pupeup. Now there are two pupe",454,8602,pupeup,pupeups,1
"First, there was one copior. Now there are two cop","First, there were two copiors. Now there is one cop",21867,2462,copior,copiors,0
"First, there were two copiors. Now there is one cop","First, there was one copior. Now there are two cop",2462,21867,copior,copiors,1
"First, there was one cacy. Now there are two c","First, there were two cacies. Now there is one c",26030,2757,cacy,cacies,0
"First, there were two cacies. Now there is one c","First, there was one cacy. Now there are two c",2757,26030,cacy,cacies,1
"First, there was one corlomity. Now there are two corlom","First, there were two corlomities. Now there is one corlom",1361,487,corlomity,corlomities,0
"First, there were two corlomities. Now there is one corlom","First, there was one corlomity. Now there are two corlom",487,1361,corlomity,corlomities,1
"First, there was one sarny. Now there are two sarn","First, there were two sarnies. Now there is one sarn",550,88,sarny,sarnies,0
"First, there were two sarnies. Now there is one sarn","First, there was one sarny. Now there are two sarn",88,550,sarny,sarnies,1
"First, there was one puction. Now there are two p","First, there were two puctions. Now there is one p",91463,2654,puction,puctions,0
"First, there were two puctions. Now there is one p","First, there was one puction. Now there are two p",2654,91463,puction,puctions,1
"First, there was one muction. Now there are two m","First, there were two muctions. Now there is one m",91463,2654,muction,muctions,0
"First, there were two muctions. Now there is one m","First, there was one muction. Now there are two m",2654,91463,muction,muctions,1
"First, there was one behaftear. Now there are two behafte","First, there were two behaftears. Now there is one behafte",1561,277,behaftear,behaftears,0
"First, there were two behaftears. Now there is one behafte","First, there was one behaftear. Now there are two behafte",277,1561,behaftear,behaftears,1
"First, there was one flooker. Now there are two flook","First, there were two flookers. Now there is one flook",388,261,flooker,flookers,0
"First, there were two flookers. Now there is one flook","First, there was one flooker. Now there are two flook",261,388,flooker,flookers,1
"First, there was one setucation. Now there are two setuc","First, there were two setucations. Now there is one setuc",804,367,setucation,setucations,0
"First, there were two setucations. Now there is one setuc","First, there was one setucation. Now there are two setuc",367,804,setucation,setucations,1
"First, there was one forl. Now there are two for","First, there were two forls. Now there is one for",4730,75,forl,forls,0
"First, there were two forls. Now there is one for","First, there was one forl. Now there are two for",75,4730,forl,forls,1
"First, there was one dengussion. Now there are two deng","First, there were two dengussions. Now there is one deng",38733,17405,dengussion,dengussions,0
"First, there were two dengussions. Now there is one deng","First, there was one dengussion. Now there are two deng",17405,38733,dengussion,dengussions,1
"First, there was one chelent. Now there are two chel","First, there were two chelents. Now there is one chel",805,306,chelent,chelents,0
"First, there were two chelents. Now there is one chel","First, there was one chelent. Now there are two chel",306,805,chelent,chelents,1
"First, there was one paneshment. Now there are two panesh","First, there were two paneshments. Now there is one panesh",1368,478,paneshment,paneshments,0
"First, there were two paneshments. Now there is one panesh","First, there was one paneshment. Now there are two panesh",478,1368,paneshment,paneshments,1
"First, there was one tafy. Now there are two taf","First, there were two tafies. Now there is one taf",550,88,tafy,tafies,0
"First, there were two tafies. Now there is one taf","First, there was one tafy. Now there are two taf",88,550,tafy,tafies,1
"First, there was one stass. Now there are two st","First, there were two stasses. Now there is one st",50990,395,stass,stasses,0
"First, there were two stasses. Now there is one st","First, there was one stass. Now there are two st",395,50990,stass,stasses,1
"First, there was one gluss. Now there are two gl","First, there were two glusses. Now there is one gl",82872,1854,gluss,glusses,0
"First, there were two glusses. Now there is one gl","First, there was one gluss. Now there are two gl",1854,82872,gluss,glusses,1
"First, there was one uffige. Now there are two uff","First, there were two uffiges. Now there is one uff",51663,7256,uffige,uffiges,0
"First, there were two uffiges. Now there is one uff","First, there was one uffige. Now there are two uff",7256,51663,uffige,uffiges,1
"First, there was one codior. Now there are two cod","First, there were two codiors. Now there is one cod",21867,2462,codior,codiors,0
"First, there were two codiors. Now there is one cod","First, there was one codior. Now there are two cod",2462,21867,codior,codiors,1
"First, there was one etastion. Now there are two etast","First, there were two etastions. Now there is one etast",908,290,etastion,etastions,0
"First, there were two etastions. Now there is one etast","First, there was one etastion. Now there are two etast",290,908,etastion,etastions,1
"First, there was one peabon. Now there are two peab","First, there were two peabons. Now there is one peab",2382,263,peabon,peabons,0
"First, there were two peabons. Now there is one peab","First, there was one peabon. Now there are two peab",263,2382,peabon,peabons,1
"First, there was one eant. Now there are two e","First, there were two eants. Now there is one e",1783,517,eant,eants,0
"First, there were two eants. Now there is one e","First, there was one eant. Now there are two e",517,1783,eant,eants,1
"First, there was one pame. Now there are two p","First, there were two pames. Now there is one p",971,373,pame,pames,0
"First, there were two pames. Now there is one p","First, there was one pame. Now there are two p",373,971,pame,pames,1
"First, there was one hean. Now there are two he","First, there were two heans. Now there is one he",596,276,hean,heans,0
"First, there were two heans. Now there is one he","First, there was one hean. Now there are two he",276,596,hean,heans,1
"First, there was one constark. Now there are two const","First, there were two constarks. Now there is one const",7193,838,constark,constarks,0
"First, there were two constarks. Now there is one const","First, there was one constark. Now there are two const",838,7193,constark,constarks,1
"First, there was one fromity. Now there are two from","First, there were two fromities. Now there is one from",1361,487,fromity,fromities,0
"First, there were two fromities. Now there is one from","First, there was one fromity. Now there are two from",487,1361,fromity,fromities,1
"First, there was one sufress. Now there are two suf","First, there were two sufresses. Now there is one suf",43257,673,sufress,sufresses,0
"First, there were two sufresses. Now there is one suf","First, there was one sufress. Now there are two suf",673,43257,sufress,sufresses,1
"First, there was one delcerence. Now there are two delcer","First, there were two delcerences. Now there is one delcer",2380,763,delcerence,delcerences,0
"First, there were two delcerences. Now there is one delcer","First, there was one delcerence. Now there are two delcer",763,2380,delcerence,delcerences,1
"First, there was one staze. Now there are two st","First, there were two stazes. Now there is one st",73785,9832,staze,stazes,0
"First, there were two stazes. Now there is one st","First, there was one staze. Now there are two st",9832,73785,staze,stazes,1
"First, there was one stype. Now there are two st","First, there were two stypes. Now there is one st",1804,499,stype,stypes,0
"First, there were two stypes. Now there is one st","First, there was one stype. Now there are two st",499,1804,stype,stypes,1
"First, there was one vea. Now there are two ve","First, there were two veas. Now there is one ve",300,64,vea,veas,0
"First, there were two veas. Now there is one ve","First, there was one vea. Now there are two ve",64,300,vea,veas,1
"First, there was one falp. Now there are two fal","First, there were two falps. Now there is one fal",1690,79,falp,falps,0
"First, there were two falps. Now there is one fal","First, there was one falp. Now there are two fal",79,1690,falp,falps,1
"First, there was one skestien. Now there are two skest","First, there were two skestiens. Now there is one skest",79363,3591,skestien,skestiens,0
"First, there were two skestiens. Now there is one skest","First, there was one skestien. Now there are two skest",3591,79363,skestien,skestiens,1
"First, there was one accuise. Now there are two accu","First, there were two accuises. Now there is one accu",4909,1064,accuise,accuises,0
"First, there were two accuises. Now there is one accu","First, there was one accuise. Now there are two accu",1064,4909,accuise,accuises,1
"First, there was one stavein. Now there are two stave","First, there were two staveins. Now there is one stave",1330,258,stavein,staveins,0
"First, there were two staveins. Now there is one stave","First, there was one stavein. Now there are two stave",258,1330,stavein,staveins,1
"First, there was one sabply. Now there are two sab","First, there were two sabplies. Now there is one sab",7202,2541,sabply,sabplies,0
"First, there were two sabplies. Now there is one sab","First, there was one sabply. Now there are two sab",2541,7202,sabply,sabplies,1
"First, there was one utetorvity. Now there are two utetorv","First, there were two utetorvities. Now there is one utetorv",1361,487,utetorvity,utetorvities,0
"First, there were two utetorvities. Now there is one utetorv","First, there was one utetorvity. Now there are two utetorv",487,1361,utetorvity,utetorvities,1
"First, there was one utetormity. Now there are two utetorm","First, there were two utetormities. Now there is one utetorm",1361,487,utetormity,utetormities,0
"First, there were two utetormities. Now there is one utetorm","First, there was one utetormity. Now there are two utetorm",487,1361,utetormity,utetormities,1
"First, there was one pubeup. Now there are two pube","First, there were two pubeups. Now there is one pube",8602,454,pubeup,pubeups,0
"First, there were two pubeups. Now there is one pube","First, there was one pubeup. Now there are two pube",454,8602,pubeup,pubeups,1
"First, there was one utsesition. Now there are two utses","First, there were two utsesitions. Now there is one utses",5930,680,utsesition,utsesitions,0
"First, there were two utsesitions. Now there is one utses","First, there was one utsesition. Now there are two utses",680,5930,utsesition,utsesitions,1
"First, there was one premress. Now there are two prem","First, there were two premresses. Now there is one prem",43257,673,premress,premresses,0
"First, there were two premresses. Now there is one prem","First, there was one premress. Now there are two prem",673,43257,premress,premresses,1
"First, there was one issif. Now there are two iss","First, there were two issifs. Now there is one iss",21835,333,issif,issifs,0
"First, there were two issifs. Now there is one iss","First, there was one issif. Now there are two iss",333,21835,issif,issifs,1
"First, there was one accuine. Now there are two accu","First, there were two accuines. Now there is one accu",1543,482,accuine,accuines,0
"First, there were two accuines. Now there is one accu","First, there was one accuine. Now there are two accu",482,1543,accuine,accuines,1
"First, there was one holet. Now there are two ho","First, there were two holets. Now there is one ho",9942,1149,holet,holets,0
"First, there were two holets. Now there is one ho","First, there was one holet. Now there are two ho",1149,9942,holet,holets,1
"First, there was one secucation. Now there are two secuc","First, there were two secucations. Now there is one secuc",804,367,secucation,secucations,0
"First, there were two secucations. Now there is one secuc","First, there was one secucation. Now there are two secuc",367,804,secucation,secucations,1
"First, there was one capy. Now there are two cap","First, there were two capies. Now there is one cap",550,88,capy,capies,0
"First, there were two capies. Now there is one cap","First, there was one capy. Now there are two cap",88,550,capy,capies,1
"First, there was one surter. Now there are two sur","First, there were two surters. Now there is one sur",5045,465,surter,surters,0
"First, there were two surters. Now there is one sur","First, there was one surter. Now there are two sur",465,5045,surter,surters,1
"First, there was one serning. Now there are two sern","First, there were two sernings. Now there is one sern",819,287,serning,sernings,0
"First, there were two sernings. Now there is one sern","First, there was one serning. Now there are two sern",287,819,serning,sernings,1
"First, there was one plape. Now there are two pl","First, there were two plapes. Now there is one pl",9337,2027,plape,plapes,0
"First, there were two plapes. Now there is one pl","First, there was one plape. Now there are two pl",2027,9337,plape,plapes,1
"First, there was one pangy. Now there are two pang","First, there were two pangies. Now there is one pang",550,88,pangy,pangies,0
"First, there were two pangies. Now there is one pang","First, there was one pangy. Now there are two pang",88,550,pangy,pangies,1
"First, there was one amiene. Now there are two am","First, there were two amienes. Now there is one am",56862,42568,amiene,amienes,0
"First, there were two amienes. Now there is one am","First, there was one amiene. Now there are two am",42568,56862,amiene,amienes,1
"First, there was one speet. Now there are two spe","First, there were two speets. Now there is one spe",1415,295,speet,speets,0
"First, there were two speets. Now there is one spe","First, there was one speet. Now there are two spe",295,1415,speet,speets,1
"First, there was one imporn. Now there are two imp","First, there were two imporns. Now there is one imp",43029,1512,imporn,imporns,0
"First, there were two imporns. Now there is one imp","First, there was one imporn. Now there are two imp",1512,43029,imporn,imporns,1
"First, there was one wowst. Now there are two wow","First, there were two wowsts. Now there is one wow",36279,267,wowst,wowsts,0
"First, there were two wowsts. Now there is one wow","First, there was one wowst. Now there are two wow",267,36279,wowst,wowsts,1
"First, there was one lism. Now there are two l","First, there were two lisms. Now there is one l",13664,2142,lism,lisms,0
"First, there were two lisms. Now there is one l","First, there was one lism. Now there are two l",2142,13664,lism,lisms,1
"First, there was one idge. Now there are two id","First, there were two idges. Now there is one id",4188,709,idge,idges,0
"First, there were two idges. Now there is one id","First, there was one idge. Now there are two id",709,4188,idge,idges,1
"First, there was one peyber. Now there are two pey","First, there were two peybers. Now there is one pey",1902,652,peyber,peybers,0
"First, there were two peybers. Now there is one pey","First, there was one peyber. Now there are two pey",652,1902,peyber,peybers,1
"First, there was one cordinsion. Now there are two cordins","First, there were two cordinsions. Now there is one cordins",908,290,cordinsion,cordinsions,0
"First, there were two cordinsions. Now there is one cordins","First, there was one cordinsion. Now there are two cordins",290,908,cordinsion,cordinsions,1
"First, there was one camy. Now there are two cam","First, there were two camies. Now there is one cam",550,88,camy,camies,0
"First, there were two camies. Now there is one cam","First, there was one camy. Now there are two cam",88,550,camy,camies,1
"First, there was one pever. Now there are two pe","First, there were two pevers. Now there is one pe",3004,423,pever,pevers,0
"First, there were two pevers. Now there is one pe","First, there was one pever. Now there are two pe",423,3004,pever,pevers,1
"First, there was one dystew. Now there are two dyst","First, there were two dystews. Now there is one dyst",27744,365,dystew,dystews,0
"First, there were two dystews. Now there is one dyst","First, there was one dystew. Now there are two dyst",365,27744,dystew,dystews,1
"First, there was one grorde. Now there are two gr","First, there were two grordes. Now there is one gr",80392,52118,grorde,grordes,0
"First, there were two grordes. Now there is one gr","First, there was one grorde. Now there are two gr",52118,80392,grorde,grordes,1
"First, there was one sictuse. Now there are two sict","First, there were two sictuses. Now there is one sict",4776,810,sictuse,sictuses,0
"First, there were two sictuses. Now there is one sict","First, there was one sictuse. Now there are two sict",810,4776,sictuse,sictuses,1
"First, there was one ravution. Now there are two rav","First, there were two ravutions. Now there is one rav",3977,1488,ravution,ravutions,0
"First, there were two ravutions. Now there is one rav","First, there was one ravution. Now there are two rav",1488,3977,ravution,ravutions,1
"First, there was one vipsion. Now there are two vips","First, there were two vipsions. Now there is one vips",908,290,vipsion,vipsions,0
"First, there were two vipsions. Now there is one vips","First, there was one vipsion. Now there are two vips",290,908,vipsion,vipsions,1
"First, there was one coakle. Now there are two coak","First, there were two coakles. Now there is one coak",642,273,coakle,coakles,0
"First, there were two coakles. Now there is one coak","First, there was one coakle. Now there are two coak",273,642,coakle,coakles,1
"First, there was one streed. Now there are two stre","First, there were two streeds. Now there is one stre",6767,291,streed,streeds,0
"First, there were two streeds. Now there is one stre","First, there was one streed. Now there are two stre",291,6767,streed,streeds,1
"First, there was one rubeup. Now there are two rube","First, there were two rubeups. Now there is one rube",8602,454,rubeup,rubeups,0
"First, there were two rubeups. Now there is one rube","First, there was one rubeup. Now there are two rube",454,8602,rubeup,rubeups,1
"First, there was one simage. Now there are two sim","First, there were two simages. Now there is one sim",1134,424,simage,simages,0
"First, there were two simages. Now there is one sim","First, there was one simage. Now there are two sim",424,1134,simage,simages,1
"First, there was one doler. Now there are two dol","First, there were two dolers. Now there is one dol",388,261,doler,dolers,0
"First, there were two dolers. Now there is one dol","First, there was one doler. Now there are two dol",261,388,doler,dolers,1
"First, there was one pasy. Now there are two pas","First, there were two pasies. Now there is one pas",550,88,pasy,pasies,0
"First, there were two pasies. Now there is one pas","First, there was one pasy. Now there are two pas",88,550,pasy,pasies,1
"First, there was one boople. Now there are two bo","First, there were two booples. Now there is one bo",26424,1164,boople,booples,0
"First, there were two booples. Now there is one bo","First, there was one boople. Now there are two bo",1164,26424,boople,booples,1
"First, there was one fillure. Now there are two fill","First, there were two fillures. Now there is one fill",1413,552,fillure,fillures,0
"First, there were two fillures. Now there is one fill","First, there was one fillure. Now there are two fill",552,1413,fillure,fillures,1
"First, there was one sedel. Now there are two sed","First, there were two sedels. Now there is one sed",2010,301,sedel,sedels,0
"First, there were two sedels. Now there is one sed","First, there was one sedel. Now there are two sed",301,2010,sedel,sedels,1
"First, there was one whock. Now there are two who","First, there were two whocks. Now there is one who",14553,377,whock,whocks,0
"First, there were two whocks. Now there is one who","First, there was one whock. Now there are two who",377,14553,whock,whocks,1
"First, there was one soule. Now there are two sou","First, there were two soules. Now there is one sou",642,273,soule,soules,0
"First, there were two soules. Now there is one sou","First, there was one soule. Now there are two sou",273,642,soule,soules,1
"First, there was one queep. Now there are two que","First, there were two queeps. Now there is one que",7124,747,queep,queeps,0
"First, there were two queeps. Now there is one que","First, there was one queep. Now there are two que",747,7124,queep,queeps,1
"First, there was one myntem. Now there are two mynt","First, there were two myntems. Now there is one mynt",11852,336,myntem,myntems,0
"First, there were two myntems. Now there is one mynt","First, there was one myntem. Now there are two mynt",336,11852,myntem,myntems,1
"First, there was one uffime. Now there are two uff","First, there were two uffimes. Now there is one uff",1733,545,uffime,uffimes,0
"First, there were two uffimes. Now there is one uff","First, there was one uffime. Now there are two uff",545,1733,uffime,uffimes,1
"First, there was one groress. Now there are two gro","First, there were two groresses. Now there is one gro",43257,673,groress,groresses,0
"First, there were two groresses. Now there is one gro","First, there was one groress. Now there are two gro",673,43257,groress,groresses,1
"First, there was one casy. Now there are two cas","First, there were two casies. Now there is one cas",550,88,casy,casies,0
"First, there were two casies. Now there is one cas","First, there was one casy. Now there are two cas",88,550,casy,casies,1
"First, there was one unker. Now there are two un","First, there were two unkers. Now there is one un",26177,7052,unker,unkers,0
"First, there were two unkers. Now there is one un","First, there was one unker. Now there are two un",7052,26177,unker,unkers,1
"First, there was one fighure. Now there are two figh","First, there were two fighures. Now there is one figh",1413,552,fighure,fighures,0
"First, there were two fighures. Now there is one figh","First, there was one fighure. Now there are two figh",552,1413,fighure,fighures,1
"First, there was one virefision. Now there are two viref","First, there were two virefisions. Now there is one viref",6805,1816,virefision,virefisions,0
"First, there were two virefisions. Now there is one viref","First, there was one virefision. Now there are two viref",1816,6805,virefision,virefisions,1
"First, there was one stomicion. Now there are two stomic","First, there were two stomicions. Now there is one stomic",908,290,stomicion,stomicions,0
"First, there were two stomicions. Now there is one stomic","First, there was one stomicion. Now there are two stomic",290,908,stomicion,stomicions,1
"First, there was one fayure. Now there are two fay","First, there were two fayures. Now there is one fay",1413,552,fayure,fayures,0
"First, there were two fayures. Now there is one fay","First, there was one fayure. Now there are two fay",552,1413,fayure,fayures,1
