clean,corrupted,correct_idx,incorrect_idx,nonce_singular,nonce_plural,label
"First, there were two paneshments. Now there is one panesh","First, there was one paneshment. Now there are two panesh",1234,2107,paneshment,paneshments,1
"First, there was one tafy. Now there are two taf","First, there were two tafies. Now there is one taf",1265,29492,tafy,tafies,0
"First, there were two tafies. Now there is one taf","First, there was one tafy. Now there are two taf",29492,1265,tafy,tafies,1
"First, there was one uffige. Now there are two uff","First, there were two uffiges. Now there is one uff",22366,4348,uffige,uffiges,0
"First, there were two uffiges. Now there is one uff","First, there was one uffige. Now there are two uff",4348,22366,uffige,uffiges,1
"First, there was one codior. Now there are two cod","First, there were two codiors. Now there is one cod",14539,2550,codior,codiors,0
"First, there were two codiors. Now there is one cod","First, there was one codior. Now there are two cod",2550,14539,codior,codiors,1
"First, there was one etastion. Now there are two etast","First, there were two etastions. Now there is one etast",1362,1064,etastion,etastions,0
"First, there were two etastions. Now there is one etast","First, there was one etastion. Now there are two etast",1064,1362,etastion,etastions,1
"First, there was one peabon. Now there are two peab","First, there were two peabons. Now there is one peab",1821,1034,peabon,peabons,0
"First, there were two peabons. Now there is one peab","First, there was one peabon. Now there are two peab",1034,1821,peabon,peabons,1
"First, there was one sonter. Now there are two son","First, there were two sonters. Now there is one son",2300,1128,sonter,sonters,0
"First, there were two sonters. Now there is one son","First, there was one sonter. Now there are two son",1128,2300,sonter,sonters,1
"First, there was one eant. Now there are two e","First, there were two eants. Now there is one e",2317,1208,eant,eants,0
"First, there were two eants. Now there is one e","First, there was one eant. Now there are two e",1208,2317,eant,eants,1
"First, there was one pame. Now there are two p","First, there were two pames. Now there is one p",1913,1201,pame,pames,0
"First, there were two pames. Now there is one p","First, there was one pame. Now there are two p",1201,1913,pame,pames,1
"First, there was one mecion. Now there are two mec","First, there were two mecions. Now there is one mec",1362,1064,mecion,mecions,0
"First, there were two mecions. Now there is one mec","First, there was one mecion. Now there are two mec",1064,1362,mecion,mecions,1
"First, there was one hean. Now there are two he","First, there were two heans. Now there is one he",1277,1044,hean,heans,0
"First, there were two heans. Now there is one he","First, there was one hean. Now there are two he",1044,1277,hean,heans,1
"First, there was one constark. Now there are two const","First, there were two constarks. Now there is one const",8464,1487,constark,constarks,0
"First, there were two constarks. Now there is one const","First, there was one constark. Now there are two const",1487,8464,constark,constarks,1
"First, there was one fromity. Now there are two from","First, there were two fromities. Now there is one from",1986,1240,fromity,fromities,0
"First, there were two fromities. Now there is one from","First, there was one fromity. Now there are two from",1240,1986,fromity,fromities,1
"First, there was one lutore. Now there are two lut","First, there were two lutores. Now there is one lut",4394,1199,lutore,lutores,0
"First, there were two lutores. Now there is one lut","First, there was one lutore. Now there are two lut",1199,4394,lutore,lutores,1
"First, there was one delcerence. Now there are two delcer","First, there were two delcerences. Now there is one delcer",2887,1404,delcerence,delcerences,0
"First, there were two delcerences. Now there is one delcer","First, there was one delcerence. Now there are two delcer",1404,2887,delcerence,delcerences,1
"First, there was one stype. Now there are two st","First, there were two stypes. Now there is one st",5221,1339,stype,stypes,0
"First, there were two stypes. Now there is one st","First, there was one stype. Now there are two st",1339,5221,stype,stypes,1
"First, there was one vea. Now there are two ve","First, there were two veas. Now there is one ve",1061,29476,vea,veas,0
"First, there were two veas. Now there is one ve","First, there was one vea. Now there are two ve",29476,1061,vea,veas,1
"First, there was one falp. Now there are two fal","First, there were two falps. Now there is one fal",1550,29488,falp,falps,0
"First, there were two falps. Now there is one fal","First, there was one falp. Now there are two fal",29488,1550,falp,falps,1
"First, there was one skestien. Now there are two skest","First, there were two skestiens. Now there is one skest",13074,2143,skestien,skestiens,0
"First, there were two skestiens. Now there is one skest","First, there was one skestien. Now there are two skest",2143,13074,skestien,skestiens,1
"First, there was one accuise. Now there are two accu","First, there were two accuises. Now there is one accu",4668,1632,accuise,accuises,0
"First, there were two accuises. Now there is one accu","First, there was one accuise. Now there are two accu",1632,4668,accuise,accuises,1
"First, there was one stavein. Now there are two stave","First, there were two staveins. Now there is one stave",1894,1030,stavein,staveins,0
"First, there were two staveins. Now there is one stave","First, there was one stavein. Now there are two stave",1030,1894,stavein,staveins,1
"First, there was one sabply. Now there are two sab","First, there were two sabplies. Now there is one sab",8399,3811,sabply,sabplies,0
"First, there were two sabplies. Now there is one sab","First, there was one sabply. Now there are two sab",3811,8399,sabply,sabplies,1
"First, there was one utetorvity. Now there are two utetorv","First, there were two utetorvities. Now there is one utetorv",1986,1240,utetorvity,utetorvities,0
"First, there were two utetorvities. Now there is one utetorv","First, there was one utetorvity. Now there are two utetorv",1240,1986,utetorvity,utetorvities,1
"First, there was one utetormity. Now there are two utetorm","First, there were two utetormities. Now there is one utetorm",1986,1240,utetormity,utetormities,0
"First, there were two utetormities. Now there is one utetorm","First, there was one utetormity. Now there are two utetorm",1240,1986,utetormity,utetormities,1
"First, there was one pubeup. Now there are two pube","First, there were two pubeups. Now there is one pube",9791,1483,pubeup,pubeups,0
"First, there were two pubeups. Now there is one pube","First, there was one pubeup. Now there are two pube",1483,9791,pubeup,pubeups,1
"First, there was one utsesition. Now there are two utses","First, there were two utsesitions. Now there is one utses",2833,1453,utsesition,utsesitions,0
"First, there were two utsesitions. Now there is one utses","First, there was one utsesition. Now there are two utses",1453,2833,utsesition,utsesitions,1
"First, there was one sivement. Now there are two sive","First, there were two sivements. Now there is one sive",2107,1234,sivement,sivements,0
"First, there were two sivements. Now there is one sive","First, there was one sivement. Now there are two sive",1234,2107,sivement,sivements,1
"First, there was one issif. Now there are two iss","First, there were two issifs. Now there is one iss",13611,1103,issif,issifs,0
"First, there were two issifs. Now there is one iss","First, there was one issif. Now there are two iss",1103,13611,issif,issifs,1
"First, there was one accuine. Now there are two accu","First, there were two accuines. Now there is one accu",2071,1241,accuine,accuines,0
"First, there were two accuines. Now there is one accu","First, there was one accuine. Now there are two accu",1241,2071,accuine,accuines,1
"First, there was one holet. Now there are two ho","First, there were two holets. Now there is one ho",8603,1663,holet,holets,0
"First, there were two holets. Now there is one ho","First, there was one holet. Now there are two ho",1663,8603,holet,holets,1
"First, there was one secucation. Now there are two secuc","First, there were two secucations. Now there is one secuc",1465,1120,secucation,secucations,0
"First, there were two secucations. Now there is one secuc","First, there was one secucation. Now there are two secuc",1120,1465,secucation,secucations,1
"First, there was one capy. Now there are two cap","First, there were two capies. Now there is one cap",1265,29492,capy,capies,0
"First, there were two capies. Now there is one cap","First, there was one capy. Now there are two cap",29492,1265,capy,capies,1
"First, there was one surter. Now there are two sur","First, there were two surters. Now there is one sur",2300,1128,surter,surters,0
"First, there were two surters. Now there is one sur","First, there was one surter. Now there are two sur",1128,2300,surter,surters,1
"First, there was one plape. Now there are two pl","First, there were two plapes. Now there is one pl",8490,2516,plape,plapes,0
"First, there were two plapes. Now there is one pl","First, there was one plape. Now there are two pl",2516,8490,plape,plapes,1
"First, there was one pangy. Now there are two pang","First, there were two pangies. Now there is one pang",1265,29492,pangy,pangies,0
"First, there were two pangies. Now there is one pang","First, there was one pangy. Now there are two pang",29492,1265,pangy,pangies,1
"First, there was one speet. Now there are two spe","First, there were two speets. Now there is one spe",2236,1067,speet,speets,0
"First, there were two speets. Now there is one spe","First, there was one speet. Now there are two spe",1067,2236,speet,speets,1
"First, there was one wowst. Now there are two wow","First, there were two wowsts. Now there is one wow",22282,1071,wowst,wowsts,0
"First, there were two wowsts. Now there is one wow","First, there was one wowst. Now there are two wow",1071,22282,wowst,wowsts,1
"First, there was one scanter. Now there are two scan","First, there were two scanters. Now there is one scan",2300,1128,scanter,scanters,0
"First, there were two scanters. Now there is one scan","First, there was one scanter. Now there are two scan",1128,2300,scanter,scanters,1
"First, there was one lism. Now there are two l","First, there were two lisms. Now there is one l",11589,2211,lism,lisms,0
"First, there were two lisms. Now there is one l","First, there was one lism. Now there are two l",2211,11589,lism,lisms,1
"First, there was one idge. Now there are two id","First, there were two idges. Now there is one id",3479,1258,idge,idges,0
"First, there were two idges. Now there is one id","First, there was one idge. Now there are two id",1258,3479,idge,idges,1
"First, there was one soo. Now there are two so","First, there were two soos. Now there is one so",1153,29477,soo,soos,0
"First, there were two soos. Now there is one so","First, there was one soo. Now there are two so",29477,1153,soo,soos,1
"First, there was one peyber. Now there are two pey","First, there were two peybers. Now there is one pey",2659,1305,peyber,peybers,0
"First, there were two peybers. Now there is one pey","First, there was one peyber. Now there are two pey",1305,2659,peyber,peybers,1
"First, there was one golan. Now there are two gol","First, there were two golans. Now there is one gol",1277,1044,golan,golans,0
"First, there were two golans. Now there is one gol","First, there was one golan. Now there are two gol",1044,1277,golan,golans,1
"First, there was one cordinsion. Now there are two cordins","First, there were two cordinsions. Now there is one cordins",1362,1064,cordinsion,cordinsions,0
"First, there were two cordinsions. Now there is one cordins","First, there was one cordinsion. Now there are two cordins",1064,1362,cordinsion,cordinsions,1
"First, there was one camy. Now there are two cam","First, there were two camies. Now there is one cam",1265,29492,camy,camies,0
"First, there were two camies. Now there is one cam","First, there was one camy. Now there are two cam",29492,1265,camy,camies,1
"First, there was one pever. Now there are two pe","First, there were two pevers. Now there is one pe",1508,1111,pever,pevers,0
"First, there were two pevers. Now there is one pe","First, there was one pever. Now there are two pe",1111,1508,pever,pevers,1
"First, there was one sictuse. Now there are two sict","First, there were two sictuses. Now there is one sict",7680,2498,sictuse,sictuses,0
"First, there were two sictuses. Now there is one sict","First, there was one sictuse. Now there are two sict",2498,7680,sictuse,sictuses,1
"First, there was one vipsion. Now there are two vips","First, there were two vipsions. Now there is one vips",1362,1064,vipsion,vipsions,0
"First, there were two vipsions. Now there is one vips","First, there was one vipsion. Now there are two vips",1064,1362,vipsion,vipsions,1
"First, there was one coakle. Now there are two coak","First, there were two coakles. Now there is one coak",1635,1059,coakle,coakles,0
"First, there were two coakles. Now there is one coak","First, there was one coakle. Now there are two coak",1059,1635,coakle,coakles,1
"First, there was one streed. Now there are two stre","First, there were two streeds. Now there is one stre",6715,1054,streed,streeds,0
"First, there were two streeds. Now there is one stre","First, there was one streed. Now there are two stre",1054,6715,streed,streeds,1
"First, there was one rubeup. Now there are two rube","First, there were two rubeups. Now there is one rube",9791,1483,rubeup,rubeups,0
"First, there were two rubeups. Now there is one rube","First, there was one rubeup. Now there are two rube",1483,9791,rubeup,rubeups,1
"First, there was one simage. Now there are two sim","First, there were two simages. Now there is one sim",2059,1233,simage,simages,0
"First, there were two simages. Now there is one sim","First, there was one simage. Now there are two sim",1233,2059,simage,simages,1
"First, there was one doler. Now there are two dol","First, there were two dolers. Now there is one dol",1172,1031,doler,dolers,0
"First, there were two dolers. Now there is one dol","First, there was one doler. Now there are two dol",1031,1172,doler,dolers,1
"First, there was one pasy. Now there are two pas","First, there were two pasies. Now there is one pas",1265,29492,pasy,pasies,0
"First, there were two pasies. Now there is one pas","First, there was one pasy. Now there are two pas",29492,1265,pasy,pasies,1
"First, there was one boople. Now there are two bo","First, there were two booples. Now there is one bo",20387,1613,boople,booples,0
"First, there were two booples. Now there is one bo","First, there was one boople. Now there are two bo",1613,20387,boople,booples,1
"First, there was one fillure. Now there are two fill","First, there were two fillures. Now there is one fill",2006,1250,fillure,fillures,0
"First, there were two fillures. Now there is one fill","First, there was one fillure. Now there are two fill",1250,2006,fillure,fillures,1
"First, there was one sedel. Now there are two sed","First, there were two sedels. Now there is one sed",1958,1069,sedel,sedels,0
"First, there were two sedels. Now there is one sed","First, there was one sedel. Now there are two sed",1069,1958,sedel,sedels,1
"First, there was one whock. Now there are two wh","First, there were two whocks. Now there is one wh",8480,1397,whock,whocks,0
"First, there were two whocks. Now there is one wh","First, there was one whock. Now there are two wh",1397,8480,whock,whocks,1
"First, there was one soule. Now there are two sou","First, there were two soules. Now there is one sou",1635,1059,soule,soules,0
"First, there were two soules. Now there is one sou","First, there was one soule. Now there are two sou",1059,1635,soule,soules,1
"First, there was one precerry. Now there are two precer","First, there were two precerries. Now there is one precer",2808,1411,precerry,precerries,0
"First, there were two precerries. Now there is one precer","First, there was one precerry. Now there are two precer",1411,2808,precerry,precerries,1
"First, there was one queep. Now there are two que","First, there were two queeps. Now there is one que",3439,1383,queep,queeps,0
"First, there were two queeps. Now there is one que","First, there was one queep. Now there are two que",1383,3439,queep,queeps,1
"First, there was one ammeal. Now there are two amme","First, there were two ammeals. Now there is one amme",1741,1050,ammeal,ammeals,0
"First, there were two ammeals. Now there is one amme","First, there was one ammeal. Now there are two amme",1050,1741,ammeal,ammeals,1
"First, there was one myntem. Now there are two mynt","First, there were two myntems. Now there is one mynt",8708,1134,myntem,myntems,0
"First, there were two myntems. Now there is one mynt","First, there was one myntem. Now there are two mynt",1134,8708,myntem,myntems,1
"First, there was one uffime. Now there are two uff","First, there were two uffimes. Now there is one uff",1966,1313,uffime,uffimes,0
"First, there were two uffimes. Now there is one uff","First, there was one uffime. Now there are two uff",1313,1966,uffime,uffimes,1
"First, there was one casy. Now there are two cas","First, there were two casies. Now there is one cas",1265,29492,casy,casies,0
"First, there were two casies. Now there is one cas","First, there was one casy. Now there are two cas",29492,1265,casy,casies,1
"First, there was one unker. Now there are two un","First, there were two unkers. Now there is one un",21771,5924,unker,unkers,0
"First, there were two unkers. Now there is one un","First, there was one unker. Now there are two un",5924,21771,unker,unkers,1
"First, there was one fighure. Now there are two figh","First, there were two fighures. Now there is one figh",2006,1250,fighure,fighures,0
"First, there were two fighures. Now there is one figh","First, there was one fighure. Now there are two figh",1250,2006,fighure,fighures,1
"First, there was one virefision. Now there are two viref","First, there were two virefisions. Now there is one viref",6430,2290,virefision,virefisions,0
"First, there were two virefisions. Now there is one viref","First, there was one virefision. Now there are two viref",2290,6430,virefision,virefisions,1
"First, there was one stomicion. Now there are two stomic","First, there were two stomicions. Now there is one stomic",1362,1064,stomicion,stomicions,0
"First, there were two stomicions. Now there is one stomic","First, there was one stomicion. Now there are two stomic",1064,1362,stomicion,stomicions,1
"First, there was one fayure. Now there are two fay","First, there were two fayures. Now there is one fay",2006,1250,fayure,fayures,0
"First, there were two fayures. Now there is one fay","First, there was one fayure. Now there are two fay",1250,2006,fayure,fayures,1
"First, there was one liscomy. Now there are two liscom","First, there were two liscomies. Now there is one liscom",1265,29492,liscomy,liscomies,0
"First, there were two liscomies. Now there is one liscom","First, there was one liscomy. Now there are two liscom",29492,1265,liscomy,liscomies,1
"First, there was one meriun. Now there are two meri","First, there were two meriuns. Now there is one meri",14484,1138,meriun,meriuns,0
"First, there were two meriuns. Now there is one meri","First, there was one meriun. Now there are two meri",1138,14484,meriun,meriuns,1
"First, there was one dowage. Now there are two dow","First, there were two dowages. Now there is one dow",2059,1233,dowage,dowages,0
"First, there were two dowages. Now there is one dow","First, there was one dowage. Now there are two dow",1233,2059,dowage,dowages,1
"First, there was one vorit. Now there are two vor","First, there were two vorits. Now there is one vor",1814,1047,vorit,vorits,0
"First, there were two vorits. Now there is one vor","First, there was one vorit. Now there are two vor",1047,1814,vorit,vorits,1
"First, there was one turetion. Now there are two turet","First, there were two turetions. Now there is one turet",1362,1064,turetion,turetions,0
"First, there were two turetions. Now there is one turet","First, there was one turetion. Now there are two turet",1064,1362,turetion,turetions,1
"First, there was one stant. Now there are two st","First, there were two stants. Now there is one st",2317,1208,stant,stants,0
"First, there were two stants. Now there is one st","First, there was one stant. Now there are two st",1208,2317,stant,stants,1
"First, there was one sodd. Now there are two sod","First, there were two sodds. Now there is one sod",4441,29483,sodd,sodds,0
"First, there were two sodds. Now there is one sod","First, there was one sodd. Now there are two sod",29483,4441,sodd,sodds,1
"First, there was one natone. Now there are two nat","First, there were two natones. Now there is one nat",3170,1306,natone,natones,0
"First, there were two natones. Now there is one nat","First, there was one natone. Now there are two nat",1306,3170,natone,natones,1
