clean,corrupted,correct_idx,incorrect_idx,nonce_singular,nonce_plural,label
"First, there were two gands. Now there is one g","First, there was one gand. Now there are two g",438,2914,gand,gands,1
"First, there was one johm. Now there are two joh","First, there were two johms. Now there is one joh",1026,76,johm,johms,0
"First, there were two johms. Now there is one joh","First, there was one johm. Now there are two joh",76,1026,johm,johms,1
"First, there was one lelily. Now there are two lel","First, there were two lelilies. Now there is one lel",7751,1570,lelily,lelilies,0
"First, there were two lelilies. Now there is one lel","First, there was one lelily. Now there are two lel",1570,7751,lelily,lelilies,1
"First, there was one plame. Now there are two pl","First, there were two plames. Now there is one pl",986,373,plame,plames,0
"First, there were two plames. Now there is one pl","First, there was one plame. Now there are two pl",373,986,plame,plames,1
"First, there was one altistion. Now there are two altist","First, there were two altistions. Now there is one altist",919,290,altistion,altistions,0
"First, there were two altistions. Now there is one altist","First, there was one altistion. Now there are two altist",290,919,altistion,altistions,1
"First, there was one cpale. Now there are two cp","First, there were two cpales. Now there is one cp",3916,1604,cpale,cpales,0
"First, there were two cpales. Now there is one cp","First, there was one cpale. Now there are two cp",1604,3916,cpale,cpales,1
"First, there was one cosior. Now there are two cos","First, there were two cosiors. Now there is one cos",22625,2521,cosior,cosiors,0
"First, there were two cosiors. Now there is one cos","First, there was one cosior. Now there are two cos",2521,22625,cosior,cosiors,1
"First, there was one sevucation. Now there are two sevuc","First, there were two sevucations. Now there is one sevuc",811,367,sevucation,sevucations,0
"First, there were two sevucations. Now there is one sevuc","First, there was one sevucation. Now there are two sevuc",367,811,sevucation,sevucations,1
"First, there was one behafteur. Now there are two behafte","First, there were two behafteurs. Now there is one behafte",1759,324,behafteur,behafteurs,0
"First, there were two behafteurs. Now there is one behafte","First, there was one behafteur. Now there are two behafte",324,1759,behafteur,behafteurs,1
"First, there was one shyp. Now there are two sh","First, there were two shyps. Now there is one sh",76299,1100,shyp,shyps,0
"First, there were two shyps. Now there is one sh","First, there was one shyp. Now there are two sh",1100,76299,shyp,shyps,1
"First, there was one racution. Now there are two rac","First, there were two racutions. Now there is one rac",4065,1516,racution,racutions,0
"First, there were two racutions. Now there is one rac","First, there was one racution. Now there are two rac",1516,4065,racution,racutions,1
"First, there was one densussion. Now there are two dens","First, there were two densussions. Now there is one dens",39833,17861,densussion,densussions,0
"First, there were two densussions. Now there is one dens","First, there was one densussion. Now there are two dens",17861,39833,densussion,densussions,1
"First, there was one matteze. Now there are two matte","First, there were two mattezes. Now there is one matte",32893,3059,matteze,mattezes,0
"First, there were two mattezes. Now there is one matte","First, there was one matteze. Now there are two matte",3059,32893,matteze,mattezes,1
"First, there was one reveam. Now there are two reve","First, there were two reveams. Now there is one reve",4214,309,reveam,reveams,0
"First, there were two reveams. Now there is one reve","First, there was one reveam. Now there are two reve",309,4214,reveam,reveams,1
"First, there was one machate. Now there are two mach","First, there were two machates. Now there is one mach",988,349,machate,machates,0
"First, there were two machates. Now there is one mach","First, there was one machate. Now there are two mach",349,988,machate,machates,1
"First, there was one mosedent. Now there are two mosed","First, there were two mosedents. Now there is one mosed",812,306,mosedent,mosedents,0
"First, there were two mosedents. Now there is one mosed","First, there was one mosedent. Now there are two mosed",306,812,mosedent,mosedents,1
"First, there was one sunety. Now there are two sun","First, there were two suneties. Now there is one sun",26640,2676,sunety,suneties,0
"First, there were two suneties. Now there is one sun","First, there was one sunety. Now there are two sun",2676,26640,sunety,suneties,1
"First, there was one tratebort. Now there are two trateb","First, there were two trateborts. Now there is one trateb",19491,371,tratebort,trateborts,0
"First, there were two trateborts. Now there is one trateb","First, there was one tratebort. Now there are two trateb",371,19491,tratebort,trateborts,1
"First, there was one pupeup. Now there are two pupe","First, there were two pupeups. Now there is one pupe",8772,455,pupeup,pupeups,0
"First, there were two pupeups. Now there is one pupe","First, there was one pupeup. Now there are two pupe",455,8772,pupeup,pupeups,1
"First, there was one copior. Now there are two cop","First, there were two copiors. Now there is one cop",22625,2521,copior,copiors,0
"First, there were two copiors. Now there is one cop","First, there was one copior. Now there are two cop",2521,22625,copior,copiors,1
"First, there was one cacy. Now there are two c","First, there were two cacies. Now there is one c",27121,2826,cacy,cacies,0
"First, there were two cacies. Now there is one c","First, there was one cacy. Now there are two c",2826,27121,cacy,cacies,1
"First, there was one corlomity. Now there are two corlom","First, there were two corlomities. Now there is one corlom",1385,488,corlomity,corlomities,0
"First, there were two corlomities. Now there is one corlom","First, there was one corlomity. Now there are two corlom",488,1385,corlomity,corlomities,1
"First, there was one sarny. Now there are two sarn","First, there were two sarnies. Now there is one sarn",552,88,sarny,sarnies,0
"First, there were two sarnies. Now there is one sarn","First, there was one sarny. Now there are two sarn",88,552,sarny,sarnies,1
"First, there was one puction. Now there are two p","First, there were two puctions. Now there is one p",92563,2720,puction,puctions,0
"First, there were two puctions. Now there is one p","First, there was one puction. Now there are two p",2720,92563,puction,puctions,1
"First, there was one muction. Now there are two m","First, there were two muctions. Now there is one m",92563,2720,muction,muctions,0
"First, there were two muctions. Now there is one m","First, there was one muction. Now there are two m",2720,92563,muction,muctions,1
"First, there was one behaftear. Now there are two behafte","First, there were two behaftears. Now there is one behafte",1590,277,behaftear,behaftears,0
"First, there were two behaftears. Now there is one behafte","First, there was one behaftear. Now there are two behafte",277,1590,behaftear,behaftears,1
"First, there was one flooker. Now there are two flook","First, there were two flookers. Now there is one flook",388,261,flooker,flookers,0
"First, there were two flookers. Now there is one flook","First, there was one flooker. Now there are two flook",261,388,flooker,flookers,1
"First, there was one setucation. Now there are two setuc","First, there were two setucations. Now there is one setuc",811,367,setucation,setucations,0
"First, there were two setucations. Now there is one setuc","First, there was one setucation. Now there are two setuc",367,811,setucation,setucations,1
"First, there was one forl. Now there are two for","First, there were two forls. Now there is one for",4835,75,forl,forls,0
"First, there were two forls. Now there is one for","First, there was one forl. Now there are two for",75,4835,forl,forls,1
"First, there was one dengussion. Now there are two deng","First, there were two dengussions. Now there is one deng",39833,17861,dengussion,dengussions,0
"First, there were two dengussions. Now there is one deng","First, there was one dengussion. Now there are two deng",17861,39833,dengussion,dengussions,1
"First, there was one chelent. Now there are two chel","First, there were two chelents. Now there is one chel",812,306,chelent,chelents,0
"First, there were two chelents. Now there is one chel","First, there was one chelent. Now there are two chel",306,812,chelent,chelents,1
"First, there was one paneshment. Now there are two panesh","First, there were two paneshments. Now there is one panesh",1392,479,paneshment,paneshments,0
"First, there were two paneshments. Now there is one panesh","First, there was one paneshment. Now there are two panesh",479,1392,paneshment,paneshments,1
"First, there was one tafy. Now there are two taf","First, there were two tafies. Now there is one taf",552,88,tafy,tafies,0
"First, there were two tafies. Now there is one taf","First, there was one tafy. Now there are two taf",88,552,tafy,tafies,1
"First, there was one stass. Now there are two st","First, there were two stasses. Now there is one st",52090,395,stass,stasses,0
"First, there were two stasses. Now there is one st","First, there was one stass. Now there are two st",395,52090,stass,stasses,1
"First, there was one gluss. Now there are two gl","First, there were two glusses. Now there is one gl",83972,1892,gluss,glusses,0
"First, there were two glusses. Now there is one gl","First, there was one gluss. Now there are two gl",1892,83972,gluss,glusses,1
"First, there was one uffige. Now there are two uff","First, there were two uffiges. Now there is one uff",52763,7404,uffige,uffiges,0
"First, there were two uffiges. Now there is one uff","First, there was one uffige. Now there are two uff",7404,52763,uffige,uffiges,1
"First, there was one codior. Now there are two cod","First, there were two codiors. Now there is one cod",22625,2521,codior,codiors,0
"First, there were two codiors. Now there is one cod","First, there was one codior. Now there are two cod",2521,22625,codior,codiors,1
"First, there was one etastion. Now there are two etast","First, there were two etastions. Now there is one etast",919,290,etastion,etastions,0
"First, there were two etastions. Now there is one etast","First, there was one etastion. Now there are two etast",290,919,etastion,etastions,1
"First, there was one peabon. Now there are two peab","First, there were two peabons. Now there is one peab",2439,263,peabon,peabons,0
"First, there were two peabons. Now there is one peab","First, there was one peabon. Now there are two peab",263,2439,peabon,peabons,1
"First, there was one eant. Now there are two e","First, there were two eants. Now there is one e",1821,519,eant,eants,0
"First, there were two eants. Now there is one e","First, there was one eant. Now there are two e",519,1821,eant,eants,1
"First, there was one pame. Now there are two p","First, there were two pames. Now there is one p",986,373,pame,pames,0
"First, there were two pames. Now there is one p","First, there was one pame. Now there are two p",373,986,pame,pames,1
"First, there was one hean. Now there are two he","First, there were two heans. Now there is one he",598,276,hean,heans,0
"First, there were two heans. Now there is one he","First, there was one hean. Now there are two he",276,598,hean,heans,1
"First, there was one constark. Now there are two const","First, there were two constarks. Now there is one const",7341,847,constark,constarks,0
"First, there were two constarks. Now there is one const","First, there was one constark. Now there are two const",847,7341,constark,constarks,1
"First, there was one fromity. Now there are two from","First, there were two fromities. Now there is one from",1385,488,fromity,fromities,0
"First, there were two fromities. Now there is one from","First, there was one fromity. Now there are two from",488,1385,fromity,fromities,1
"First, there was one sufress. Now there are two suf","First, there were two sufresses. Now there is one suf",44357,676,sufress,sufresses,0
"First, there were two sufresses. Now there is one suf","First, there was one sufress. Now there are two suf",676,44357,sufress,sufresses,1
"First, there was one delcerence. Now there are two delcer","First, there were two delcerences. Now there is one delcer",2436,768,delcerence,delcerences,0
"First, there were two delcerences. Now there is one delcer","First, there was one delcerence. Now there are two delcer",768,2436,delcerence,delcerences,1
"First, there was one staze. Now there are two st","First, there were two stazes. Now there is one st",74885,10033,staze,stazes,0
"First, there were two stazes. Now there is one st","First, there was one staze. Now there are two st",10033,74885,staze,stazes,1
"First, there was one stype. Now there are two st","First, there were two stypes. Now there is one st",1842,500,stype,stypes,0
"First, there were two stypes. Now there is one st","First, there was one stype. Now there are two st",500,1842,stype,stypes,1
"First, there was one vea. Now there are two ve","First, there were two veas. Now there is one ve",300,64,vea,veas,0
"First, there were two veas. Now there is one ve","First, there was one vea. Now there are two ve",64,300,vea,veas,1
"First, there was one falp. Now there are two fal","First, there were two falps. Now there is one fal",1725,79,falp,falps,0
"First, there were two falps. Now there is one fal","First, there was one falp. Now there are two fal",79,1725,falp,falps,1
"First, there was one skestien. Now there are two skest","First, there were two skestiens. Now there is one skest",80463,3675,skestien,skestiens,0
"First, there were two skestiens. Now there is one skest","First, there was one skestien. Now there are two skest",3675,80463,skestien,skestiens,1
"First, there was one accuise. Now there are two accu","First, there were two accuises. Now there is one accu",5014,1082,accuise,accuises,0
"First, there were two accuises. Now there is one accu","First, there was one accuise. Now there are two accu",1082,5014,accuise,accuises,1
"First, there was one stavein. Now there are two stave","First, there were two staveins. Now there is one stave",1354,258,stavein,staveins,0
"First, there were two staveins. Now there is one stave","First, there was one stavein. Now there are two stave",258,1354,stavein,staveins,1
"First, there was one sabply. Now there are two sab","First, there were two sabplies. Now there is one sab",7350,2603,sabply,sabplies,0
"First, there were two sabplies. Now there is one sab","First, there was one sabply. Now there are two sab",2603,7350,sabply,sabplies,1
"First, there was one utetorvity. Now there are two utetorv","First, there were two utetorvities. Now there is one utetorv",1385,488,utetorvity,utetorvities,0
"First, there were two utetorvities. Now there is one utetorv","First, there was one utetorvity. Now there are two utetorv",488,1385,utetorvity,utetorvities,1
"First, there was one utetormity. Now there are two utetorm","First, there were two utetormities. Now there is one utetorm",1385,488,utetormity,utetormities,0
"First, there were two utetormities. Now there is one utetorm","First, there was one utetormity. Now there are two utetorm",488,1385,utetormity,utetormities,1
"First, there was one pubeup. Now there are two pube","First, there were two pubeups. Now there is one pube",8772,455,pubeup,pubeups,0
"First, there were two pubeups. Now there is one pube","First, there was one pubeup. Now there are two pube",455,8772,pubeup,pubeups,1
"First, there was one utsesition. Now there are two utses","First, there were two utsesitions. Now there is one utses",6055,684,utsesition,utsesitions,0
"First, there were two utsesitions. Now there is one utses","First, there was one utsesition. Now there are two utses",684,6055,utsesition,utsesitions,1
"First, there was one premress. Now there are two prem","First, there were two premresses. Now there is one prem",44357,676,premress,premresses,0
"First, there were two premresses. Now there is one prem","First, there was one premress. Now there are two prem",676,44357,premress,premresses,1
"First, there was one issif. Now there are two iss","First, there were two issifs. Now there is one iss",22589,333,issif,issifs,0
"First, there were two issifs. Now there is one iss","First, there was one issif. Now there are two iss",333,22589,issif,issifs,1
"First, there was one accuine. Now there are two accu","First, there were two accuines. Now there is one accu",1572,483,accuine,accuines,0
"First, there were two accuines. Now there is one accu","First, there was one accuine. Now there are two accu",483,1572,accuine,accuines,1
"First, there was one holet. Now there are two ho","First, there were two holets. Now there is one ho",10145,1169,holet,holets,0
"First, there were two holets. Now there is one ho","First, there was one holet. Now there are two ho",1169,10145,holet,holets,1
"First, there was one secucation. Now there are two secuc","First, there were two secucations. Now there is one secuc",811,367,secucation,secucations,0
"First, there were two secucations. Now there is one secuc","First, there was one secucation. Now there are two secuc",367,811,secucation,secucations,1
"First, there was one capy. Now there are two cap","First, there were two capies. Now there is one cap",552,88,capy,capies,0
"First, there were two capies. Now there is one cap","First, there was one capy. Now there are two cap",88,552,capy,capies,1
"First, there was one surter. Now there are two sur","First, there were two surters. Now there is one sur",5153,466,surter,surters,0
"First, there were two surters. Now there is one sur","First, there was one surter. Now there are two sur",466,5153,surter,surters,1
"First, there was one serning. Now there are two sern","First, there were two sernings. Now there is one sern",826,287,serning,sernings,0
"First, there were two sernings. Now there is one sern","First, there was one serning. Now there are two sern",287,826,serning,sernings,1
"First, there was one plape. Now there are two pl","First, there were two plapes. Now there is one pl",9521,2070,plape,plapes,0
"First, there were two plapes. Now there is one pl","First, there was one plape. Now there are two pl",2070,9521,plape,plapes,1
"First, there was one pangy. Now there are two pang","First, there were two pangies. Now there is one pang",552,88,pangy,pangies,0
"First, there were two pangies. Now there is one pang","First, there was one pangy. Now there are two pang",88,552,pangy,pangies,1
"First, there was one amiene. Now there are two am","First, there were two amienes. Now there is one am",57962,43668,amiene,amienes,0
"First, there were two amienes. Now there is one am","First, there was one amiene. Now there are two am",43668,57962,amiene,amienes,1
"First, there was one speet. Now there are two spe","First, there were two speets. Now there is one spe",1441,295,speet,speets,0
"First, there were two speets. Now there is one spe","First, there was one speet. Now there are two spe",295,1441,speet,speets,1
"First, there was one imporn. Now there are two imp","First, there were two imporns. Now there is one imp",44129,1540,imporn,imporns,0
"First, there were two imporns. Now there is one imp","First, there was one imporn. Now there are two imp",1540,44129,imporn,imporns,1
"First, there was one wowst. Now there are two wow","First, there were two wowsts. Now there is one wow",37379,267,wowst,wowsts,0
"First, there were two wowsts. Now there is one wow","First, there was one wowst. Now there are two wow",267,37379,wowst,wowsts,1
"First, there was one lism. Now there are two l","First, there were two lisms. Now there is one l",13978,2191,lism,lisms,0
"First, there were two lisms. Now there is one l","First, there was one lism. Now there are two l",2191,13978,lism,lisms,1
"First, there was one idge. Now there are two id","First, there were two idges. Now there is one id",4282,713,idge,idges,0
"First, there were two idges. Now there is one id","First, there was one idge. Now there are two id",713,4282,idge,idges,1
"First, there was one peyber. Now there are two pey","First, there were two peybers. Now there is one pey",1941,655,peyber,peybers,0
"First, there were two peybers. Now there is one pey","First, there was one peyber. Now there are two pey",655,1941,peyber,peybers,1
"First, there was one cordinsion. Now there are two cordins","First, there were two cordinsions. Now there is one cordins",919,290,cordinsion,cordinsions,0
"First, there were two cordinsions. Now there is one cordins","First, there was one cordinsion. Now there are two cordins",290,919,cordinsion,cordinsions,1
"First, there was one camy. Now there are two cam","First, there were two camies. Now there is one cam",552,88,camy,camies,0
"First, there were two camies. Now there is one cam","First, there was one camy. Now there are two cam",88,552,camy,camies,1
"First, there was one pever. Now there are two pe","First, there were two pevers. Now there is one pe",3078,424,pever,pevers,0
"First, there were two pevers. Now there is one pe","First, there was one pever. Now there are two pe",424,3078,pever,pevers,1
"First, there was one dystew. Now there are two dyst","First, there were two dystews. Now there is one dyst",28844,365,dystew,dystews,0
"First, there were two dystews. Now there is one dyst","First, there was one dystew. Now there are two dyst",365,28844,dystew,dystews,1
"First, there was one grorde. Now there are two gr","First, there were two grordes. Now there is one gr",81492,53218,grorde,grordes,0
"First, there were two grordes. Now there is one gr","First, there was one grorde. Now there are two gr",53218,81492,grorde,grordes,1
"First, there was one sictuse. Now there are two sict","First, there were two sictuses. Now there is one sict",4881,817,sictuse,sictuses,0
"First, there were two sictuses. Now there is one sict","First, there was one sictuse. Now there are two sict",817,4881,sictuse,sictuses,1
"First, there was one ravution. Now there are two rav","First, there were two ravutions. Now there is one rav",4065,1516,ravution,ravutions,0
"First, there were two ravutions. Now there is one rav","First, there was one ravution. Now there are two rav",1516,4065,ravution,ravutions,1
"First, there was one vipsion. Now there are two vips","First, there were two vipsions. Now there is one vips",919,290,vipsion,vipsions,0
"First, there were two vipsions. Now there is one vips","First, there was one vipsion. Now there are two vips",290,919,vipsion,vipsions,1
"First, there was one coakle. Now there are two coak","First, there were two coakles. Now there is one coak",645,273,coakle,coakles,0
"First, there were two coakles. Now there is one coak","First, there was one coakle. Now there are two coak",273,645,coakle,coakles,1
"First, there was one streed. Now there are two stre","First, there were two streeds. Now there is one stre",6910,291,streed,streeds,0
"First, there were two streeds. Now there is one stre","First, there was one streed. Now there are two stre",291,6910,streed,streeds,1
"First, there was one rubeup. Now there are two rube","First, there were two rubeups. Now there is one rube",8772,455,rubeup,rubeups,0
"First, there were two rubeups. Now there is one rube","First, there was one rubeup. Now there are two rube",455,8772,rubeup,rubeups,1
"First, there was one simage. Now there are two sim","First, there were two simages. Now there is one sim",1154,425,simage,simages,0
"First, there were two simages. Now there is one sim","First, there was one simage. Now there are two sim",425,1154,simage,simages,1
"First, there was one doler. Now there are two dol","First, there were two dolers. Now there is one dol",388,261,doler,dolers,0
"First, there were two dolers. Now there is one dol","First, there was one doler. Now there are two dol",261,388,doler,dolers,1
"First, there was one pasy. Now there are two pas","First, there were two pasies. Now there is one pas",552,88,pasy,pasies,0
"First, there were two pasies. Now there is one pas","First, there was one pasy. Now there are two pas",88,552,pasy,pasies,1
"First, there was one boople. Now there are two bo","First, there were two booples. Now there is one bo",27522,1184,boople,booples,0
"First, there were two booples. Now there is one bo","First, there was one boople. Now there are two bo",1184,27522,boople,booples,1
"First, there was one fillure. Now there are two fill","First, there were two fillures. Now there is one fill",1439,554,fillure,fillures,0
"First, there were two fillures. Now there is one fill","First, there was one fillure. Now there are two fill",554,1439,fillure,fillures,1
"First, there was one sedel. Now there are two sed","First, there were two sedels. Now there is one sed",2053,301,sedel,sedels,0
"First, there were two sedels. Now there is one sed","First, there was one sedel. Now there are two sed",301,2053,sedel,sedels,1
"First, there was one whock. Now there are two who","First, there were two whocks. Now there is one who",14895,377,whock,whocks,0
"First, there were two whocks. Now there is one who","First, there was one whock. Now there are two who",377,14895,whock,whocks,1
"First, there was one soule. Now there are two sou","First, there were two soules. Now there is one sou",645,273,soule,soules,0
"First, there were two soules. Now there is one sou","First, there was one soule. Now there are two sou",273,645,soule,soules,1
"First, there was one queep. Now there are two que","First, there were two queeps. Now there is one que",7270,752,queep,queeps,0
"First, there were two queeps. Now there is one que","First, there was one queep. Now there are two que",752,7270,queep,queeps,1
"First, there was one myntem. Now there are two mynt","First, there were two myntems. Now there is one mynt",12116,336,myntem,myntems,0
"First, there were two myntems. Now there is one mynt","First, there was one myntem. Now there are two mynt",336,12116,myntem,myntems,1
"First, there was one uffime. Now there are two uff","First, there were two uffimes. Now there is one uff",1769,547,uffime,uffimes,0
"First, there were two uffimes. Now there is one uff","First, there was one uffime. Now there are two uff",547,1769,uffime,uffimes,1
"First, there was one groress. Now there are two gro","First, there were two groresses. Now there is one gro",44357,676,groress,groresses,0
"First, there were two groresses. Now there is one gro","First, there was one groress. Now there are two gro",676,44357,groress,groresses,1
"First, there was one casy. Now there are two cas","First, there were two casies. Now there is one cas",552,88,casy,casies,0
"First, there were two casies. Now there is one cas","First, there was one casy. Now there are two cas",88,552,casy,casies,1
"First, there was one unker. Now there are two un","First, there were two unkers. Now there is one un",27269,7197,unker,unkers,0
"First, there were two unkers. Now there is one un","First, there was one unker. Now there are two un",7197,27269,unker,unkers,1
"First, there was one fighure. Now there are two figh","First, there were two fighures. Now there is one figh",1439,554,fighure,fighures,0
"First, there were two fighures. Now there is one figh","First, there was one fighure. Now there are two figh",554,1439,fighure,fighures,1
"First, there was one virefision. Now there are two viref","First, there were two virefisions. Now there is one viref",6948,1854,virefision,virefisions,0
"First, there were two virefisions. Now there is one viref","First, there was one virefision. Now there are two viref",1854,6948,virefision,virefisions,1
"First, there was one stomicion. Now there are two stomic","First, there were two stomicions. Now there is one stomic",919,290,stomicion,stomicions,0
"First, there were two stomicions. Now there is one stomic","First, there was one stomicion. Now there are two stomic",290,919,stomicion,stomicions,1
"First, there was one fayure. Now there are two fay","First, there were two fayures. Now there is one fay",1439,554,fayure,fayures,0
"First, there were two fayures. Now there is one fay","First, there was one fayure. Now there are two fay",554,1439,fayure,fayures,1
