,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
558,"After Steven and Michelle went to the store, Steven gave a ring to","After Steven and Michelle went to the store, Andrea gave a ring to","After Steven and Michelle went to the store, Michelle gave a ring to",25738,21025
537,"Then, Jose and Nicole had a long argument, and afterwards Jose said to","Then, Jose and Nicole had a long argument, and afterwards Stephen said to","Then, Jose and Nicole had a long argument, and afterwards Nicole said to",28456,7050
382,"Then, Amy and David had a lot of fun at the store. Amy gave a snack to","Then, Amy and David had a lot of fun at the store. Justin gave a snack to","Then, Amy and David had a lot of fun at the store. David gave a snack to",5185,18491
13,"Then, Thomas and John had a long argument, and afterwards John said to","Then, Thomas and John had a long argument, and afterwards Lauren said to","Then, Thomas and John had a long argument, and afterwards Thomas said to",6851,2983
649,"Then, Anthony and Benjamin had a long argument, and afterwards Benjamin said to","Then, Anthony and Benjamin had a long argument, and afterwards William said to","Then, Anthony and Benjamin had a long argument, and afterwards Anthony said to",15857,19026
269,"Then, Matthew and Michael had a lot of fun at the school. Michael gave a drink to","Then, Matthew and Michael had a lot of fun at the school. Richard gave a drink to","Then, Matthew and Michael had a lot of fun at the school. Matthew gave a drink to",16073,6227
699,"Then, Anthony and David were working at the restaurant. Anthony decided to give a computer to","Then, Anthony and David were working at the restaurant. Joseph decided to give a computer to","Then, Anthony and David were working at the restaurant. David decided to give a computer to",5185,15857
299,"After Jennifer and Steven went to the restaurant, Jennifer gave a drink to","After Jennifer and Steven went to the restaurant, Nicholas gave a drink to","After Jennifer and Steven went to the restaurant, Steven gave a drink to",21025,22279
777,"Then, Sara and Sarah went to the restaurant. Sara gave a ring to","Then, Sara and Sarah went to the restaurant. David gave a ring to","Then, Sara and Sarah went to the restaurant. Sarah gave a ring to",13410,24133
230,"Then, Justin and Michael were thinking about going to the restaurant. Michael wanted to give a kiss to","Then, Justin and Michael were thinking about going to the restaurant. Bryan wanted to give a kiss to","Then, Justin and Michael were thinking about going to the restaurant. Justin wanted to give a kiss to",22020,6227
511,"Then, Jesse and Amanda had a lot of fun at the station. Jesse gave a necklace to","Then, Jesse and Amanda had a lot of fun at the station. Michael gave a necklace to","Then, Jesse and Amanda had a lot of fun at the station. Amanda gave a necklace to",27181,27457
668,"Then, Laura and Emily had a long argument, and afterwards Laura said to","Then, Laura and Emily had a long argument, and afterwards Jesse said to","Then, Laura and Emily had a long argument, and afterwards Emily said to",17709,16913
936,"Then, Laura and Jose went to the house. Laura gave a basketball to","Then, Laura and Jose went to the house. Jacob gave a basketball to","Then, Laura and Jose went to the house. Jose gave a basketball to",7050,16913
18,"Then, Joshua and Andrew had a long argument, and afterwards Joshua said to","Then, Joshua and Andrew had a long argument, and afterwards Charles said to","Then, Joshua and Andrew had a long argument, and afterwards Andrew said to",11158,29070
693,"After Laura and Jessica went to the hospital, Laura gave a computer to","After Laura and Jessica went to the hospital, Mary gave a computer to","After Laura and Jessica went to the hospital, Jessica gave a computer to",24830,16913
268,"Then, Amanda and Emily were thinking about going to the restaurant. Amanda wanted to give a ring to","Then, Amanda and Emily were thinking about going to the restaurant. Bryan wanted to give a ring to","Then, Amanda and Emily were thinking about going to the restaurant. Emily wanted to give a ring to",17709,27181
275,"Then, Laura and Jamie had a lot of fun at the store. Laura gave a basketball to","Then, Laura and Jamie had a lot of fun at the store. Brian gave a basketball to","Then, Laura and Jamie had a lot of fun at the store. Jamie gave a basketball to",19785,16913
754,"Then, Kevin and Lauren went to the restaurant. Lauren gave a computer to","Then, Kevin and Lauren went to the restaurant. Angela gave a computer to","Then, Kevin and Lauren went to the restaurant. Kevin gave a computer to",14357,23887
723,"Then, Jamie and Matthew went to the hospital. Jamie gave a bone to","Then, Jamie and Matthew went to the hospital. Mark gave a bone to","Then, Jamie and Matthew went to the hospital. Matthew gave a bone to",16073,19785
332,"Then, Tyler and Robert had a lot of fun at the station. Tyler gave a basketball to","Then, Tyler and Robert had a lot of fun at the station. Scott gave a basketball to","Then, Tyler and Robert had a lot of fun at the station. Robert gave a basketball to",6374,24075
920,"Then, Jose and Amanda were working at the store. Amanda decided to give a necklace to","Then, Jose and Amanda were working at the store. Joshua decided to give a necklace to","Then, Jose and Amanda were working at the store. Jose decided to give a necklace to",7050,27181
273,"Then, Steven and Jessica were working at the school. Jessica decided to give a basketball to","Then, Steven and Jessica were working at the school. John decided to give a basketball to","Then, Steven and Jessica were working at the school. Steven decided to give a basketball to",21025,24830
688,"After Emily and Sean went to the school, Emily gave a basketball to","After Emily and Sean went to the school, Jennifer gave a basketball to","After Emily and Sean went to the school, Sean gave a basketball to",21236,17709
776,"Then, Kyle and Jason were thinking about going to the restaurant. Jason wanted to give a ring to","Then, Kyle and Jason were thinking about going to the restaurant. Sean wanted to give a ring to","Then, Kyle and Jason were thinking about going to the restaurant. Kyle wanted to give a ring to",26131,15645
250,"After Sarah and Sara went to the hospital, Sara gave a computer to","After Sarah and Sara went to the hospital, Brian gave a computer to","After Sarah and Sara went to the hospital, Sarah gave a computer to",13410,24133
169,"Then, Samuel and Jonathan went to the office. Jonathan gave a drink to","Then, Samuel and Jonathan went to the office. Patrick gave a drink to","Then, Samuel and Jonathan went to the office. Samuel gave a drink to",17363,17424
276,"After Rebecca and Scott went to the restaurant, Scott gave a ring to","After Rebecca and Scott went to the restaurant, Patrick gave a ring to","After Rebecca and Scott went to the restaurant, Rebecca gave a ring to",26782,8404
691,"Then, Michelle and Nicholas went to the station. Michelle gave a computer to","Then, Michelle and Nicholas went to the station. Joshua gave a computer to","Then, Michelle and Nicholas went to the station. Nicholas gave a computer to",23444,25738
274,"When Nicholas and Robert got a kiss at the office, Robert decided to give it to","When Nicholas and Robert got a kiss at the office, Andrea decided to give it to","When Nicholas and Robert got a kiss at the office, Nicholas decided to give it to",23444,6374
732,"After Kevin and Paul went to the restaurant, Kevin gave a computer to","After Kevin and Paul went to the restaurant, Brian gave a computer to","After Kevin and Paul went to the restaurant, Paul gave a computer to",4688,14357
65,"When Lauren and Kyle got a kiss at the house, Lauren decided to give it to","When Lauren and Kyle got a kiss at the house, Eric decided to give it to","When Lauren and Kyle got a kiss at the house, Kyle decided to give it to",26131,23887
463,"Then, James and Kyle had a lot of fun at the garden. Kyle gave a necklace to","Then, James and Kyle had a lot of fun at the garden. Kevin gave a necklace to","Then, James and Kyle had a lot of fun at the garden. James gave a necklace to",5565,26131
79,"Then, Benjamin and Elizabeth went to the school. Elizabeth gave a drink to","Then, Benjamin and Elizabeth went to the school. Laura gave a drink to","Then, Benjamin and Elizabeth went to the school. Benjamin gave a drink to",19026,12057
843,"Then, James and David went to the station. James gave a kiss to","Then, James and David went to the station. Kyle gave a kiss to","Then, James and David went to the station. David gave a kiss to",5185,5565
252,"When Alexander and Steven got a bone at the office, Alexander decided to give it to","When Alexander and Steven got a bone at the office, Lauren decided to give it to","When Alexander and Steven got a bone at the office, Steven decided to give it to",21025,11823
575,"Then, Brian and Paul were thinking about going to the restaurant. Brian wanted to give a kiss to","Then, Brian and Paul were thinking about going to the restaurant. Jessica wanted to give a kiss to","Then, Brian and Paul were thinking about going to the restaurant. Paul wanted to give a kiss to",4688,13337
488,"After Jacob and Tyler went to the hospital, Jacob gave a bone to","After Jacob and Tyler went to the hospital, Jamie gave a bone to","After Jacob and Tyler went to the hospital, Tyler gave a bone to",24075,13383
538,"After Laura and Michelle went to the restaurant, Laura gave a kiss to","After Laura and Michelle went to the restaurant, Jonathan gave a kiss to","After Laura and Michelle went to the restaurant, Michelle gave a kiss to",25738,16913
781,"When Jose and Charles got a ring at the garden, Jose decided to give it to","When Jose and Charles got a ring at the garden, David decided to give it to","When Jose and Charles got a ring at the garden, Charles decided to give it to",7195,7050
829,"Then, Kevin and Eric were thinking about going to the office. Eric wanted to give a snack to","Then, Kevin and Eric were thinking about going to the office. Joseph wanted to give a snack to","Then, Kevin and Eric were thinking about going to the office. Kevin wanted to give a snack to",14357,13635
95,"Then, Anthony and Kyle were working at the school. Kyle decided to give a computer to","Then, Anthony and Kyle were working at the school. Matthew decided to give a computer to","Then, Anthony and Kyle were working at the school. Anthony decided to give a computer to",15857,26131
304,"Then, Jennifer and Bryan had a lot of fun at the garden. Bryan gave a kiss to","Then, Jennifer and Bryan had a lot of fun at the garden. Rebecca gave a kiss to","Then, Jennifer and Bryan had a lot of fun at the garden. Jennifer gave a kiss to",22279,28687
789,"When Kevin and Thomas got a basketball at the office, Kevin decided to give it to","When Kevin and Thomas got a basketball at the office, Emily decided to give it to","When Kevin and Thomas got a basketball at the office, Thomas decided to give it to",6851,14357
568,"Then, Gregory and Adam had a lot of fun at the office. Adam gave a computer to","Then, Gregory and Adam had a lot of fun at the office. Ryan gave a computer to","Then, Gregory and Adam had a lot of fun at the office. Gregory gave a computer to",27881,11302
347,"Then, Patrick and Lauren had a lot of fun at the hospital. Patrick gave a kiss to","Then, Patrick and Lauren had a lot of fun at the hospital. David gave a kiss to","Then, Patrick and Lauren had a lot of fun at the hospital. Lauren gave a kiss to",23887,14455
555,"Then, Michael and Aaron were working at the house. Michael decided to give a necklace to","Then, Michael and Aaron were working at the house. Jason decided to give a necklace to","Then, Michael and Aaron were working at the house. Aaron decided to give a necklace to",21254,6227
702,"Then, Jennifer and Benjamin were thinking about going to the house. Benjamin wanted to give a kiss to","Then, Jennifer and Benjamin were thinking about going to the house. Kevin wanted to give a kiss to","Then, Jennifer and Benjamin were thinking about going to the house. Jennifer wanted to give a kiss to",22279,19026
875,"Then, Anthony and Sarah went to the store. Anthony gave a drink to","Then, Anthony and Sarah went to the store. Charles gave a drink to","Then, Anthony and Sarah went to the store. Sarah gave a drink to",13410,15857
34,"Then, Jennifer and Nathan went to the station. Nathan gave a kiss to","Then, Jennifer and Nathan went to the station. Rachel gave a kiss to","Then, Jennifer and Nathan went to the station. Jennifer gave a kiss to",22279,21282
64,"Then, David and Andrew had a lot of fun at the station. Andrew gave a bone to","Then, David and Andrew had a lot of fun at the station. Steven gave a bone to","Then, David and Andrew had a lot of fun at the station. David gave a bone to",5185,11158
134,"When Laura and Amy got a drink at the school, Amy decided to give it to","When Laura and Amy got a drink at the school, Jessica decided to give it to","When Laura and Amy got a drink at the school, Laura decided to give it to",16913,18491
279,"After Matthew and Aaron went to the hospital, Aaron gave a snack to","After Matthew and Aaron went to the hospital, Jeremy gave a snack to","After Matthew and Aaron went to the hospital, Matthew gave a snack to",16073,21254
786,"Then, Jason and Jamie went to the school. Jamie gave a necklace to","Then, Jason and Jamie went to the school. Nicholas gave a necklace to","Then, Jason and Jamie went to the school. Jason gave a necklace to",15645,19785
648,"Then, John and Laura were working at the school. John decided to give a snack to","Then, John and Laura were working at the school. James decided to give a snack to","Then, John and Laura were working at the school. Laura decided to give a snack to",16913,2983
467,"When Mary and Robert got a computer at the house, Mary decided to give it to","When Mary and Robert got a computer at the house, Andrea decided to give it to","When Mary and Robert got a computer at the house, Robert decided to give it to",6374,6248
644,"After Rebecca and Michael went to the restaurant, Rebecca gave a snack to","After Rebecca and Michael went to the restaurant, Sara gave a snack to","After Rebecca and Michael went to the restaurant, Michael gave a snack to",6227,26782
606,"Then, Laura and Joseph were thinking about going to the station. Laura wanted to give a necklace to","Then, Laura and Joseph were thinking about going to the station. Mark wanted to give a necklace to","Then, Laura and Joseph were thinking about going to the station. Joseph wanted to give a necklace to",8986,16913
337,"Then, Scott and Robert were thinking about going to the station. Scott wanted to give a snack to","Then, Scott and Robert were thinking about going to the station. Alexander wanted to give a snack to","Then, Scott and Robert were thinking about going to the station. Robert wanted to give a snack to",6374,8404
240,"Then, Lauren and Scott had a long argument, and afterwards Scott said to","Then, Lauren and Scott had a long argument, and afterwards Jennifer said to","Then, Lauren and Scott had a long argument, and afterwards Lauren said to",23887,8404
356,"After James and Andrew went to the garden, James gave a ring to","After James and Andrew went to the garden, Jose gave a ring to","After James and Andrew went to the garden, Andrew gave a ring to",11158,5565
421,"Then, Amy and Adam had a lot of fun at the garden. Adam gave a basketball to","Then, Amy and Adam had a lot of fun at the garden. Nicholas gave a basketball to","Then, Amy and Adam had a lot of fun at the garden. Amy gave a basketball to",18491,11302
182,"Then, Sean and Nathan had a long argument, and afterwards Nathan said to","Then, Sean and Nathan had a long argument, and afterwards Bryan said to","Then, Sean and Nathan had a long argument, and afterwards Sean said to",21236,21282
284,"Then, Tyler and Anthony had a lot of fun at the restaurant. Anthony gave a drink to","Then, Tyler and Anthony had a lot of fun at the restaurant. Lisa gave a drink to","Then, Tyler and Anthony had a lot of fun at the restaurant. Tyler gave a drink to",24075,15857
295,"Then, Paul and Jason had a long argument, and afterwards Paul said to","Then, Paul and Jason had a long argument, and afterwards Michelle said to","Then, Paul and Jason had a long argument, and afterwards Jason said to",15645,4688
373,"Then, Jason and Joshua had a long argument, and afterwards Jason said to","Then, Jason and Joshua had a long argument, and afterwards Lauren said to","Then, Jason and Joshua had a long argument, and afterwards Joshua said to",29070,15645
597,"Then, Nicholas and Mary were thinking about going to the hospital. Mary wanted to give a computer to","Then, Nicholas and Mary were thinking about going to the hospital. Tyler wanted to give a computer to","Then, Nicholas and Mary were thinking about going to the hospital. Nicholas wanted to give a computer to",23444,6248
870,"Then, Nicholas and Tyler had a lot of fun at the garden. Tyler gave a ring to","Then, Nicholas and Tyler had a lot of fun at the garden. Rebecca gave a ring to","Then, Nicholas and Tyler had a lot of fun at the garden. Nicholas gave a ring to",23444,24075
32,"When Jeremy and Mark got a ring at the store, Jeremy decided to give it to","When Jeremy and Mark got a ring at the store, Jason decided to give it to","When Jeremy and Mark got a ring at the store, Mark decided to give it to",4423,25019
265,"Then, Joseph and Anthony had a long argument, and afterwards Joseph said to","Then, Joseph and Anthony had a long argument, and afterwards Charles said to","Then, Joseph and Anthony had a long argument, and afterwards Anthony said to",15857,8986
675,"Then, Joshua and Gregory had a long argument, and afterwards Joshua said to","Then, Joshua and Gregory had a long argument, and afterwards Jeremy said to","Then, Joshua and Gregory had a long argument, and afterwards Gregory said to",27881,29070
55,"Then, Michael and Jacob had a lot of fun at the garden. Jacob gave a bone to","Then, Michael and Jacob had a lot of fun at the garden. Nicholas gave a bone to","Then, Michael and Jacob had a lot of fun at the garden. Michael gave a bone to",6227,13383
719,"Then, Angela and Patrick went to the restaurant. Angela gave a bone to","Then, Angela and Patrick went to the restaurant. Emily gave a bone to","Then, Angela and Patrick went to the restaurant. Patrick gave a bone to",14455,27759
550,"Then, Nicole and Ryan were thinking about going to the hospital. Nicole wanted to give a kiss to","Then, Nicole and Ryan were thinking about going to the hospital. Rachel wanted to give a kiss to","Then, Nicole and Ryan were thinking about going to the hospital. Ryan wanted to give a kiss to",13962,28456
703,"Then, James and Bryan had a lot of fun at the hospital. James gave a necklace to","Then, James and Bryan had a lot of fun at the hospital. Benjamin gave a necklace to","Then, James and Bryan had a lot of fun at the hospital. Bryan gave a necklace to",28687,5565
925,"Then, Richard and Nicholas were thinking about going to the restaurant. Richard wanted to give a bone to","Then, Richard and Nicholas were thinking about going to the restaurant. Rebecca wanted to give a bone to","Then, Richard and Nicholas were thinking about going to the restaurant. Nicholas wanted to give a bone to",23444,7127
21,"After Aaron and Jamie went to the restaurant, Jamie gave a computer to","After Aaron and Jamie went to the restaurant, Joshua gave a computer to","After Aaron and Jamie went to the restaurant, Aaron gave a computer to",21254,19785
227,"Then, Angela and Elizabeth went to the house. Elizabeth gave a necklace to","Then, Angela and Elizabeth went to the house. Stephen gave a necklace to","Then, Angela and Elizabeth went to the house. Angela gave a necklace to",27759,12057
16,"Then, Richard and David were working at the restaurant. Richard decided to give a bone to","Then, Richard and David were working at the restaurant. Nicole decided to give a bone to","Then, Richard and David were working at the restaurant. David decided to give a bone to",5185,7127
930,"Then, Steven and Lisa were thinking about going to the office. Steven wanted to give a bone to","Then, Steven and Lisa were thinking about going to the office. Jeremy wanted to give a bone to","Then, Steven and Lisa were thinking about going to the office. Lisa wanted to give a bone to",19767,21025
722,"Then, Richard and Tyler went to the house. Tyler gave a basketball to","Then, Richard and Tyler went to the house. Nathan gave a basketball to","Then, Richard and Tyler went to the house. Richard gave a basketball to",7127,24075
168,"Then, Amanda and Jesse had a lot of fun at the restaurant. Jesse gave a snack to","Then, Amanda and Jesse had a lot of fun at the restaurant. Charles gave a snack to","Then, Amanda and Jesse had a lot of fun at the restaurant. Amanda gave a snack to",27181,27457
277,"Then, Angela and Aaron had a long argument, and afterwards Aaron said to","Then, Angela and Aaron had a long argument, and afterwards Mary said to","Then, Angela and Aaron had a long argument, and afterwards Angela said to",27759,21254
202,"Then, Jesse and Nicole had a lot of fun at the hospital. Nicole gave a bone to","Then, Jesse and Nicole had a lot of fun at the hospital. Jennifer gave a bone to","Then, Jesse and Nicole had a lot of fun at the hospital. Jesse gave a bone to",27457,28456
593,"Then, Jesse and Eric had a lot of fun at the house. Eric gave a basketball to","Then, Jesse and Eric had a lot of fun at the house. Robert gave a basketball to","Then, Jesse and Eric had a lot of fun at the house. Jesse gave a basketball to",27457,13635
671,"Then, Ryan and Stephen were thinking about going to the station. Stephen wanted to give a basketball to","Then, Ryan and Stephen were thinking about going to the station. Samuel wanted to give a basketball to","Then, Ryan and Stephen were thinking about going to the station. Ryan wanted to give a basketball to",13962,13100
71,"Then, Christopher and Nicole had a long argument, and afterwards Christopher said to","Then, Christopher and Nicole had a long argument, and afterwards Tyler said to","Then, Christopher and Nicole had a long argument, and afterwards Nicole said to",28456,18329
734,"Then, David and Anthony went to the restaurant. David gave a kiss to","Then, David and Anthony went to the restaurant. Nicole gave a kiss to","Then, David and Anthony went to the restaurant. Anthony gave a kiss to",15857,5185
149,"Then, Eric and Jonathan were thinking about going to the station. Jonathan wanted to give a kiss to","Then, Eric and Jonathan were thinking about going to the station. Daniel wanted to give a kiss to","Then, Eric and Jonathan were thinking about going to the station. Eric wanted to give a kiss to",13635,17424
38,"After Scott and Jason went to the school, Scott gave a necklace to","After Scott and Jason went to the school, Paul gave a necklace to","After Scott and Jason went to the school, Jason gave a necklace to",15645,8404
500,"After Joshua and Jason went to the hospital, Jason gave a basketball to","After Joshua and Jason went to the hospital, Amanda gave a basketball to","After Joshua and Jason went to the hospital, Joshua gave a basketball to",29070,15645
22,"After Andrew and Benjamin went to the store, Benjamin gave a snack to","After Andrew and Benjamin went to the store, Daniel gave a snack to","After Andrew and Benjamin went to the store, Andrew gave a snack to",11158,19026
773,"Then, James and Kyle had a long argument, and afterwards James said to","Then, James and Kyle had a long argument, and afterwards John said to","Then, James and Kyle had a long argument, and afterwards Kyle said to",26131,5565
810,"Then, Scott and Kevin were thinking about going to the house. Kevin wanted to give a bone to","Then, Scott and Kevin were thinking about going to the house. Michael wanted to give a bone to","Then, Scott and Kevin were thinking about going to the house. Scott wanted to give a bone to",8404,14357
521,"Then, Nathan and Robert went to the restaurant. Robert gave a ring to","Then, Nathan and Robert went to the restaurant. Bryan gave a ring to","Then, Nathan and Robert went to the restaurant. Nathan gave a ring to",21282,6374
798,"Then, Rebecca and Jennifer had a long argument, and afterwards Rebecca said to","Then, Rebecca and Jennifer had a long argument, and afterwards Steven said to","Then, Rebecca and Jennifer had a long argument, and afterwards Jennifer said to",22279,26782
360,"Then, Jeremy and Anthony had a long argument, and afterwards Jeremy said to","Then, Jeremy and Anthony had a long argument, and afterwards Matthew said to","Then, Jeremy and Anthony had a long argument, and afterwards Anthony said to",15857,25019
292,"Then, Justin and Mary went to the station. Mary gave a computer to","Then, Justin and Mary went to the station. Jose gave a computer to","Then, Justin and Mary went to the station. Justin gave a computer to",22020,6248
15,"Then, Rachel and James went to the garden. Rachel gave a bone to","Then, Rachel and James went to the garden. Mary gave a bone to","Then, Rachel and James went to the garden. James gave a bone to",5565,17532
87,"Then, Eric and Scott had a lot of fun at the store. Eric gave a bone to","Then, Eric and Scott had a lot of fun at the store. Michael gave a bone to","Then, Eric and Scott had a lot of fun at the store. Scott gave a bone to",8404,13635
110,"Then, Jose and Jessica were working at the store. Jessica decided to give a drink to","Then, Jose and Jessica were working at the store. Lisa decided to give a drink to","Then, Jose and Jessica were working at the store. Jose decided to give a drink to",7050,24830
963,"Then, Aaron and John had a long argument, and afterwards John said to","Then, Aaron and John had a long argument, and afterwards Jessica said to","Then, Aaron and John had a long argument, and afterwards Aaron said to",21254,2983
761,"Then, Jose and Stephen were thinking about going to the station. Stephen wanted to give a necklace to","Then, Jose and Stephen were thinking about going to the station. Gregory wanted to give a necklace to","Then, Jose and Stephen were thinking about going to the station. Jose wanted to give a necklace to",7050,13100
797,"Then, Adam and Christopher had a lot of fun at the office. Adam gave a ring to","Then, Adam and Christopher had a lot of fun at the office. Eric gave a ring to","Then, Adam and Christopher had a lot of fun at the office. Christopher gave a ring to",18329,11302
224,"Then, Mary and Jeremy were thinking about going to the house. Jeremy wanted to give a computer to","Then, Mary and Jeremy were thinking about going to the house. Scott wanted to give a computer to","Then, Mary and Jeremy were thinking about going to the house. Mary wanted to give a computer to",6248,25019
700,"When Mary and Nicholas got a snack at the station, Mary decided to give it to","When Mary and Nicholas got a snack at the station, Nathan decided to give it to","When Mary and Nicholas got a snack at the station, Nicholas decided to give it to",23444,6248
854,"Then, Nicole and Alexander went to the office. Alexander gave a basketball to","Then, Nicole and Alexander went to the office. Joseph gave a basketball to","Then, Nicole and Alexander went to the office. Nicole gave a basketball to",28456,11823
245,"Then, Adam and Jennifer were thinking about going to the house. Jennifer wanted to give a snack to","Then, Adam and Jennifer were thinking about going to the house. Nicholas wanted to give a snack to","Then, Adam and Jennifer were thinking about going to the house. Adam wanted to give a snack to",11302,22279
821,"Then, Amanda and Mary went to the store. Amanda gave a snack to","Then, Amanda and Mary went to the store. Adam gave a snack to","Then, Amanda and Mary went to the store. Mary gave a snack to",6248,27181
112,"When Amy and David got a computer at the school, Amy decided to give it to","When Amy and David got a computer at the school, Charles decided to give it to","When Amy and David got a computer at the school, David decided to give it to",5185,18491
717,"Then, Amanda and Stephen had a long argument, and afterwards Amanda said to","Then, Amanda and Stephen had a long argument, and afterwards Sarah said to","Then, Amanda and Stephen had a long argument, and afterwards Stephen said to",13100,27181
944,"After Kevin and Andrea went to the house, Andrea gave a kiss to","After Kevin and Andrea went to the house, Charles gave a kiss to","After Kevin and Andrea went to the house, Kevin gave a kiss to",14357,24777
263,"Then, Nathan and Nicole had a long argument, and afterwards Nathan said to","Then, Nathan and Nicole had a long argument, and afterwards Bryan said to","Then, Nathan and Nicole had a long argument, and afterwards Nicole said to",28456,21282
401,"Then, Stephen and Richard had a long argument, and afterwards Richard said to","Then, Stephen and Richard had a long argument, and afterwards Jacob said to","Then, Stephen and Richard had a long argument, and afterwards Stephen said to",13100,7127
711,"Then, Jason and Angela had a lot of fun at the station. Jason gave a snack to","Then, Jason and Angela had a lot of fun at the station. Aaron gave a snack to","Then, Jason and Angela had a lot of fun at the station. Angela gave a snack to",27759,15645
653,"Then, Eric and Sean had a long argument, and afterwards Sean said to","Then, Eric and Sean had a long argument, and afterwards Jessica said to","Then, Eric and Sean had a long argument, and afterwards Eric said to",13635,21236
209,"When Sean and William got a computer at the station, Sean decided to give it to","When Sean and William got a computer at the station, Lauren decided to give it to","When Sean and William got a computer at the station, William decided to give it to",5014,21236
949,"Then, Amanda and Jeremy went to the station. Amanda gave a drink to","Then, Amanda and Jeremy went to the station. Nathan gave a drink to","Then, Amanda and Jeremy went to the station. Jeremy gave a drink to",25019,27181
598,"Then, Gregory and Jacob were thinking about going to the house. Jacob wanted to give a snack to","Then, Gregory and Jacob were thinking about going to the house. Stephen wanted to give a snack to","Then, Gregory and Jacob were thinking about going to the house. Gregory wanted to give a snack to",27881,13383
736,"Then, Andrea and Kyle were working at the house. Kyle decided to give a kiss to","Then, Andrea and Kyle were working at the house. Eric decided to give a kiss to","Then, Andrea and Kyle were working at the house. Andrea decided to give a kiss to",24777,26131
628,"Then, Angela and Jamie went to the garden. Jamie gave a ring to","Then, Angela and Jamie went to the garden. Adam gave a ring to","Then, Angela and Jamie went to the garden. Angela gave a ring to",27759,19785
363,"Then, Laura and Tyler went to the house. Tyler gave a ring to","Then, Laura and Tyler went to the house. Amy gave a ring to","Then, Laura and Tyler went to the house. Laura gave a ring to",16913,24075
271,"Then, Mary and Joshua had a long argument, and afterwards Mary said to","Then, Mary and Joshua had a long argument, and afterwards Paul said to","Then, Mary and Joshua had a long argument, and afterwards Joshua said to",29070,6248
156,"Then, Gregory and Benjamin were thinking about going to the station. Benjamin wanted to give a snack to","Then, Gregory and Benjamin were thinking about going to the station. Kyle wanted to give a snack to","Then, Gregory and Benjamin were thinking about going to the station. Gregory wanted to give a snack to",27881,19026
