,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
204,"Then, Emily and Benjamin had a lot of fun at the office. Benjamin gave a ring to","Then, Emily and Benjamin had a lot of fun at the office. Megan gave a ring to","Then, Emily and Benjamin had a lot of fun at the office. Emily gave a ring to",31325,27316
2,"Then, Lauren and David were working at the house. Lauren decided to give a snack to","Then, Lauren and David were working at the house. Brian decided to give a snack to","Then, Lauren and David were working at the house. David decided to give a snack to",6046,31868
294,"After Ryan and Ashley went to the house, Ryan gave a bone to","After Ryan and Ashley went to the house, Scott gave a bone to","After Ryan and Ashley went to the house, Ashley gave a bone to",42702,18894
554,"Then, Christine and Katie had a long argument, and afterwards Katie said to","Then, Christine and Katie had a long argument, and afterwards Brandon said to","Then, Christine and Katie had a long argument, and afterwards Christine said to",45698,46526
41,"After Ashley and Alicia went to the restaurant, Alicia gave a ring to","After Ashley and Alicia went to the restaurant, Kevin gave a ring to","After Ashley and Alicia went to the restaurant, Ashley gave a ring to",42702,77804
21,"Then, Ashley and Elizabeth had a lot of fun at the store. Ashley gave a basketball to","Then, Ashley and Elizabeth had a lot of fun at the store. William gave a basketball to","Then, Ashley and Elizabeth had a lot of fun at the store. Elizabeth gave a basketball to",15419,42702
678,"After Christina and Shannon went to the restaurant, Christina gave a computer to","After Christina and Shannon went to the restaurant, Dustin gave a computer to","After Christina and Shannon went to the restaurant, Shannon gave a computer to",54673,58025
385,"Then, Michael and Danielle went to the store. Danielle gave a kiss to","Then, Michael and Danielle went to the store. Bradley gave a kiss to","Then, Michael and Danielle went to the store. Michael gave a kiss to",7939,84486
563,"Then, Tyler and Brittany were thinking about going to the restaurant. Tyler wanted to give a computer to","Then, Tyler and Brittany were thinking about going to the restaurant. Scott wanted to give a computer to","Then, Tyler and Brittany were thinking about going to the restaurant. Brittany wanted to give a computer to",92030,35975
388,"Then, Michelle and Jonathan were working at the school. Michelle decided to give a basketball to","Then, Michelle and Jonathan were working at the school. Mark decided to give a basketball to","Then, Michelle and Jonathan were working at the school. Jonathan decided to give a basketball to",25571,37108
185,"Then, David and Joshua had a lot of fun at the station. Joshua gave a necklace to","Then, David and Joshua had a lot of fun at the station. Amber gave a necklace to","Then, David and Joshua had a lot of fun at the station. David gave a necklace to",6046,39555
528,"After Patrick and Jose went to the office, Patrick gave a necklace to","After Patrick and Jose went to the office, Elizabeth gave a necklace to","After Patrick and Jose went to the office, Jose gave a necklace to",8289,19785
76,"Then, Joshua and Kyle had a lot of fun at the station. Joshua gave a basketball to","Then, Joshua and Kyle had a lot of fun at the station. Brittany gave a basketball to","Then, Joshua and Kyle had a lot of fun at the station. Kyle gave a basketball to",40358,39555
842,"Then, Jamie and Amber had a long argument, and afterwards Amber said to","Then, Jamie and Amber had a long argument, and afterwards Crystal said to","Then, Jamie and Amber had a long argument, and afterwards Jamie said to",40742,47235
676,"After Lauren and John went to the hospital, John gave a basketball to","After Lauren and John went to the hospital, Cody gave a basketball to","After Lauren and John went to the hospital, Lauren gave a basketball to",31868,3350
566,"Then, Amber and Dustin went to the house. Amber gave a drink to","Then, Amber and Dustin went to the house. Travis gave a drink to","Then, Amber and Dustin went to the house. Dustin gave a drink to",116288,47235
438,"Then, Dustin and Alexander had a long argument, and afterwards Dustin said to","Then, Dustin and Alexander had a long argument, and afterwards Gregory said to","Then, Dustin and Alexander had a long argument, and afterwards Alexander said to",16188,116288
320,"Then, Cody and Dustin were thinking about going to the restaurant. Cody wanted to give a kiss to","Then, Cody and Dustin were thinking about going to the restaurant. Vanessa wanted to give a kiss to","Then, Cody and Dustin were thinking about going to the restaurant. Dustin wanted to give a kiss to",116288,67768
159,"Then, Laura and Jeffrey had a lot of fun at the office. Laura gave a basketball to","Then, Laura and Jeffrey had a lot of fun at the office. Erin gave a basketball to","Then, Laura and Jeffrey had a lot of fun at the office. Jeffrey gave a basketball to",48206,24277
996,"Then, Danielle and Michael were thinking about going to the house. Michael wanted to give a basketball to","Then, Danielle and Michael were thinking about going to the house. David wanted to give a basketball to","Then, Danielle and Michael were thinking about going to the house. Danielle wanted to give a basketball to",84486,7939
851,"Then, Kyle and Mark had a long argument, and afterwards Kyle said to","Then, Kyle and Mark had a long argument, and afterwards Gregory said to","Then, Kyle and Mark had a long argument, and afterwards Mark said to",4082,40358
22,"Then, Crystal and Jeremy were working at the garden. Jeremy decided to give a ring to","Then, Crystal and Jeremy were working at the garden. Michelle decided to give a ring to","Then, Crystal and Jeremy were working at the garden. Crystal decided to give a ring to",28166,42219
899,"After Lauren and Michael went to the store, Lauren gave a basketball to","After Lauren and Michael went to the store, Mary gave a basketball to","After Lauren and Michael went to the store, Michael gave a basketball to",7939,31868
259,"When Sara and Gregory got a bone at the store, Sara decided to give it to","When Sara and Gregory got a bone at the store, Katherine decided to give it to","When Sara and Gregory got a bone at the store, Gregory decided to give it to",39706,34315
635,"When Katherine and Joshua got a snack at the restaurant, Katherine decided to give it to","When Katherine and Joshua got a snack at the restaurant, Steven decided to give it to","When Katherine and Joshua got a snack at the restaurant, Joshua decided to give it to",39555,58448
208,"After Jose and Steven went to the station, Jose gave a ring to","After Jose and Steven went to the station, Jacob gave a ring to","After Jose and Steven went to the station, Steven gave a ring to",23114,8289
841,"Then, Katherine and Mary had a lot of fun at the restaurant. Katherine gave a drink to","Then, Katherine and Mary had a lot of fun at the restaurant. Nicholas gave a drink to","Then, Katherine and Mary had a lot of fun at the restaurant. Mary gave a drink to",7473,58448
34,"When Tiffany and Anthony got a computer at the office, Anthony decided to give it to","When Tiffany and Anthony got a computer at the office, Jeremy decided to give it to","When Tiffany and Anthony got a computer at the office, Tiffany decided to give it to",78477,21504
191,"When Dustin and Rebecca got a basketball at the house, Rebecca decided to give it to","When Dustin and Rebecca got a basketball at the house, Patrick decided to give it to","When Dustin and Rebecca got a basketball at the house, Dustin decided to give it to",116288,43057
406,"Then, Amanda and Sarah were thinking about going to the office. Amanda wanted to give a snack to","Then, Amanda and Sarah were thinking about going to the office. Laura wanted to give a snack to","Then, Amanda and Sarah were thinking about going to the office. Sarah wanted to give a snack to",19400,43069
641,"Then, Laura and Ashley were thinking about going to the station. Laura wanted to give a computer to","Then, Laura and Ashley were thinking about going to the station. Andrew wanted to give a computer to","Then, Laura and Ashley were thinking about going to the station. Ashley wanted to give a computer to",42702,24277
404,"Then, Jason and Jacob went to the garden. Jacob gave a necklace to","Then, Jason and Jacob went to the garden. Timothy gave a necklace to","Then, Jason and Jacob went to the garden. Jason gave a necklace to",23019,21297
995,"Then, Samantha and Nathan had a long argument, and afterwards Nathan said to","Then, Samantha and Nathan had a long argument, and afterwards Thomas said to","Then, Samantha and Nathan had a long argument, and afterwards Samantha said to",73605,32743
871,"Then, Bradley and Christopher were working at the hospital. Christopher decided to give a computer to","Then, Bradley and Christopher were working at the hospital. Jason decided to give a computer to","Then, Bradley and Christopher were working at the hospital. Bradley decided to give a computer to",42915,27402
370,"When Justin and Christina got a necklace at the house, Christina decided to give it to","When Justin and Christina got a necklace at the house, Amanda decided to give it to","When Justin and Christina got a necklace at the house, Justin decided to give it to",27031,58025
617,"Then, Jessica and Crystal had a long argument, and afterwards Crystal said to","Then, Jessica and Crystal had a long argument, and afterwards Alicia said to","Then, Jessica and Crystal had a long argument, and afterwards Jessica said to",36171,28166
470,"After Kyle and Nicholas went to the station, Nicholas gave a ring to","After Kyle and Nicholas went to the station, Bradley gave a ring to","After Kyle and Nicholas went to the station, Kyle gave a ring to",40358,34218
805,"Then, Kelly and Christopher were thinking about going to the restaurant. Kelly wanted to give a snack to","Then, Kelly and Christopher were thinking about going to the restaurant. Cody wanted to give a snack to","Then, Kelly and Christopher were thinking about going to the restaurant. Christopher wanted to give a snack to",27402,20950
526,"When Christina and Charles got a drink at the school, Christina decided to give it to","When Christina and Charles got a drink at the school, Melissa decided to give it to","When Christina and Charles got a drink at the school, Charles decided to give it to",8868,58025
695,"Then, Kyle and Lauren were thinking about going to the restaurant. Lauren wanted to give a basketball to","Then, Kyle and Lauren were thinking about going to the restaurant. Jamie wanted to give a basketball to","Then, Kyle and Lauren were thinking about going to the restaurant. Kyle wanted to give a basketball to",40358,31868
523,"When John and Cody got a drink at the garden, John decided to give it to","When John and Cody got a drink at the garden, Paul decided to give it to","When John and Cody got a drink at the garden, Cody decided to give it to",67768,3350
289,"After Brittany and Nicole went to the garden, Brittany gave a necklace to","After Brittany and Nicole went to the garden, Kenneth gave a necklace to","After Brittany and Nicole went to the garden, Nicole gave a necklace to",42462,92030
534,"After Kenneth and Heather went to the store, Kenneth gave a snack to","After Kenneth and Heather went to the store, Michelle gave a snack to","After Kenneth and Heather went to the store, Heather gave a snack to",51593,40980
82,"When Adam and Nathan got a snack at the station, Adam decided to give it to","When Adam and Nathan got a snack at the station, Daniel decided to give it to","When Adam and Nathan got a snack at the station, Nathan decided to give it to",32743,14876
400,"Then, Megan and Charles were working at the office. Megan decided to give a kiss to","Then, Megan and Charles were working at the office. Danielle decided to give a kiss to","Then, Megan and Charles were working at the office. Charles decided to give a kiss to",8868,58914
89,"Then, Patrick and Elizabeth were working at the house. Elizabeth decided to give a computer to","Then, Patrick and Elizabeth were working at the house. Erica decided to give a computer to","Then, Patrick and Elizabeth were working at the house. Patrick decided to give a computer to",19785,15419
601,"Then, Daniel and Kimberly were thinking about going to the house. Daniel wanted to give a bone to","Then, Daniel and Kimberly were thinking about going to the house. Jason wanted to give a bone to","Then, Daniel and Kimberly were thinking about going to the house. Kimberly wanted to give a bone to",102292,10754
164,"Then, Aaron and Joshua were thinking about going to the school. Joshua wanted to give a necklace to","Then, Aaron and Joshua were thinking about going to the school. Michelle wanted to give a necklace to","Then, Aaron and Joshua were thinking about going to the school. Aaron wanted to give a necklace to",32057,39555
782,"Then, Christopher and Samantha were working at the office. Christopher decided to give a necklace to","Then, Christopher and Samantha were working at the office. Andrea decided to give a necklace to","Then, Christopher and Samantha were working at the office. Samantha decided to give a necklace to",73605,27402
270,"After Lindsey and Jeffrey went to the store, Jeffrey gave a drink to","After Lindsey and Jeffrey went to the store, Tyler gave a drink to","After Lindsey and Jeffrey went to the store, Lindsey gave a drink to",95807,48206
793,"Then, James and Samantha went to the restaurant. James gave a bone to","Then, James and Samantha went to the restaurant. Patrick gave a bone to","Then, James and Samantha went to the restaurant. Samantha gave a bone to",73605,6110
408,"Then, Samantha and Jacob were thinking about going to the station. Samantha wanted to give a ring to","Then, Samantha and Jacob were thinking about going to the station. Stephanie wanted to give a ring to","Then, Samantha and Jacob were thinking about going to the station. Jacob wanted to give a ring to",21297,73605
770,"After Jason and Tiffany went to the garden, Jason gave a ring to","After Jason and Tiffany went to the garden, Joseph gave a ring to","After Jason and Tiffany went to the garden, Tiffany gave a ring to",78477,23019
819,"Then, Kevin and Amber had a long argument, and afterwards Amber said to","Then, Kevin and Amber had a long argument, and afterwards Alexander said to","Then, Kevin and Amber had a long argument, and afterwards Kevin said to",19934,47235
28,"Then, Lisa and Daniel were working at the store. Daniel decided to give a necklace to","Then, Lisa and Daniel were working at the store. Kimberly decided to give a necklace to","Then, Lisa and Daniel were working at the store. Lisa decided to give a necklace to",25380,10754
584,"Then, David and Michael went to the station. Michael gave a snack to","Then, David and Michael went to the station. Samuel gave a snack to","Then, David and Michael went to the station. David gave a snack to",6046,7939
223,"When Aaron and Melissa got a ring at the house, Melissa decided to give it to","When Aaron and Melissa got a ring at the house, Anthony decided to give it to","When Aaron and Melissa got a ring at the house, Aaron decided to give it to",32057,52521
826,"After Mary and Samuel went to the store, Mary gave a ring to","After Mary and Samuel went to the store, Melissa gave a ring to","After Mary and Samuel went to the store, Samuel gave a ring to",19784,7473
130,"Then, Lindsay and Lauren were working at the store. Lauren decided to give a drink to","Then, Lindsay and Lauren were working at the store. David decided to give a drink to","Then, Lindsay and Lauren were working at the store. Lindsay decided to give a drink to",61987,31868
513,"After Amber and Melissa went to the station, Amber gave a ring to","After Amber and Melissa went to the station, Matthew gave a ring to","After Amber and Melissa went to the station, Melissa gave a ring to",52521,47235
512,"Then, Samantha and Brittany were working at the hospital. Samantha decided to give a basketball to","Then, Samantha and Brittany were working at the hospital. Katie decided to give a basketball to","Then, Samantha and Brittany were working at the hospital. Brittany decided to give a basketball to",92030,73605
245,"When Nicholas and Katie got a snack at the restaurant, Katie decided to give it to","When Nicholas and Katie got a snack at the restaurant, Daniel decided to give it to","When Nicholas and Katie got a snack at the restaurant, Nicholas decided to give it to",34218,46526
424,"Then, Steven and Tiffany had a lot of fun at the house. Tiffany gave a kiss to","Then, Steven and Tiffany had a lot of fun at the house. Samuel gave a kiss to","Then, Steven and Tiffany had a lot of fun at the house. Steven gave a kiss to",23114,78477
983,"After Stephanie and Megan went to the station, Stephanie gave a basketball to","After Stephanie and Megan went to the station, Alexander gave a basketball to","After Stephanie and Megan went to the station, Megan gave a basketball to",58914,55361
243,"When Amanda and Jacob got a computer at the restaurant, Jacob decided to give it to","When Amanda and Jacob got a computer at the restaurant, Erin decided to give it to","When Amanda and Jacob got a computer at the restaurant, Amanda decided to give it to",43069,21297
720,"Then, Jacob and Justin had a long argument, and afterwards Jacob said to","Then, Jacob and Justin had a long argument, and afterwards Eric said to","Then, Jacob and Justin had a long argument, and afterwards Justin said to",27031,21297
746,"When Alexander and Andrew got a bone at the store, Alexander decided to give it to","When Alexander and Andrew got a bone at the store, John decided to give it to","When Alexander and Andrew got a bone at the store, Andrew decided to give it to",15970,16188
894,"When Samuel and Jason got a ring at the restaurant, Samuel decided to give it to","When Samuel and Jason got a ring at the restaurant, Alicia decided to give it to","When Samuel and Jason got a ring at the restaurant, Jason decided to give it to",23019,19784
458,"Then, Jennifer and Andrea had a lot of fun at the station. Andrea gave a drink to","Then, Jennifer and Andrea had a lot of fun at the station. Charles gave a drink to","Then, Jennifer and Andrea had a lot of fun at the station. Jennifer gave a drink to",30904,32492
637,"Then, Sean and Sara were working at the store. Sara decided to give a kiss to","Then, Sean and Sara were working at the store. Kristen decided to give a kiss to","Then, Sean and Sara were working at the store. Sean decided to give a kiss to",34723,34315
211,"After Adam and Mark went to the hospital, Adam gave a ring to","After Adam and Mark went to the hospital, Charles gave a ring to","After Adam and Mark went to the hospital, Mark gave a ring to",4082,14876
607,"Then, Kyle and Mary were thinking about going to the office. Kyle wanted to give a basketball to","Then, Kyle and Mary were thinking about going to the office. Angela wanted to give a basketball to","Then, Kyle and Mary were thinking about going to the office. Mary wanted to give a basketball to",7473,40358
178,"Then, Ryan and Shannon went to the station. Shannon gave a basketball to","Then, Ryan and Shannon went to the station. Mark gave a basketball to","Then, Ryan and Shannon went to the station. Ryan gave a basketball to",18894,54673
133,"Then, Erin and Kevin were thinking about going to the house. Erin wanted to give a ring to","Then, Erin and Kevin were thinking about going to the house. Cody wanted to give a ring to","Then, Erin and Kevin were thinking about going to the house. Kevin wanted to give a ring to",19934,42201
704,"Then, Daniel and Nicholas had a long argument, and afterwards Nicholas said to","Then, Daniel and Nicholas had a long argument, and afterwards Jessica said to","Then, Daniel and Nicholas had a long argument, and afterwards Daniel said to",10754,34218
900,"When Bryan and Charles got a computer at the restaurant, Bryan decided to give it to","When Bryan and Charles got a computer at the restaurant, Steven decided to give it to","When Bryan and Charles got a computer at the restaurant, Charles decided to give it to",8868,39746
134,"Then, Amy and Robert went to the store. Robert gave a snack to","Then, Amy and Robert went to the store. Christopher gave a snack to","Then, Amy and Robert went to the store. Amy gave a snack to",27161,7866
203,"After Amy and Daniel went to the store, Daniel gave a necklace to","After Amy and Daniel went to the store, Jessica gave a necklace to","After Amy and Daniel went to the store, Amy gave a necklace to",27161,10754
517,"Then, Allison and Benjamin were working at the house. Benjamin decided to give a ring to","Then, Allison and Benjamin were working at the house. Bryan decided to give a ring to","Then, Allison and Benjamin were working at the house. Allison decided to give a ring to",64426,27316
710,"When Kristen and Angela got a kiss at the school, Angela decided to give it to","When Kristen and Angela got a kiss at the school, Megan decided to give it to","When Kristen and Angela got a kiss at the school, Kristen decided to give it to",76665,43971
78,"Then, Brian and Nathan had a long argument, and afterwards Brian said to","Then, Brian and Nathan had a long argument, and afterwards Andrew said to","Then, Brian and Nathan had a long argument, and afterwards Nathan said to",32743,19924
132,"Then, Michael and Jonathan had a lot of fun at the garden. Jonathan gave a snack to","Then, Michael and Jonathan had a lot of fun at the garden. Jennifer gave a snack to","Then, Michael and Jonathan had a lot of fun at the garden. Michael gave a snack to",7939,25571
689,"Then, Erica and Paul were thinking about going to the store. Erica wanted to give a necklace to","Then, Erica and Paul were thinking about going to the store. Allison wanted to give a necklace to","Then, Erica and Paul were thinking about going to the store. Paul wanted to give a necklace to",6369,95692
369,"Then, Michael and Kelly were thinking about going to the station. Michael wanted to give a drink to","Then, Michael and Kelly were thinking about going to the station. Courtney wanted to give a drink to","Then, Michael and Kelly were thinking about going to the station. Kelly wanted to give a drink to",20950,7939
100,"Then, Benjamin and Cody went to the station. Cody gave a drink to","Then, Benjamin and Cody went to the station. Jesse gave a drink to","Then, Benjamin and Cody went to the station. Benjamin gave a drink to",27316,67768
212,"Then, Melissa and Amy were thinking about going to the store. Amy wanted to give a computer to","Then, Melissa and Amy were thinking about going to the store. Lindsay wanted to give a computer to","Then, Melissa and Amy were thinking about going to the store. Melissa wanted to give a computer to",52521,27161
778,"When Stephanie and Angela got a drink at the restaurant, Angela decided to give it to","When Stephanie and Angela got a drink at the restaurant, Jeffrey decided to give it to","When Stephanie and Angela got a drink at the restaurant, Stephanie decided to give it to",55361,43971
552,"Then, Ashley and Megan were working at the hospital. Megan decided to give a bone to","Then, Ashley and Megan were working at the hospital. Sean decided to give a bone to","Then, Ashley and Megan were working at the hospital. Ashley decided to give a bone to",42702,58914
444,"Then, Katherine and Kimberly were working at the hospital. Katherine decided to give a drink to","Then, Katherine and Kimberly were working at the hospital. Mark decided to give a drink to","Then, Katherine and Kimberly were working at the hospital. Kimberly decided to give a drink to",102292,58448
309,"Then, John and Katie had a lot of fun at the house. John gave a kiss to","Then, John and Katie had a lot of fun at the house. David gave a kiss to","Then, John and Katie had a lot of fun at the house. Katie gave a kiss to",46526,3350
266,"When Lindsey and Thomas got a drink at the garden, Thomas decided to give it to","When Lindsey and Thomas got a drink at the garden, Erin decided to give it to","When Lindsey and Thomas got a drink at the garden, Lindsey decided to give it to",95807,7536
837,"When Adam and Christina got a ring at the school, Adam decided to give it to","When Adam and Christina got a ring at the school, Bryan decided to give it to","When Adam and Christina got a ring at the school, Christina decided to give it to",58025,14876
390,"Then, Thomas and Nathan went to the house. Nathan gave a snack to","Then, Thomas and Nathan went to the house. Christina gave a snack to","Then, Thomas and Nathan went to the house. Thomas gave a snack to",7536,32743
967,"Then, Tyler and Richard had a long argument, and afterwards Tyler said to","Then, Tyler and Richard had a long argument, and afterwards David said to","Then, Tyler and Richard had a long argument, and afterwards Richard said to",9135,35975
990,"Then, Bradley and Timothy went to the restaurant. Bradley gave a basketball to","Then, Bradley and Timothy went to the restaurant. Erica gave a basketball to","Then, Bradley and Timothy went to the restaurant. Timothy gave a basketball to",44708,42915
886,"After James and Brian went to the house, Brian gave a kiss to","After James and Brian went to the house, Jamie gave a kiss to","After James and Brian went to the house, James gave a kiss to",6110,19924
768,"Then, Kristen and Justin were thinking about going to the restaurant. Kristen wanted to give a kiss to","Then, Kristen and Justin were thinking about going to the restaurant. Nathan wanted to give a kiss to","Then, Kristen and Justin were thinking about going to the restaurant. Justin wanted to give a kiss to",27031,76665
519,"After Stephanie and Jennifer went to the school, Stephanie gave a drink to","After Stephanie and Jennifer went to the school, Elizabeth gave a drink to","After Stephanie and Jennifer went to the school, Jennifer gave a drink to",30904,55361
825,"Then, Brittany and Melissa were working at the restaurant. Brittany decided to give a basketball to","Then, Brittany and Melissa were working at the restaurant. Nicholas decided to give a basketball to","Then, Brittany and Melissa were working at the restaurant. Melissa decided to give a basketball to",52521,92030
167,"Then, Jonathan and Rachel were working at the office. Jonathan decided to give a ring to","Then, Jonathan and Rachel were working at the office. Nicole decided to give a ring to","Then, Jonathan and Rachel were working at the office. Rachel decided to give a ring to",32758,25571
319,"Then, Dustin and Eric had a long argument, and afterwards Dustin said to","Then, Dustin and Eric had a long argument, and afterwards Tiffany said to","Then, Dustin and Eric had a long argument, and afterwards Eric said to",19288,116288
780,"Then, Justin and Lindsay were thinking about going to the house. Lindsay wanted to give a computer to","Then, Justin and Lindsay were thinking about going to the house. Lauren wanted to give a computer to","Then, Justin and Lindsay were thinking about going to the house. Justin wanted to give a computer to",27031,61987
898,"Then, James and Brian were thinking about going to the garden. James wanted to give a bone to","Then, James and Brian were thinking about going to the garden. Allison wanted to give a bone to","Then, James and Brian were thinking about going to the garden. Brian wanted to give a bone to",19924,6110
336,"Then, Jonathan and Samantha went to the restaurant. Samantha gave a snack to","Then, Jonathan and Samantha went to the restaurant. Amanda gave a snack to","Then, Jonathan and Samantha went to the restaurant. Jonathan gave a snack to",25571,73605
318,"Then, David and Robert were thinking about going to the garden. David wanted to give a computer to","Then, David and Robert were thinking about going to the garden. Eric wanted to give a computer to","Then, David and Robert were thinking about going to the garden. Robert wanted to give a computer to",7866,6046
339,"Then, Rebecca and Allison had a lot of fun at the house. Allison gave a drink to","Then, Rebecca and Allison had a lot of fun at the house. Daniel gave a drink to","Then, Rebecca and Allison had a lot of fun at the house. Rebecca gave a drink to",43057,64426
775,"Then, Richard and Katherine had a lot of fun at the restaurant. Katherine gave a kiss to","Then, Richard and Katherine had a lot of fun at the restaurant. Andrew gave a kiss to","Then, Richard and Katherine had a lot of fun at the restaurant. Richard gave a kiss to",9135,58448
83,"Then, Lindsey and Kristen were thinking about going to the garden. Kristen wanted to give a drink to","Then, Lindsey and Kristen were thinking about going to the garden. Dustin wanted to give a drink to","Then, Lindsey and Kristen were thinking about going to the garden. Lindsey wanted to give a drink to",95807,76665
322,"Then, Kevin and Lisa were working at the restaurant. Kevin decided to give a bone to","Then, Kevin and Lisa were working at the restaurant. Patrick decided to give a bone to","Then, Kevin and Lisa were working at the restaurant. Lisa decided to give a bone to",25380,19934
62,"Then, Ashley and Lindsey were working at the garden. Ashley decided to give a ring to","Then, Ashley and Lindsey were working at the garden. Cody decided to give a ring to","Then, Ashley and Lindsey were working at the garden. Lindsey decided to give a ring to",95807,42702
102,"Then, Lindsay and Erin were working at the restaurant. Erin decided to give a basketball to","Then, Lindsay and Erin were working at the restaurant. Elizabeth decided to give a basketball to","Then, Lindsay and Erin were working at the restaurant. Lindsay decided to give a basketball to",61987,42201
443,"Then, Bradley and Rachel were thinking about going to the station. Bradley wanted to give a basketball to","Then, Bradley and Rachel were thinking about going to the station. Bryan wanted to give a basketball to","Then, Bradley and Rachel were thinking about going to the station. Rachel wanted to give a basketball to",32758,42915
658,"Then, Michael and Jonathan had a long argument, and afterwards Michael said to","Then, Michael and Jonathan had a long argument, and afterwards Crystal said to","Then, Michael and Jonathan had a long argument, and afterwards Jonathan said to",25571,7939
711,"Then, Samantha and Stephanie went to the house. Samantha gave a necklace to","Then, Samantha and Stephanie went to the house. Robert gave a necklace to","Then, Samantha and Stephanie went to the house. Stephanie gave a necklace to",55361,73605
469,"Then, Melissa and Jose went to the office. Melissa gave a ring to","Then, Melissa and Jose went to the office. Brittany gave a ring to","Then, Melissa and Jose went to the office. Jose gave a ring to",8289,52521
925,"Then, Gregory and Mary were working at the house. Gregory decided to give a necklace to","Then, Gregory and Mary were working at the house. Jonathan decided to give a necklace to","Then, Gregory and Mary were working at the house. Mary decided to give a necklace to",7473,39706
699,"Then, Crystal and Andrea had a long argument, and afterwards Andrea said to","Then, Crystal and Andrea had a long argument, and afterwards Bradley said to","Then, Crystal and Andrea had a long argument, and afterwards Crystal said to",28166,32492
397,"After Jeremy and Mary went to the garden, Mary gave a computer to","After Jeremy and Mary went to the garden, James gave a computer to","After Jeremy and Mary went to the garden, Jeremy gave a computer to",42219,7473
986,"Then, Gregory and Justin were working at the station. Gregory decided to give a kiss to","Then, Gregory and Justin were working at the station. Bryan decided to give a kiss to","Then, Gregory and Justin were working at the station. Justin decided to give a kiss to",27031,39706
206,"Then, Christina and Jesse were working at the restaurant. Christina decided to give a basketball to","Then, Christina and Jesse were working at the restaurant. Jeremy decided to give a basketball to","Then, Christina and Jesse were working at the restaurant. Jesse decided to give a basketball to",46041,58025
815,"Then, Michelle and Emily had a long argument, and afterwards Michelle said to","Then, Michelle and Emily had a long argument, and afterwards Amy said to","Then, Michelle and Emily had a long argument, and afterwards Emily said to",31325,37108
741,"After Eric and Andrea went to the house, Andrea gave a bone to","After Eric and Andrea went to the house, Erin gave a bone to","After Eric and Andrea went to the house, Eric gave a bone to",19288,32492
