,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
635,"Then, Sarah and Brandon were thinking about going to the hospital. Brandon wanted to give a kiss to","Then, Sarah and Brandon were thinking about going to the hospital. Nicholas wanted to give a kiss to","Then, Sarah and Brandon were thinking about going to the hospital. Sarah wanted to give a kiss to",15458,29040
61,"Then, Sean and Jeffrey had a long argument, and afterwards Jeffrey said to","Then, Sean and Jeffrey had a long argument, and afterwards Richard said to","Then, Sean and Jeffrey had a long argument, and afterwards Sean said to",22723,30274
10,"After Nathan and Jennifer went to the house, Jennifer gave a snack to","After Nathan and Jennifer went to the house, Stephanie gave a snack to","After Nathan and Jennifer went to the house, Nathan gave a snack to",23662,26355
389,"When Sara and Stephen got a kiss at the station, Stephen decided to give it to","When Sara and Stephen got a kiss at the station, Cody decided to give it to","When Sara and Stephen got a kiss at the station, Sara decided to give it to",31336,12167
858,"Then, Jesse and Laura were working at the hospital. Jesse decided to give a snack to","Then, Jesse and Laura were working at the hospital. John decided to give a snack to","Then, Jesse and Laura were working at the hospital. Laura decided to give a snack to",21960,31472
341,"Then, Amy and Jonathan went to the hospital. Amy gave a necklace to","Then, Amy and Jonathan went to the hospital. Jacob gave a necklace to","Then, Amy and Jonathan went to the hospital. Jonathan gave a necklace to",18985,22138
596,"Then, Crystal and Eric were thinking about going to the office. Eric wanted to give a kiss to","Then, Crystal and Eric were thinking about going to the office. Mary wanted to give a kiss to","Then, Crystal and Eric were thinking about going to the office. Crystal wanted to give a kiss to",29509,12284
974,"Then, Andrea and Laura were working at the hospital. Laura decided to give a bone to","Then, Andrea and Laura were working at the hospital. Patrick decided to give a bone to","Then, Andrea and Laura were working at the hospital. Andrea decided to give a bone to",35944,21960
594,"Then, Richard and Megan had a lot of fun at the school. Megan gave a bone to","Then, Richard and Megan had a lot of fun at the school. Nicholas gave a bone to","Then, Richard and Megan had a lot of fun at the school. Richard gave a bone to",7727,45867
38,"Then, Lindsay and Adam were working at the school. Adam decided to give a necklace to","Then, Lindsay and Adam were working at the school. Laura decided to give a necklace to","Then, Lindsay and Adam were working at the school. Lindsay decided to give a necklace to",44056,13187
922,"After Kyle and Bradley went to the garden, Bradley gave a basketball to","After Kyle and Bradley went to the garden, Andrew gave a basketball to","After Kyle and Bradley went to the garden, Kyle gave a basketball to",25856,27991
422,"Then, Samuel and Robert had a long argument, and afterwards Robert said to","Then, Samuel and Robert had a long argument, and afterwards Matthew said to","Then, Samuel and Robert had a long argument, and afterwards Samuel said to",20628,6911
542,"Then, Nicole and Kelly were working at the station. Nicole decided to give a drink to","Then, Nicole and Kelly were working at the station. Rachel decided to give a drink to","Then, Nicole and Kelly were working at the station. Kelly decided to give a drink to",14943,37930
911,"Then, Ryan and Kevin had a long argument, and afterwards Ryan said to","Then, Ryan and Kevin had a long argument, and afterwards Sean said to","Then, Ryan and Kevin had a long argument, and afterwards Kevin said to",15273,13114
388,"Then, Mary and Steven were thinking about going to the office. Mary wanted to give a computer to","Then, Mary and Steven were thinking about going to the office. James wanted to give a computer to","Then, Mary and Steven were thinking about going to the office. Steven wanted to give a computer to",19436,6393
495,"Then, Cody and Joseph were thinking about going to the garden. Joseph wanted to give a bone to","Then, Cody and Joseph were thinking about going to the garden. Jeffrey wanted to give a bone to","Then, Cody and Joseph were thinking about going to the garden. Cody wanted to give a bone to",48545,10092
928,"Then, Lauren and Jennifer had a lot of fun at the house. Jennifer gave a basketball to","Then, Lauren and Jennifer had a lot of fun at the house. Kevin gave a basketball to","Then, Lauren and Jennifer had a lot of fun at the house. Lauren gave a basketball to",33821,26355
29,"Then, Katie and Justin went to the garden. Justin gave a ring to","Then, Katie and Justin went to the garden. Eric gave a ring to","Then, Katie and Justin went to the garden. Katie gave a ring to",37073,20839
701,"Then, Crystal and Daniel were thinking about going to the house. Daniel wanted to give a basketball to","Then, Crystal and Daniel were thinking about going to the house. Mary wanted to give a basketball to","Then, Crystal and Daniel were thinking about going to the house. Crystal wanted to give a basketball to",29509,10213
983,"Then, Anthony and Timothy went to the station. Anthony gave a kiss to","Then, Anthony and Timothy went to the station. Bradley gave a kiss to","Then, Anthony and Timothy went to the station. Timothy gave a kiss to",32905,16358
629,"Then, Lindsay and Nicole had a long argument, and afterwards Lindsay said to","Then, Lindsay and Nicole had a long argument, and afterwards Bryan said to","Then, Lindsay and Nicole had a long argument, and afterwards Nicole said to",37930,44056
106,"Then, Steven and Lisa had a lot of fun at the house. Steven gave a drink to","Then, Steven and Lisa had a lot of fun at the house. Jose gave a drink to","Then, Steven and Lisa had a lot of fun at the house. Lisa gave a drink to",22707,19436
505,"Then, Aaron and Amber had a lot of fun at the store. Amber gave a snack to","Then, Aaron and Amber had a lot of fun at the store. Crystal gave a snack to","Then, Aaron and Amber had a lot of fun at the store. Aaron gave a snack to",22234,41131
776,"Then, Allison and Rachel were thinking about going to the station. Rachel wanted to give a snack to","Then, Allison and Rachel were thinking about going to the station. Justin wanted to give a snack to","Then, Allison and Rachel were thinking about going to the station. Allison wanted to give a snack to",45664,22739
705,"After Jonathan and Gregory went to the hospital, Gregory gave a necklace to","After Jonathan and Gregory went to the hospital, Cody gave a necklace to","After Jonathan and Gregory went to the hospital, Jonathan gave a necklace to",18985,28991
839,"Then, Robert and Katherine were thinking about going to the store. Robert wanted to give a necklace to","Then, Robert and Katherine were thinking about going to the store. Sara wanted to give a necklace to","Then, Robert and Katherine were thinking about going to the store. Katherine wanted to give a necklace to",37497,6911
415,"Then, Shannon and David went to the garden. David gave a basketball to","Then, Shannon and David went to the garden. Laura gave a basketball to","Then, Shannon and David went to the garden. Shannon gave a basketball to",35175,5119
426,"Then, Jeremy and Nicholas were thinking about going to the station. Jeremy wanted to give a drink to","Then, Jeremy and Nicholas were thinking about going to the station. Jamie wanted to give a drink to","Then, Jeremy and Nicholas were thinking about going to the station. Nicholas wanted to give a drink to",26876,25413
9,"Then, David and Heather went to the school. David gave a kiss to","Then, David and Heather went to the school. Richard gave a kiss to","Then, David and Heather went to the school. Heather gave a kiss to",37083,5119
297,"Then, Katherine and Kenneth were working at the store. Kenneth decided to give a ring to","Then, Katherine and Kenneth were working at the store. James decided to give a ring to","Then, Katherine and Kenneth were working at the store. Katherine decided to give a ring to",37497,31270
397,"After Gregory and John went to the school, Gregory gave a basketball to","After Gregory and John went to the school, Cody gave a basketball to","After Gregory and John went to the school, John gave a basketball to",2516,28991
910,"Then, Sean and Lindsey had a long argument, and afterwards Lindsey said to","Then, Sean and Lindsey had a long argument, and afterwards Kenneth said to","Then, Sean and Lindsey had a long argument, and afterwards Sean said to",22723,50178
204,"Then, John and Christine had a long argument, and afterwards John said to","Then, John and Christine had a long argument, and afterwards Joseph said to","Then, John and Christine had a long argument, and afterwards Christine said to",36449,2516
761,"Then, Eric and John were working at the school. John decided to give a bone to","Then, Eric and John were working at the school. Michael decided to give a bone to","Then, Eric and John were working at the school. Eric decided to give a bone to",12284,2516
454,"After Angela and Thomas went to the station, Thomas gave a drink to","After Angela and Thomas went to the station, Joseph gave a drink to","After Angela and Thomas went to the station, Angela gave a drink to",29804,7195
841,"Then, Lauren and Angela went to the hospital. Lauren gave a necklace to","Then, Lauren and Angela went to the hospital. Robert gave a necklace to","Then, Lauren and Angela went to the hospital. Angela gave a necklace to",29804,33821
128,"Then, Bradley and Sara were working at the house. Sara decided to give a bone to","Then, Bradley and Sara were working at the house. Amy decided to give a bone to","Then, Bradley and Sara were working at the house. Bradley decided to give a bone to",27991,31336
348,"Then, Kevin and Brian were thinking about going to the station. Brian wanted to give a kiss to","Then, Kevin and Brian were thinking about going to the station. Richard wanted to give a kiss to","Then, Kevin and Brian were thinking about going to the station. Kevin wanted to give a kiss to",15273,14468
468,"Then, Gregory and Bryan were thinking about going to the office. Bryan wanted to give a computer to","Then, Gregory and Bryan were thinking about going to the office. Michael wanted to give a computer to","Then, Gregory and Bryan were thinking about going to the office. Gregory wanted to give a computer to",28991,30397
599,"Then, Nathan and Benjamin had a long argument, and afterwards Benjamin said to","Then, Nathan and Benjamin had a long argument, and afterwards Alexander said to","Then, Nathan and Benjamin had a long argument, and afterwards Nathan said to",23662,19046
820,"When Robert and Matthew got a basketball at the store, Matthew decided to give it to","When Robert and Matthew got a basketball at the store, Jessica decided to give it to","When Robert and Matthew got a basketball at the store, Robert decided to give it to",6911,18322
122,"After Michelle and Patrick went to the hospital, Michelle gave a basketball to","After Michelle and Patrick went to the hospital, Ryan gave a basketball to","After Michelle and Patrick went to the hospital, Patrick gave a basketball to",15435,28331
86,"Then, Emily and Samuel were thinking about going to the office. Emily wanted to give a bone to","Then, Emily and Samuel were thinking about going to the office. Matthew wanted to give a bone to","Then, Emily and Samuel were thinking about going to the office. Samuel wanted to give a bone to",20628,24504
725,"When Justin and Joseph got a kiss at the store, Joseph decided to give it to","When Justin and Joseph got a kiss at the store, Katherine decided to give it to","When Justin and Joseph got a kiss at the store, Justin decided to give it to",20839,10092
730,"After Jeffrey and Jose went to the restaurant, Jose gave a bone to","After Jeffrey and Jose went to the restaurant, James gave a bone to","After Jeffrey and Jose went to the restaurant, Jeffrey gave a bone to",30274,7924
285,"Then, James and Mark were working at the store. Mark decided to give a drink to","Then, James and Mark were working at the store. John decided to give a drink to","Then, James and Mark were working at the store. James decided to give a drink to",5490,4744
366,"After Brian and Shannon went to the station, Shannon gave a snack to","After Brian and Shannon went to the station, Lindsey gave a snack to","After Brian and Shannon went to the station, Brian gave a snack to",14468,35175
894,"After Steven and Katie went to the station, Steven gave a snack to","After Steven and Katie went to the station, Adam gave a snack to","After Steven and Katie went to the station, Katie gave a snack to",37073,19436
1,"Then, Lisa and Anthony had a long argument, and afterwards Anthony said to","Then, Lisa and Anthony had a long argument, and afterwards Jeremy said to","Then, Lisa and Anthony had a long argument, and afterwards Lisa said to",22707,16358
453,"Then, Richard and Jason were thinking about going to the station. Richard wanted to give a snack to","Then, Richard and Jason were thinking about going to the station. Shannon wanted to give a snack to","Then, Richard and Jason were thinking about going to the station. Jason wanted to give a snack to",16553,7727
304,"Then, Mark and Joshua were working at the station. Mark decided to give a bone to","Then, Mark and Joshua were working at the station. Adam decided to give a bone to","Then, Mark and Joshua were working at the station. Joshua decided to give a bone to",29092,4744
968,"Then, Katherine and Matthew were working at the hospital. Katherine decided to give a kiss to","Then, Katherine and Matthew were working at the hospital. Ashley decided to give a kiss to","Then, Katherine and Matthew were working at the hospital. Matthew decided to give a kiss to",18322,37497
221,"Then, Joshua and Jennifer were thinking about going to the garden. Joshua wanted to give a basketball to","Then, Joshua and Jennifer were thinking about going to the garden. Heather wanted to give a basketball to","Then, Joshua and Jennifer were thinking about going to the garden. Jennifer wanted to give a basketball to",26355,29092
474,"Then, Paul and Mark had a long argument, and afterwards Paul said to","Then, Paul and Mark had a long argument, and afterwards Christina said to","Then, Paul and Mark had a long argument, and afterwards Mark said to",4744,5171
271,"Then, Christopher and Scott went to the garden. Christopher gave a snack to","Then, Christopher and Scott went to the garden. James gave a snack to","Then, Christopher and Scott went to the garden. Scott gave a snack to",7493,19717
355,"When Scott and Tyler got a bone at the station, Scott decided to give it to","When Scott and Tyler got a bone at the station, Kevin decided to give it to","When Scott and Tyler got a bone at the station, Tyler decided to give it to",26953,7493
768,"Then, Brian and Shannon had a long argument, and afterwards Shannon said to","Then, Brian and Shannon had a long argument, and afterwards Joseph said to","Then, Brian and Shannon had a long argument, and afterwards Brian said to",14468,35175
906,"Then, Thomas and Andrew had a long argument, and afterwards Thomas said to","Then, Thomas and Andrew had a long argument, and afterwards Samuel said to","Then, Thomas and Andrew had a long argument, and afterwards Andrew said to",11116,7195
634,"Then, Amanda and Thomas had a lot of fun at the school. Amanda gave a computer to","Then, Amanda and Thomas had a lot of fun at the school. Crystal gave a computer to","Then, Amanda and Thomas had a lot of fun at the school. Thomas gave a computer to",7195,33811
758,"When Andrea and Jacob got a necklace at the garden, Andrea decided to give it to","When Andrea and Jacob got a necklace at the garden, Patrick decided to give it to","When Andrea and Jacob got a necklace at the garden, Jacob decided to give it to",14737,35944
441,"When Emily and Lisa got a kiss at the store, Emily decided to give it to","When Emily and Lisa got a kiss at the store, Jeffrey decided to give it to","When Emily and Lisa got a kiss at the store, Lisa decided to give it to",22707,24504
243,"Then, Katherine and Jamie had a lot of fun at the store. Jamie gave a drink to","Then, Katherine and Jamie had a lot of fun at the store. Jessica gave a drink to","Then, Katherine and Jamie had a lot of fun at the store. Katherine gave a drink to",37497,27283
22,"When Sarah and Andrea got a snack at the garden, Andrea decided to give it to","When Sarah and Andrea got a snack at the garden, Travis decided to give it to","When Sarah and Andrea got a snack at the garden, Sarah decided to give it to",15458,35944
256,"Then, Lindsay and Paul went to the house. Lindsay gave a snack to","Then, Lindsay and Paul went to the house. Mark gave a snack to","Then, Lindsay and Paul went to the house. Paul gave a snack to",5171,44056
203,"Then, Travis and Ryan went to the office. Travis gave a basketball to","Then, Travis and Ryan went to the office. Benjamin gave a basketball to","Then, Travis and Ryan went to the office. Ryan gave a basketball to",13114,35382
523,"Then, Sarah and Timothy were thinking about going to the station. Sarah wanted to give a kiss to","Then, Sarah and Timothy were thinking about going to the station. Elizabeth wanted to give a kiss to","Then, Sarah and Timothy were thinking about going to the station. Timothy wanted to give a kiss to",32905,15458
837,"After Christopher and Melissa went to the office, Melissa gave a computer to","After Christopher and Melissa went to the office, Jacob gave a computer to","After Christopher and Melissa went to the office, Christopher gave a computer to",19717,38994
466,"Then, Nicholas and Robert had a long argument, and afterwards Nicholas said to","Then, Nicholas and Robert had a long argument, and afterwards Lauren said to","Then, Nicholas and Robert had a long argument, and afterwards Robert said to",6911,26876
519,"Then, David and Michelle were working at the restaurant. David decided to give a computer to","Then, David and Michelle were working at the restaurant. Paul decided to give a computer to","Then, David and Michelle were working at the restaurant. Michelle decided to give a computer to",28331,5119
653,"Then, Heather and Crystal went to the school. Crystal gave a basketball to","Then, Heather and Crystal went to the school. Laura gave a basketball to","Then, Heather and Crystal went to the school. Heather gave a basketball to",37083,29509
368,"Then, James and Lisa were working at the house. James decided to give a snack to","Then, James and Lisa were working at the house. Mark decided to give a snack to","Then, James and Lisa were working at the house. Lisa decided to give a snack to",22707,5490
179,"After Emily and Alexander went to the house, Emily gave a kiss to","After Emily and Alexander went to the house, Scott gave a kiss to","After Emily and Alexander went to the house, Alexander gave a kiss to",13651,24504
692,"Then, Eric and Shannon were thinking about going to the hospital. Shannon wanted to give a basketball to","Then, Eric and Shannon were thinking about going to the hospital. Allison wanted to give a basketball to","Then, Eric and Shannon were thinking about going to the hospital. Eric wanted to give a basketball to",12284,35175
738,"When Brian and Andrea got a bone at the restaurant, Brian decided to give it to","When Brian and Andrea got a bone at the restaurant, Mary decided to give it to","When Brian and Andrea got a bone at the restaurant, Andrea decided to give it to",35944,14468
305,"Then, Nicole and Jose went to the garden. Nicole gave a necklace to","Then, Nicole and Jose went to the garden. Bryan gave a necklace to","Then, Nicole and Jose went to the garden. Jose gave a necklace to",7924,37930
49,"Then, Daniel and Jose were working at the store. Jose decided to give a snack to","Then, Daniel and Jose were working at the store. Timothy decided to give a snack to","Then, Daniel and Jose were working at the store. Daniel decided to give a snack to",10213,7924
354,"Then, Mark and Joshua were working at the store. Mark decided to give a bone to","Then, Mark and Joshua were working at the store. Lindsay decided to give a bone to","Then, Mark and Joshua were working at the store. Joshua decided to give a bone to",29092,4744
741,"Then, Jeremy and Shannon were thinking about going to the office. Shannon wanted to give a drink to","Then, Jeremy and Shannon were thinking about going to the office. Sean wanted to give a drink to","Then, Jeremy and Shannon were thinking about going to the office. Jeremy wanted to give a drink to",25413,35175
457,"Then, Megan and Jennifer were working at the office. Megan decided to give a computer to","Then, Megan and Jennifer were working at the office. Steven decided to give a computer to","Then, Megan and Jennifer were working at the office. Jennifer decided to give a computer to",26355,45867
208,"Then, Jessica and Jennifer had a lot of fun at the hospital. Jessica gave a kiss to","Then, Jessica and Jennifer had a lot of fun at the hospital. Ryan gave a kiss to","Then, Jessica and Jennifer had a lot of fun at the hospital. Jennifer gave a kiss to",26355,29489
644,"Then, Joshua and Rachel were thinking about going to the garden. Joshua wanted to give a drink to","Then, Joshua and Rachel were thinking about going to the garden. Bryan wanted to give a drink to","Then, Joshua and Rachel were thinking about going to the garden. Rachel wanted to give a drink to",22739,29092
195,"Then, Christopher and Bryan were working at the house. Christopher decided to give a bone to","Then, Christopher and Bryan were working at the house. John decided to give a bone to","Then, Christopher and Bryan were working at the house. Bryan decided to give a bone to",30397,19717
421,"Then, Jesse and Paul had a lot of fun at the school. Jesse gave a drink to","Then, Jesse and Paul had a lot of fun at the school. Christopher gave a drink to","Then, Jesse and Paul had a lot of fun at the school. Paul gave a drink to",5171,31472
365,"Then, Joseph and Paul had a long argument, and afterwards Joseph said to","Then, Joseph and Paul had a long argument, and afterwards Laura said to","Then, Joseph and Paul had a long argument, and afterwards Paul said to",5171,10092
951,"Then, Scott and Steven went to the house. Scott gave a kiss to","Then, Scott and Steven went to the house. Travis gave a kiss to","Then, Scott and Steven went to the house. Steven gave a kiss to",19436,7493
132,"After Jeremy and Sarah went to the station, Sarah gave a ring to","After Jeremy and Sarah went to the station, Shannon gave a ring to","After Jeremy and Sarah went to the station, Jeremy gave a ring to",25413,15458
286,"Then, Christine and Jeremy went to the restaurant. Christine gave a kiss to","Then, Christine and Jeremy went to the restaurant. Patrick gave a kiss to","Then, Christine and Jeremy went to the restaurant. Jeremy gave a kiss to",25413,36449
463,"Then, Andrea and Amanda had a lot of fun at the restaurant. Amanda gave a necklace to","Then, Andrea and Amanda had a lot of fun at the restaurant. Katie gave a necklace to","Then, Andrea and Amanda had a lot of fun at the restaurant. Andrea gave a necklace to",35944,33811
762,"Then, James and Aaron were working at the garden. Aaron decided to give a kiss to","Then, James and Aaron were working at the garden. Sara decided to give a kiss to","Then, James and Aaron were working at the garden. James decided to give a kiss to",5490,22234
884,"Then, Jose and Samuel were working at the garden. Samuel decided to give a bone to","Then, Jose and Samuel were working at the garden. William decided to give a bone to","Then, Jose and Samuel were working at the garden. Jose decided to give a bone to",7924,20628
799,"Then, Lindsey and Shannon went to the house. Lindsey gave a drink to","Then, Lindsey and Shannon went to the house. Jessica gave a drink to","Then, Lindsey and Shannon went to the house. Shannon gave a drink to",35175,50178
603,"Then, Andrea and Joseph had a lot of fun at the garden. Andrea gave a drink to","Then, Andrea and Joseph had a lot of fun at the garden. Erin gave a drink to","Then, Andrea and Joseph had a lot of fun at the garden. Joseph gave a drink to",10092,35944
830,"After Timothy and Kyle went to the restaurant, Timothy gave a necklace to","After Timothy and Kyle went to the restaurant, Brian gave a necklace to","After Timothy and Kyle went to the restaurant, Kyle gave a necklace to",25856,32905
484,"Then, Jamie and Amanda were working at the restaurant. Amanda decided to give a bone to","Then, Jamie and Amanda were working at the restaurant. Charles decided to give a bone to","Then, Jamie and Amanda were working at the restaurant. Jamie decided to give a bone to",27283,33811
970,"Then, Jeremy and Richard had a lot of fun at the garden. Jeremy gave a drink to","Then, Jeremy and Richard had a lot of fun at the garden. Laura gave a drink to","Then, Jeremy and Richard had a lot of fun at the garden. Richard gave a drink to",7727,25413
345,"Then, Aaron and John had a long argument, and afterwards Aaron said to","Then, Aaron and John had a long argument, and afterwards Jennifer said to","Then, Aaron and John had a long argument, and afterwards John said to",2516,22234
431,"After Michelle and Scott went to the office, Scott gave a drink to","After Michelle and Scott went to the office, Kenneth gave a drink to","After Michelle and Scott went to the office, Michelle gave a drink to",28331,7493
507,"Then, Emily and Michael were thinking about going to the restaurant. Emily wanted to give a basketball to","Then, Emily and Michael were thinking about going to the restaurant. Rebecca wanted to give a basketball to","Then, Emily and Michael were thinking about going to the restaurant. Michael wanted to give a basketball to",6277,24504
735,"Then, Jessica and Timothy were working at the office. Jessica decided to give a ring to","Then, Jessica and Timothy were working at the office. James decided to give a ring to","Then, Jessica and Timothy were working at the office. Timothy decided to give a ring to",32905,29489
715,"Then, Jacob and Daniel had a long argument, and afterwards Jacob said to","Then, Jacob and Daniel had a long argument, and afterwards Jessica said to","Then, Jacob and Daniel had a long argument, and afterwards Daniel said to",10213,14737
307,"After Amanda and Stephen went to the school, Amanda gave a snack to","After Amanda and Stephen went to the school, Katherine gave a snack to","After Amanda and Stephen went to the school, Stephen gave a snack to",12167,33811
973,"Then, James and Patrick had a lot of fun at the house. Patrick gave a kiss to","Then, James and Patrick had a lot of fun at the house. Scott gave a kiss to","Then, James and Patrick had a lot of fun at the house. James gave a kiss to",5490,15435
465,"Then, Robert and Jose went to the store. Jose gave a basketball to","Then, Robert and Jose went to the store. Nicole gave a basketball to","Then, Robert and Jose went to the store. Robert gave a basketball to",6911,7924
658,"Then, Ryan and Lauren went to the office. Ryan gave a basketball to","Then, Ryan and Lauren went to the office. Andrea gave a basketball to","Then, Ryan and Lauren went to the office. Lauren gave a basketball to",33821,13114
48,"When Michelle and Lauren got a necklace at the house, Lauren decided to give it to","When Michelle and Lauren got a necklace at the house, Lindsay decided to give it to","When Michelle and Lauren got a necklace at the house, Michelle decided to give it to",28331,33821
755,"Then, David and Jessica had a long argument, and afterwards Jessica said to","Then, David and Jessica had a long argument, and afterwards Amber said to","Then, David and Jessica had a long argument, and afterwards David said to",5119,29489
46,"Then, Stephen and Timothy went to the office. Timothy gave a computer to","Then, Stephen and Timothy went to the office. Katie gave a computer to","Then, Stephen and Timothy went to the office. Stephen gave a computer to",12167,32905
